agegroup_broad,epi_year,parname,par_bin,varname,parvalue,mean_parvalue,median,mean,ci50_l,ci50_u,ci95_l,ci95_u
1-2y,2020-21,age_exp_ratio,8,hosp_tot_norm,0.48354085104955313,0.48354085104955313,1.723829291109883,1.7566202206199317,1.6241729501046454,1.8550401026102552,1.5153913523638383,2.122585358854721
1-2y,2020-21,age_exp_ratio,8,peak_hosp_norm,0.48354085104955313,0.48354085104955313,2.3769072372816957,2.451136669829267,1.6877013537017098,3.1921252517318615,0.7115830000054535,4.400373365861779
1-2y,2020-21,age_exp_ratio,9,hosp_tot_norm,0.5944891958308114,0.5944891958308114,1.7009942017183874,1.7326131841953127,1.597800257577847,1.8186389230742597,1.491629629345988,2.1671015191112954
1-2y,2020-21,age_exp_ratio,9,peak_hosp_norm,0.5944891958308114,0.5944891958308114,2.1270406648857225,2.2394424765848653,1.4347665620963275,2.962218890554723,0.6839726344920677,4.18458831732769
1-2y,2020-21,age_exp_ratio,10,hosp_tot_norm,0.7945713257434741,0.7945713257434741,1.6647504487961755,1.6990151749035018,1.5672426903310732,1.7900752905747264,1.4504176685722299,2.1747707491149715
1-2y,2020-21,age_exp_ratio,10,peak_hosp_norm,0.7945713257434741,0.7945713257434741,1.7949941305521415,1.925674668329241,1.2693510200247209,2.4540666683302845,0.561500972071636,3.9870123708087615
1-2y,2020-21,exp_dep,1,hosp_tot_norm,0.3311161501015224,0.3311161501015224,1.7093611351735878,1.7354133831367307,1.6022472278161652,1.8311986962641185,1.4709281865767159,2.154153826545687
1-2y,2020-21,exp_dep,1,peak_hosp_norm,0.3311161501015224,0.3311161501015224,2.3700461110698132,2.4975209433756986,1.60934187426141,3.3415021951643977,0.7006641386044198,4.589253741419995
1-2y,2020-21,exp_dep,2,hosp_tot_norm,0.3917923707597707,0.3917923707597707,1.731690678498507,1.757642544091906,1.6296899107311829,1.8495823486141676,1.4862016710614778,2.1673901348112516
1-2y,2020-21,exp_dep,2,peak_hosp_norm,0.3917923707597707,0.3917923707597707,2.5295457850056486,2.5752712772333224,1.6528879989950143,3.4683105784026895,0.6493432405196425,4.607332929765132
1-2y,2020-21,exp_dep,3,hosp_tot_norm,0.4496761442429842,0.4496761442429842,1.7442856264340614,1.7751437477056013,1.6403988749077225,1.8876483641263468,1.5079291029301007,2.212238592614507
1-2y,2020-21,exp_dep,3,peak_hosp_norm,0.4496761442429842,0.4496761442429842,2.4841826548370216,2.5669952759951604,1.726316550899571,3.444390109451977,0.7264373445833711,4.703815664418259
1-2y,2020-21,exp_dep,4,hosp_tot_norm,0.5070098288841094,0.5070098288841094,1.7617253655839482,1.7819845555657146,1.649460848593877,1.8919844166105309,1.505307606940999,2.1960229741019797
1-2y,2020-21,exp_dep,4,peak_hosp_norm,0.5070098288841094,0.5070098288841094,2.4996066089693154,2.595268339505959,1.7316801337419894,3.4518272425249172,0.6802883408155896,4.702337164979338
1-2y,2020-21,exp_dep,5,hosp_tot_norm,0.5686262511330117,0.5686262511330117,1.7534183697821442,1.7865595385865165,1.6447245322808246,1.8973815909389402,1.5281307327196956,2.2245866440062056
1-2y,2020-21,exp_dep,5,peak_hosp_norm,0.5686262511330117,0.5686262511330117,2.553812045643558,2.6341243395541274,1.8485314870562843,3.395760671778314,0.8019904753032308,4.764110118485097
1-2y,2020-21,exp_dep,6,hosp_tot_norm,0.6324976056577599,0.6324976056577599,1.7634125017967759,1.7926207952660174,1.6567676141943408,1.8896215094587843,1.5293687496016959,2.255082896371346
1-2y,2020-21,exp_dep,6,peak_hosp_norm,0.6324976056577599,0.6324976056577599,2.527829479920295,2.5096973821837567,1.6934072815034455,3.2809590542494544,0.7248206364562583,4.39341622767177
1-2y,2020-21,exp_dep,7,hosp_tot_norm,0.6957567115824013,0.6957567115824013,1.7903284464670333,1.8182261922806113,1.66954767398643,1.933800698364019,1.5534903688111412,2.2486826988999495
1-2y,2020-21,exp_dep,7,peak_hosp_norm,0.6957567115824013,0.6957567115824013,2.587826135213,2.596568012280653,1.78926928747476,3.37211987937202,0.8003712821958024,4.553949380135639
1-2y,2020-21,exp_dep,8,hosp_tot_norm,0.7708283290015193,0.7708283290015193,1.7970226662868973,1.8233681026283197,1.6840497602201894,1.9309292590823102,1.5419431564423691,2.2142228676581017
1-2y,2020-21,exp_dep,8,peak_hosp_norm,0.7708283290015193,0.7708283290015193,2.5999085507841224,2.5934527643915835,1.7462508895283473,3.420561021541787,0.7264149651912497,4.5324826027417835
1-2y,2020-21,exp_dep,9,hosp_tot_norm,0.862862169578082,0.862862169578082,1.8392633683137756,1.8565194674139531,1.7191175403186536,1.9810072024519063,1.560093674473902,2.232541324053513
1-2y,2020-21,exp_dep,9,peak_hosp_norm,0.862862169578082,0.862862169578082,2.712790907450839,2.7052745602362616,1.9278235376239004,3.5282033426183843,0.8903473055415752,4.572357755359075
1-2y,2020-21,exp_dep,10,hosp_tot_norm,1.0116819941353783,1.0116819941353783,1.8788143729016555,1.888328506101261,1.7598376830849871,2.0221674764484354,1.5839373861571797,2.2104431349946903
1-2y,2020-21,exp_dep,10,peak_hosp_norm,1.0116819941353783,1.0116819941353783,2.779513689427996,2.746912530845554,2.036188709166076,3.4808732507536497,0.8987958433009079,4.520668393641953
1-2y,2020-21,omega,1,hosp_tot_norm,0.0023001975693663947,0.0023001975693663947,1.8141343756538042,1.8444566816178478,1.6980649587541823,1.963833688965183,1.5963345988697721,2.269687831225996
1-2y,2020-21,omega,1,peak_hosp_norm,0.0023001975693663947,0.0023001975693663947,2.490317775571003,2.5241852120801616,1.6532739536952188,3.388363228004674,0.6860636477809381,4.615794702330607
1-2y,2020-21,omega,2,hosp_tot_norm,0.00248025097434695,0.00248025097434695,1.7971242662409956,1.8321504743568948,1.689099585452672,1.958800515064643,1.5681321483594275,2.2381903392307807
1-2y,2020-21,omega,2,peak_hosp_norm,0.00248025097434695,0.00248025097434695,2.529010479756452,2.568267806206082,1.7767201831908483,3.3348103073736812,0.7061136680898022,4.595840155787602
1-2y,2020-21,omega,3,hosp_tot_norm,0.002594822374949525,0.002594822374949525,1.7908636015446668,1.82724917334346,1.6793038210875622,1.9610605622291648,1.5574029399689282,2.2259681911099554
1-2y,2020-21,omega,3,peak_hosp_norm,0.002594822374949525,0.002594822374949525,2.5581938546538763,2.6057965784748203,1.7406754423445314,3.464956800435976,0.8239114163545592,4.488857348332694
1-2y,2020-21,omega,4,hosp_tot_norm,0.002692888041590025,0.002692888041590025,1.774959974247741,1.8072396378957591,1.6709903677793145,1.9219132239189827,1.5529034864284958,2.2188544877136396
1-2y,2020-21,omega,4,peak_hosp_norm,0.002692888041590025,0.002692888041590025,2.441928981237401,2.5319932510766683,1.663071322637185,3.30954329677525,0.8149200560080654,4.605775321843147
1-2y,2020-21,omega,5,hosp_tot_norm,0.0027918597937754202,0.0027918597937754202,1.7800822824960334,1.8104303808812225,1.6701223875803737,1.92902066106767,1.531777623440104,2.2011560364598446
1-2y,2020-21,omega,5,peak_hosp_norm,0.0027918597937754202,0.0027918597937754202,2.4889993285492467,2.5559491848206704,1.765635530545077,3.365344353343141,0.725296189537167,4.702667050544478
1-2y,2020-21,omega,6,hosp_tot_norm,0.00288852748206572,0.00288852748206572,1.7895311919436683,1.8096720984791563,1.6665239364724223,1.9181706042131776,1.517112184771036,2.2391793554699135
1-2y,2020-21,omega,6,peak_hosp_norm,0.00288852748206572,0.00288852748206572,2.7019308059440865,2.6500533902743912,1.7811350020132888,3.4644805200761666,0.6789602185916529,4.695201842899799
1-2y,2020-21,omega,7,hosp_tot_norm,0.003006612881024655,0.003006612881024655,1.7571206414529157,1.7795898774933878,1.6447846471303156,1.8886967331988713,1.5318528905710964,2.184900809320771
1-2y,2020-21,omega,7,peak_hosp_norm,0.003006612881024655,0.003006612881024655,2.513044004122757,2.583377814718266,1.7898194556442872,3.366624976115049,0.7924656300293856,4.605459264255266
1-2y,2020-21,omega,8,hosp_tot_norm,0.0031481796778535546,0.0031481796778535546,1.7657774645616076,1.7869455591268946,1.6436469912091876,1.8900397643878761,1.5116734895007091,2.215348629842019
1-2y,2020-21,omega,8,peak_hosp_norm,0.0031481796778535546,0.0031481796778535546,2.6810030395136777,2.6588872566201136,1.78021398635521,3.4839424164321593,0.7358846345362416,4.616783815131899
1-2y,2020-21,omega,9,hosp_tot_norm,0.0033405827647226926,0.0033405827647226926,1.747406811372401,1.7664342199588903,1.6267986638825709,1.8800502732574753,1.491529653485735,2.160146717776506
1-2y,2020-21,omega,9,peak_hosp_norm,0.0033405827647226926,0.0033405827647226926,2.59966194253023,2.5821603373940145,1.7567943174799259,3.383968113374668,0.7926868498745158,4.455372432520086
1-2y,2020-21,omega,10,hosp_tot_norm,0.003713147574490335,0.003713147574490335,1.7327969222996238,1.7515324506638972,1.5991358121907813,1.8824187288351606,1.4419508650353654,2.145879731922
1-2y,2020-21,omega,10,peak_hosp_norm,0.003713147574490335,0.003713147574490335,2.7548057483577817,2.760109037688902,1.9591645118508239,3.5627356066386024,0.9270463076025199,4.749357228556896
1-2y,2020-21,R0,1,hosp_tot_norm,1.3427291001590598,1.3427291001590598,1.817813126466559,1.8284913217255574,1.6959945809567845,1.9426625130484547,1.4941582948998322,2.200672811009996
1-2y,2020-21,R0,1,peak_hosp_norm,1.3427291001590598,1.3427291001590598,3.6043932329561765,3.5427136398583627,3.0040567185600193,4.068171149775003,2.088494799108143,4.816110986496902
1-2y,2020-21,R0,2,hosp_tot_norm,1.5220772974252,1.5220772974252,1.7709942221049426,1.780827448216288,1.649677538927301,1.8823447310492307,1.4847427661202817,2.145838534437735
1-2y,2020-21,R0,2,peak_hosp_norm,1.5220772974252,1.5220772974252,3.098423195440728,3.0806898338513875,2.4053971932332705,3.7794373700170603,1.420290382169247,4.631681603428395
1-2y,2020-21,R0,3,hosp_tot_norm,1.634251540962223,1.634251540962223,1.7656181008830014,1.7857311102383153,1.6446238347272333,1.906478134517946,1.4964448034882152,2.1752278077709226
1-2y,2020-21,R0,3,peak_hosp_norm,1.634251540962223,1.634251540962223,2.8324884766958744,2.8738833656224756,2.052730799843407,3.725498992575053,1.059285523854019,4.750252747901765
1-2y,2020-21,R0,4,hosp_tot_norm,1.7321243964702044,1.7321243964702044,1.761191505913565,1.7737834494646847,1.6404041656950512,1.879987215373724,1.4969433769074023,2.1705470888778136
1-2y,2020-21,R0,4,peak_hosp_norm,1.7321243964702044,1.7321243964702044,2.6939808481532146,2.6972810512811423,1.9010717230008245,3.4869486948694868,0.8080139679162567,4.669873109355839
1-2y,2020-21,R0,5,hosp_tot_norm,1.819188816543051,1.819188816543051,1.7606158755245507,1.787191770737917,1.6424711272205401,1.9049572505165289,1.520203723357809,2.2011997628454454
1-2y,2020-21,R0,5,peak_hosp_norm,1.819188816543051,1.819188816543051,2.47443817760515,2.5511231160588137,1.674803484830562,3.381769632187317,0.6209034146070707,4.775990019800535
1-2y,2020-21,R0,6,hosp_tot_norm,1.916640609395793,1.916640609395793,1.7596831513356812,1.7922445770991544,1.6490693050215983,1.91233191172033,1.530673080236076,2.2129802986853107
1-2y,2020-21,R0,6,peak_hosp_norm,1.916640609395793,1.916640609395793,2.3686377729349917,2.417734818056685,1.5529773823838176,3.163212723679192,0.7544271543000413,4.494792576771156
1-2y,2020-21,R0,7,hosp_tot_norm,2.012766825312556,2.012766825312556,1.7661283429946466,1.791829559694392,1.658443806634707,1.8981446335085208,1.5362949067034335,2.180394273279191
1-2y,2020-21,R0,7,peak_hosp_norm,2.012766825312556,2.012766825312556,2.229148135987212,2.332414278235525,1.5548773847485915,3.064048856143804,0.6845095734643506,4.388162001001611
1-2y,2020-21,R0,8,hosp_tot_norm,2.1297726734589792,2.1297726734589792,1.7887506573619698,1.8227003031659046,1.6644692741077578,1.9653167203510553,1.5463491260308952,2.2444572113350514
1-2y,2020-21,R0,8,peak_hosp_norm,2.1297726734589792,2.1297726734589792,2.2150232541427055,2.3272795110986393,1.5505155747805137,3.066600419979001,0.724350724756374,4.277406658490038
1-2y,2020-21,R0,9,hosp_tot_norm,2.2891602084599967,2.2891602084599967,1.7854938152076099,1.8151767936782044,1.6680590210037947,1.9366593545150086,1.5435063605008095,2.260330648343319
1-2y,2020-21,R0,9,peak_hosp_norm,2.2891602084599967,2.2891602084599967,2.0595404875315215,2.16051851727913,1.4007072399032197,2.9325203252032517,0.6423619122079748,4.057977279195565
1-2y,2020-21,R0,10,hosp_tot_norm,2.585076274589572,2.585076274589572,1.7887312604132186,1.837749279445006,1.6897178371058281,1.9488511444791197,1.5662284218567375,2.3439548267866437
1-2y,2020-21,R0,10,peak_hosp_norm,2.585076274589572,2.585076274589572,1.9628024355452143,2.0367214855202733,1.4114390803241557,2.6451831804828103,0.6931334808566445,3.6640687259168496
1-2y,2020-21,seasforc_width_wks,1,hosp_tot_norm,2.9171113528762573,2.9171113528762573,1.765167980851124,1.7949822625740335,1.6402712509543107,1.9065382154437256,1.4988459315208627,2.2729928172699756
1-2y,2020-21,seasforc_width_wks,1,peak_hosp_norm,2.9171113528762573,2.9171113528762573,1.5802849847556906,1.929862866749323,0.9809644345367582,2.6145541816030198,0.4794104161222874,4.763903267549059
1-2y,2020-21,seasforc_width_wks,2,hosp_tot_norm,3.664248173386137,3.664248173386137,1.7661913098639155,1.7986749480472664,1.6450648500489877,1.92658176790557,1.4901137277342615,2.246914498250715
1-2y,2020-21,seasforc_width_wks,2,peak_hosp_norm,3.664248173386137,3.664248173386137,2.0556485461751848,2.2733097307285406,1.2777295419043757,3.1295725103939973,0.6297173111924742,4.715079636892902
1-2y,2020-21,seasforc_width_wks,3,hosp_tot_norm,4.1318275135970675,4.1318275135970675,1.766987949859716,1.7979119057211113,1.6598130347083222,1.9152845553267621,1.5189315815542401,2.2651412913812337
1-2y,2020-21,seasforc_width_wks,3,peak_hosp_norm,4.1318275135970675,4.1318275135970675,2.3259509751652323,2.468539279810847,1.446763150170576,3.399466069451541,0.7313966066453091,4.736747421389843
1-2y,2020-21,seasforc_width_wks,4,hosp_tot_norm,4.505309379133806,4.505309379133806,1.7853453345358299,1.8074694769214998,1.662190691515846,1.928962834416428,1.51976047080676,2.188909887426111
1-2y,2020-21,seasforc_width_wks,4,peak_hosp_norm,4.505309379133806,4.505309379133806,2.445929816185247,2.542677831052116,1.653934166519979,3.3885778275475924,0.8648461989777396,4.605653289513127
1-2y,2020-21,seasforc_width_wks,5,hosp_tot_norm,4.882429796981765,4.882429796981765,1.7864168714109396,1.8117582240245478,1.6643303032065468,1.9502400412616465,1.5093939231576572,2.2099021870180393
1-2y,2020-21,seasforc_width_wks,5,peak_hosp_norm,4.882429796981765,4.882429796981765,2.5887596423728527,2.669945714317173,1.7531603863816154,3.5743642251727312,0.8900170797287128,4.680455885952812
1-2y,2020-21,seasforc_width_wks,6,hosp_tot_norm,5.260322975807078,5.260322975807078,1.777391261251728,1.795972651879789,1.6659798741550422,1.9042199617552087,1.53112109944524,2.1467134734670914
1-2y,2020-21,seasforc_width_wks,6,peak_hosp_norm,5.260322975807078,5.260322975807078,2.6910896464171916,2.6738355922273347,1.9092938339670231,3.407622219216782,1.0961891371218893,4.493277282887787
1-2y,2020-21,seasforc_width_wks,7,hosp_tot_norm,5.668140519675221,5.668140519675221,1.7721651721415421,1.8007521048903756,1.6664022027496577,1.909015175401863,1.5228501949184765,2.200394948501091
1-2y,2020-21,seasforc_width_wks,7,peak_hosp_norm,5.668140519675221,5.668140519675221,2.7558067523823295,2.7804610240293277,2.0458682049256938,3.502344046514763,1.1749600840289838,4.51705551464303
1-2y,2020-21,seasforc_width_wks,8,hosp_tot_norm,6.177679272027556,6.177679272027556,1.767416715392555,1.7938638353162326,1.6530018039010095,1.9077411871651442,1.5274435255115963,2.1803888547337777
1-2y,2020-21,seasforc_width_wks,8,peak_hosp_norm,6.177679272027556,6.177679272027556,2.743907304534483,2.8062198225983703,2.087585625622075,3.528460632431622,1.262041674721175,4.529255190404474
1-2y,2020-21,seasforc_width_wks,9,hosp_tot_norm,6.826278020671833,6.826278020671833,1.7749454433187282,1.797806193822374,1.6592850496726308,1.9128314622339178,1.5248650198037816,2.201117677724627
1-2y,2020-21,seasforc_width_wks,9,peak_hosp_norm,6.826278020671833,6.826278020671833,2.8915573619065214,2.883417363074672,2.190406059330949,3.5584580268830837,1.403838508963359,4.434635854436852
1-2y,2020-21,seasforc_width_wks,10,hosp_tot_norm,8.083240729028697,8.083240729028697,1.7849168113192426,1.8165607568708184,1.6854913679812227,1.917868100513223,1.5541319567808878,2.2275671864570175
1-2y,2020-21,seasforc_width_wks,10,peak_hosp_norm,8.083240729028697,8.083240729028697,2.9319248328361405,2.993022024447789,2.4392021389774916,3.565320096638939,1.6442417130346385,4.436892149998794
1-2y,2020-21,seasforce_peak,1,hosp_tot_norm,0.30237260847064246,0.30237260847064246,1.9926748529790452,2.00544139649854,1.870268404078906,2.125257372362063,1.7156374615955583,2.359721646636938
1-2y,2020-21,seasforce_peak,1,peak_hosp_norm,0.30237260847064246,0.30237260847064246,3.141191450368665,3.2575980873192756,2.5598570280568804,3.889082293692641,1.8024607592981121,5.050685730100636
1-2y,2020-21,seasforce_peak,2,hosp_tot_norm,0.4605646737663385,0.4605646737663385,1.8267636927370616,1.8651891348328016,1.7357334359027288,1.9573291780156987,1.6152546929628242,2.3020630564058546
1-2y,2020-21,seasforce_peak,2,peak_hosp_norm,0.4605646737663385,0.4605646737663385,2.1659102989063905,2.396926232599008,1.7312921881591898,2.9121331553668717,1.2340184200400564,4.319543213993547
1-2y,2020-21,seasforce_peak,3,hosp_tot_norm,0.6197106276014892,0.6197106276014892,1.7640535369599946,1.7921650226239465,1.6845496468919494,1.8686699920744798,1.5837473030994103,2.1479939975123177
