agegroup_broad,epi_year,parname,par_bin,varname,parvalue,mean_parvalue,median,mean,ci50_l,ci50_u,ci95_l,ci95_u
<1y,2022,seasforc_width_wks,8,peak_hosp_norm,6.177679272027556,6.177679272027556,0.9321209514581561,0.860040146215751,0.742462047550287,1.024391504062506,0.3726666315062241,1.0891899461830092
<1y,2022,seasforc_width_wks,9,hosp_tot_norm,6.826278020671833,6.826278020671833,1.004742161690603,0.9531989729389634,0.9055220962910802,1.0359776643333207,0.5728982885921524,1.1306299407481626
<5y,2022,seasforc_width_wks,9,mean_age_cumul_hosp_shift,6.826278020671833,6.826278020671833,-0.11603633806294233,-0.17206311151021336,-0.5067383658794231,0.19684413306906912,-1.0374238996759166,0.46566622033076377
<1y,2022,seasforc_width_wks,9,peak_hosp_norm,6.826278020671833,6.826278020671833,0.9456542244876798,0.8746888333708005,0.7631310621162943,1.031001297739493,0.41989775785767663,1.1061878663635185
<1y,2022,seasforc_width_wks,10,hosp_tot_norm,8.083240729028697,8.083240729028697,1.0284608339100194,0.9904935611835827,0.9674936665335632,1.0486581930242194,0.6495835913224952,1.1628360595615883
<5y,2022,seasforc_width_wks,10,mean_age_cumul_hosp_shift,8.083240729028697,8.083240729028697,0.05807687244581494,-0.04163380280032068,-0.28675724125474744,0.2363511244930283,-0.8751940863720791,0.5056995983329313
<1y,2022,seasforc_width_wks,10,peak_hosp_norm,8.083240729028697,8.083240729028697,1.001984809821661,0.9315553170089247,0.8520078915503942,1.0525025097828766,0.4764111285554185,1.128172149348278
<1y,2022,seasforce_peak,1,hosp_tot_norm,0.30237260847064246,0.30237260847064246,1.111020598374373,1.1172806293665498,1.0699145412194164,1.168218442280787,0.9722632079348732,1.2785207775967447
<5y,2022,seasforce_peak,1,mean_age_cumul_hosp_shift,0.30237260847064246,0.30237260847064246,-0.03868146727379873,-0.03185232093969303,-0.23070605211310147,0.19234866853642663,-0.47845950702927253,0.3939486743451048
<1y,2022,seasforce_peak,1,peak_hosp_norm,0.30237260847064246,0.30237260847064246,0.8532637820864939,0.8341760613390833,0.6258848894789947,1.0712712594570175,0.3738542512144489,1.181276173697047
<1y,2022,seasforce_peak,2,hosp_tot_norm,0.4605646737663385,0.4605646737663385,1.0413929946637683,1.038653114441337,1.0075625838945923,1.0673324990136503,0.9046122094552549,1.185191662179743
<5y,2022,seasforce_peak,2,mean_age_cumul_hosp_shift,0.4605646737663385,0.4605646737663385,-0.008315006525711155,-0.041896400488304376,-0.35602455376203324,0.27785855741527143,-0.7054502899366035,0.5008222895137975
<1y,2022,seasforce_peak,2,peak_hosp_norm,0.4605646737663385,0.4605646737663385,0.8784291611380408,0.8368519272157288,0.6988199633154799,1.0162017043856322,0.3444072986292281,1.099519570372723
<1y,2022,seasforce_peak,3,hosp_tot_norm,0.6197106276014892,0.6197106276014892,1.0181387447895878,0.9978983247826706,0.9651734720069975,1.0445708404365874,0.8094871172676005,1.093874484312546
<5y,2022,seasforce_peak,3,mean_age_cumul_hosp_shift,0.6197106276014892,0.6197106276014892,-0.04714702976023055,-0.07905979950303622,-0.41761972768432365,0.28245314169370905,-0.8283971817901377,0.599254261921794
<1y,2022,seasforce_peak,3,peak_hosp_norm,0.6197106276014892,0.6197106276014892,0.9273895247798969,0.8812732808466837,0.7768841663084018,1.0260987610874777,0.521322415936995,1.091092674198227
<1y,2022,seasforce_peak,4,hosp_tot_norm,0.7720846435094191,0.7720846435094191,1.0032851974489243,0.9658254200187051,0.9200178268714365,1.037476490672932,0.7053625013886018,1.0708030343527302
<5y,2022,seasforce_peak,4,mean_age_cumul_hosp_shift,0.7720846435094191,0.7720846435094191,-0.12787206893554526,-0.15838419996848002,-0.5583106650190177,0.2375050124015008,-0.959101758193265,0.6258216244719563
<1y,2022,seasforce_peak,4,peak_hosp_norm,0.7720846435094191,0.7720846435094191,0.9367409753126694,0.8711168003435177,0.7467016078290718,1.0257255194504382,0.4593834742900521,1.0781500761151697
<1y,2022,seasforce_peak,5,hosp_tot_norm,0.9010148663682758,0.9010148663682758,0.995209028827754,0.9290528256562943,0.8474381353098208,1.0292595080141007,0.6029452944428797,1.0548473575127795
<5y,2022,seasforce_peak,5,mean_age_cumul_hosp_shift,0.9010148663682758,0.9010148663682758,-0.15479389304115987,-0.25682847493459054,-0.7312298956503329,0.1662534497200392,-1.109087714578905,0.501320747885391
<1y,2022,seasforce_peak,5,peak_hosp_norm,0.9010148663682758,0.9010148663682758,0.9499013610048663,0.844097511232627,0.6744622517082204,1.020738387667922,0.3731316205554147,1.069727446155858
<1y,2022,seasforce_peak,6,hosp_tot_norm,1.0198903551184673,1.0198903551184673,0.9593363632218549,0.8945515535853538,0.8102005060845383,1.0186979466945287,0.5003189165044643,1.0440530353954236
<5y,2022,seasforce_peak,6,mean_age_cumul_hosp_shift,1.0198903551184673,1.0198903551184673,-0.3764525240306238,-0.3734615962307468,-0.8207693552209694,0.08796683453832799,-1.2258713456355665,0.4378277221277545
<1y,2022,seasforce_peak,6,peak_hosp_norm,1.0198903551184673,1.0198903551184673,0.8845961601018959,0.8033169211324215,0.6217137539965086,1.0097977052610156,0.3216551889775966,1.0521330819336985
<1y,2022,seasforce_peak,7,hosp_tot_norm,1.1276134187468205,1.1276134187468205,0.9374328389127999,0.8739613303251506,0.7737722241939542,1.009009629695967,0.48758508148791097,1.042544440872528
<5y,2022,seasforce_peak,7,mean_age_cumul_hosp_shift,1.1276134187468205,1.1276134187468205,-0.5150766425127458,-0.4709975375708668,-0.9065347672660877,-0.033937381449929305,-1.2914964653416376,0.41935983287942324
<1y,2022,seasforce_peak,7,peak_hosp_norm,1.1276134187468205,1.1276134187468205,0.8365378473511912,0.775284413327638,0.5895272306646204,0.9962193049968296,0.29212672511437504,1.0617062313558518
<1y,2022,seasforce_peak,8,hosp_tot_norm,1.2332535723679419,1.2332535723679419,0.9366548282830771,0.8601323947149924,0.7593411090201214,1.006383219014194,0.4223792011362104,1.0399185294998907
<5y,2022,seasforce_peak,8,mean_age_cumul_hosp_shift,1.2332535723679419,1.2332535723679419,-0.45779079060870664,-0.46864914289894266,-0.9183871862678554,0.010150692184316412,-1.3389713198528312,0.3707172309814897
<1y,2022,seasforce_peak,8,peak_hosp_norm,1.2332535723679419,1.2332535723679419,0.8529903240079406,0.7717419660467638,0.5791756663976043,0.9991023524252086,0.26190926947690385,1.0526894437625427
<1y,2022,seasforce_peak,9,hosp_tot_norm,1.3457695490011057,1.3457695490011057,0.9244673570125431,0.8502230210209654,0.7394236184660733,0.9992325571999069,0.42471241407943006,1.033105839506833
<5y,2022,seasforce_peak,9,mean_age_cumul_hosp_shift,1.3457695490011057,1.3457695490011057,-0.5663925736495683,-0.5487933771491333,-1.0158423435942758,-0.06987418744565099,-1.384801893084122,0.31318163222696127
<1y,2022,seasforce_peak,9,peak_hosp_norm,1.3457695490011057,1.3457695490011057,0.8157627769312406,0.7551689792336524,0.5501669458993044,0.9799069630414439,0.2605533076409797,1.0462360926313115
<1y,2022,seasforce_peak,10,hosp_tot_norm,1.4459523399764942,1.4459523399764942,0.9061850838699462,0.8384498648304338,0.7340419868395742,0.98775361394371,0.40394954252750037,1.028961549426272
<5y,2022,seasforce_peak,10,mean_age_cumul_hosp_shift,1.4459523399764942,1.4459523399764942,-0.6212779985829142,-0.5946704620860627,-1.0331253802816645,-0.1737309687933828,-1.4465248773880637,0.3066903537756082
<1y,2022,seasforce_peak,10,peak_hosp_norm,1.4459523399764942,1.4459523399764942,0.7955413705027793,0.7413524059494542,0.556399610083583,0.9576595096932872,0.24460947534122096,1.041130948828347
<1y,2023,age_dep,1,hosp_tot_norm,0.0903417328646164,0.0903417328646164,1.165359012979291,1.1809362283328555,1.0916789258614266,1.2676441652978498,1.016816246123183,1.4117002904749447
<5y,2023,age_dep,1,mean_age_cumul_hosp_shift,0.0903417328646164,0.0903417328646164,0.7680778271396207,0.8641653757803907,0.3869804458184296,1.2724874777228172,0.05529329807139707,2.0341831404293367
<1y,2023,age_dep,1,peak_hosp_norm,0.0903417328646164,0.0903417328646164,1.1966769799065584,1.2588487667231365,1.0313423142921574,1.474851224949061,0.7979069862137321,1.8672041197589164
<1y,2023,age_dep,2,hosp_tot_norm,0.11951275665588038,0.11951275665588038,1.1262384778045842,1.1537909991716342,1.0654178530751446,1.2172932652458992,1.0169795934068109,1.4007785544167546
<5y,2023,age_dep,2,mean_age_cumul_hosp_shift,0.11951275665588038,0.11951275665588038,0.6194955906925568,0.7157810463754448,0.30803208549261907,1.0774334219188093,0.06248690408867242,1.8221996824654085
<1y,2023,age_dep,2,peak_hosp_norm,0.11951275665588038,0.11951275665588038,1.1150291115452866,1.2056600488119937,1.0160918838389175,1.3550957780012616,0.8743909772718214,1.8111291032865084
<1y,2023,age_dep,3,hosp_tot_norm,0.14133551828913188,0.14133551828913188,1.1188371350550537,1.1388796953057019,1.0543072053265465,1.1958122952531183,1.0159970369495408,1.3806864366542377
<5y,2023,age_dep,3,mean_age_cumul_hosp_shift,0.14133551828913188,0.14133551828913188,0.5269798477110479,0.635832181213628,0.21441743566580884,0.9297917110922032,0.05764464144517323,1.7781117436745693
<1y,2023,age_dep,3,peak_hosp_norm,0.14133551828913188,0.14133551828913188,1.0871055778934062,1.1751304247006498,1.0078920545973844,1.2509440570954133,0.9316846348710561,1.8118516808158518
<1y,2023,age_dep,4,hosp_tot_norm,0.16148204369743227,0.16148204369743227,1.0986280021837227,1.1206669059052274,1.0498159797066724,1.166731601731104,1.0177399472475521,1.3505291154336532
<5y,2023,age_dep,4,mean_age_cumul_hosp_shift,0.16148204369743227,0.16148204369743227,0.4207068375005347,0.5608974769059202,0.17438426292129172,0.8447164730706693,0.02782917089263713,1.6835437806806595
<1y,2023,age_dep,4,peak_hosp_norm,0.16148204369743227,0.16148204369743227,1.0572560110367746,1.1398756540477815,1.0081948067455098,1.2093041572616423,0.9342291629346589,1.6886452670095404
<1y,2023,age_dep,5,hosp_tot_norm,0.17920264401479896,0.17920264401479896,1.0859037505149616,1.111880571829365,1.0405472395386373,1.1512718678930445,1.0152645473815713,1.3611664263067484
<5y,2023,age_dep,5,mean_age_cumul_hosp_shift,0.17920264401479896,0.17920264401479896,0.31238180608823285,0.47592843575863075,0.12714991239901785,0.7324808890690591,0.03205337956362157,1.6405409103033688
<1y,2023,age_dep,5,peak_hosp_norm,0.17920264401479896,0.17920264401479896,1.0356216069384498,1.1189684794881558,1.0034009273362914,1.144394882374069,0.9298309597800543,1.668262720886482
<1y,2023,age_dep,6,hosp_tot_norm,0.19589173082264608,0.19589173082264608,1.0658447979777836,1.0904479291763052,1.0285616684910064,1.120940150698156,1.012966605919325,1.3250985451869328
<5y,2023,age_dep,6,mean_age_cumul_hosp_shift,0.19589173082264608,0.19589173082264608,0.2208626331618504,0.3890011623063982,0.10383945976313846,0.5726186506982014,0.020702137545689683,1.4050904934550532
<1y,2023,age_dep,6,peak_hosp_norm,0.19589173082264608,0.19589173082264608,1.0175697746061543,1.0888723778638734,1.0018959907533922,1.1040254318576568,0.9484956391584216,1.6161174748953846
<1y,2023,age_dep,7,hosp_tot_norm,0.2149057300255139,0.2149057300255139,1.0558980461290786,1.0812355818865251,1.0283693926100899,1.1121333198972339,1.014069097964465,1.2710488043437418
<5y,2023,age_dep,7,mean_age_cumul_hosp_shift,0.2149057300255139,0.2149057300255139,0.1619203879062452,0.29093676855519224,0.08687749895406993,0.3833321308732085,0.023179843623383038,1.1526681293158334
<1y,2023,age_dep,7,peak_hosp_norm,0.2149057300255139,0.2149057300255139,1.011103349486969,1.0576699292438416,1.001413280227354,1.0572618262515248,0.9458131844289007,1.3979574762644296
<1y,2023,age_dep,8,hosp_tot_norm,0.2351008699354774,0.2351008699354774,1.0490007065037013,1.0756715963526695,1.0261989066701709,1.1049520609519445,1.0127047158680635,1.2638857354267246
<5y,2023,age_dep,8,mean_age_cumul_hosp_shift,0.2351008699354774,0.2351008699354774,0.12841548480402487,0.23829802720889434,0.06800974145208105,0.30161864835296504,-0.010984681036391074,1.0657294606487058
<1y,2023,age_dep,8,peak_hosp_norm,0.2351008699354774,0.2351008699354774,1.007273709902722,1.0454586708347462,1.0008670019674124,1.0371375754271808,0.9302909683793671,1.3973597136877107
<1y,2023,age_dep,9,hosp_tot_norm,0.25978270257240416,0.25978270257240416,1.041572757537125,1.0635263089297762,1.023274207283674,1.0822530043740217,1.0140763697332555,1.2234310458463222
<5y,2023,age_dep,9,mean_age_cumul_hosp_shift,0.25978270257240416,0.25978270257240416,0.09765549293707032,0.16181485540477678,0.0553264704534957,0.1713719392838371,-0.021961389968533498,0.7101946540841639
<1y,2023,age_dep,9,peak_hosp_norm,0.25978270257240416,0.25978270257240416,1.003816675638883,1.018816248790736,1.0002146386015145,1.0174543226266317,0.9238662583745104,1.2217651588017757
<1y,2023,age_dep,10,hosp_tot_norm,0.2966976021602808,0.2966976021602808,1.034629381559707,1.0574210695558606,1.0223900792923883,1.068932011836209,1.0125084597658522,1.2414559025328478
<5y,2023,age_dep,10,mean_age_cumul_hosp_shift,0.2966976021602808,0.2966976021602808,0.07046297476924579,0.09281011357975626,0.03868200851696635,0.10801148873317068,-0.012870019686588206,0.3368820532417395
<1y,2023,age_dep,10,peak_hosp_norm,0.2966976021602808,0.2966976021602808,1.0020040171345561,1.0025407352486915,0.9998621943532763,1.0065979730259333,0.9206093457324473,1.0879972886074611
<1y,2023,age_exp_ratio,1,hosp_tot_norm,0.10764090920053848,0.10764090920053848,1.12344608106277,1.14880931940146,1.0582424741149252,1.221821750048823,1.0168158845740056,1.382581613245811
<5y,2023,age_exp_ratio,1,mean_age_cumul_hosp_shift,0.10764090920053848,0.10764090920053848,0.5882127474940724,0.7058124227641198,0.269386370599598,1.0216072433393037,0.06793938911403359,1.8713307538645718
<1y,2023,age_exp_ratio,1,peak_hosp_norm,0.10764090920053848,0.10764090920053848,1.1177033131294196,1.208595207088671,1.0211942482512895,1.363300937235888,0.9404460002480792,1.7515874042116895
<1y,2023,age_exp_ratio,2,hosp_tot_norm,0.15239242622283167,0.15239242622283167,1.106615267900504,1.1324745656517912,1.046988344010419,1.1918004934142747,1.0143325288579816,1.3849684340317685
<5y,2023,age_exp_ratio,2,mean_age_cumul_hosp_shift,0.15239242622283167,0.15239242622283167,0.4667445993684485,0.6180582275992181,0.17924403508246867,0.9408243583371423,0.04420549163254082,1.8416675537829712
<1y,2023,age_exp_ratio,2,peak_hosp_norm,0.15239242622283167,0.15239242622283167,1.0715197714844282,1.169555246150541,1.005587320063975,1.2637723556238483,0.9021414358023984,1.7544941789225086
<1y,2023,age_exp_ratio,3,hosp_tot_norm,0.1952184138086518,0.1952184138086518,1.0910026349182065,1.120992441891278,1.035204889611965,1.1738416237735154,1.0137374272324746,1.3815986986241284
<5y,2023,age_exp_ratio,3,mean_age_cumul_hosp_shift,0.1952184138086518,0.1952184138086518,0.3623301913145358,0.5394886337098762,0.14768054652885176,0.8106345190808923,0.027725017822122326,1.7441117156972652
<1y,2023,age_exp_ratio,3,peak_hosp_norm,0.1952184138086518,0.1952184138086518,1.039057083358988,1.1448086041003123,1.0031368184461522,1.1975611348000192,0.9033692234385684,1.8076478906553575
<1y,2023,age_exp_ratio,4,hosp_tot_norm,0.2407035385499124,0.2407035385499124,1.0786317011285393,1.1073630984839709,1.0308675264889868,1.147364794173321,1.0118652205515841,1.3648937402094414
<5y,2023,age_exp_ratio,4,mean_age_cumul_hosp_shift,0.2407035385499124,0.2407035385499124,0.31567693710204825,0.49412055954228423,0.10797986680076432,0.747974300825212,0.025187524159605124,1.668143147158725
<1y,2023,age_exp_ratio,4,peak_hosp_norm,0.2407035385499124,0.2407035385499124,1.0272538295302236,1.1238218374548623,1.002302464882991,1.172778989090589,0.8855262918448853,1.7694830015406504
<1y,2023,age_exp_ratio,5,hosp_tot_norm,0.2852272122246543,0.2852272122246543,1.0701892134529243,1.101365537083365,1.0306751595098056,1.1393651569526724,1.0126350946680007,1.3425773252702684
<5y,2023,age_exp_ratio,5,mean_age_cumul_hosp_shift,0.2852272122246543,0.2852272122246543,0.24360808161639191,0.43317329164953355,0.10255339269705566,0.6239632823379182,0.01834547636662763,1.6818187052517126
<1y,2023,age_exp_ratio,5,peak_hosp_norm,0.2852272122246543,0.2852272122246543,1.0182278374806462,1.102001626364934,1.0017847432686104,1.1156263044456545,0.9073842932279245,1.697510040238168
<1y,2023,age_exp_ratio,6,hosp_tot_norm,0.33511083174526635,0.33511083174526635,1.0706798745844526,1.1026214573706397,1.0319580229380045,1.1513876217614256,1.014046773223739,1.3490630570069184
<5y,2023,age_exp_ratio,6,mean_age_cumul_hosp_shift,0.33511083174526635,0.33511083174526635,0.20773218695766538,0.4020222561625741,0.09384946387068815,0.6229608374299804,0.012622619254279509,1.6117961584682232
<1y,2023,age_exp_ratio,6,peak_hosp_norm,0.33511083174526635,0.33511083174526635,1.0159058633180735,1.0953595624102204,1.0013869266562563,1.1143572669040667,0.9014715631734643,1.68220805244044
<1y,2023,age_exp_ratio,7,hosp_tot_norm,0.39848339244744824,0.39848339244744824,1.0698957967251816,1.1003254272303244,1.0332740327121568,1.12588189327187,1.014329292969426,1.3579229276482843
<5y,2023,age_exp_ratio,7,mean_age_cumul_hosp_shift,0.39848339244744824,0.39848339244744824,0.16456443101312423,0.3776672708324354,0.08415183484339295,0.5300650487746279,-0.0014570923721907365,1.5616943548190312
<1y,2023,age_exp_ratio,7,peak_hosp_norm,0.39848339244744824,0.39848339244744824,1.0117077992558303,1.0880942702142544,1.0010444527495033,1.0797904024413332,0.8958855018764391,1.700957864172733
<1y,2023,age_exp_ratio,8,hosp_tot_norm,0.48354085104955313,0.48354085104955313,1.072815282087556,1.098630678181569,1.030401780641309,1.1411207734556794,1.014418446634848,1.337141042703101
<5y,2023,age_exp_ratio,8,mean_age_cumul_hosp_shift,0.48354085104955313,0.48354085104955313,0.18351483332124374,0.3827563785651958,0.07627816386888364,0.5711049642487125,-0.001669411056606494,1.566920601925951
<1y,2023,age_exp_ratio,8,peak_hosp_norm,0.48354085104955313,0.48354085104955313,1.0139229751683196,1.0900565489594625,1.00092983630717,1.1082609961773038,0.9098214829193293,1.64230312142725
<1y,2023,age_exp_ratio,9,hosp_tot_norm,0.5944891958308114,0.5944891958308114,1.0638273005975072,1.0883197803395814,1.0313116733820502,1.1187416959457641,1.0150417108283087,1.2821881153014179
<5y,2023,age_exp_ratio,9,mean_age_cumul_hosp_shift,0.5944891958308114,0.5944891958308114,0.1328945697321835,0.29725555308187945,0.06696833733656504,0.4089053327522265,-7.620814084486184e-4,1.2328974062121751
<1y,2023,age_exp_ratio,9,peak_hosp_norm,0.5944891958308114,0.5944891958308114,1.0098304936096716,1.060041006597706,1.001074720777335,1.0585147475043697,0.9205884895963002,1.4618871619434708
<1y,2023,age_exp_ratio,10,hosp_tot_norm,0.7945713257434741,0.7945713257434741,1.0460312462469996,1.0735638065533368,1.0259379788890337,1.0987141563713816,1.0137961749402584,1.2798437129570226
<5y,2023,age_exp_ratio,10,mean_age_cumul_hosp_shift,0.7945713257434741,0.7945713257434741,0.07854263301616093,0.17462641188789177,0.04473933807372532,0.18472421671090444,-0.011339970813814647,1.003140182065016
<1y,2023,age_exp_ratio,10,peak_hosp_norm,0.7945713257434741,0.7945713257434741,1.0036491544213153,1.029523846507947,1.0002191957721995,1.018300641515706,0.9282685121354926,1.339272461133713
<1y,2023,exp_dep,1,hosp_tot_norm,0.3311161501015224,0.3311161501015224,1.0846969606566783,1.1077745467391518,1.0374967384221727,1.1450029459754263,1.0131280777804268,1.3708764627867602
<5y,2023,exp_dep,1,mean_age_cumul_hosp_shift,0.3311161501015224,0.3311161501015224,0.17923493819197311,0.38039848111620794,0.06339926003150298,0.6125575723003212,0.003469427780349621,1.56412964243853
<1y,2023,exp_dep,1,peak_hosp_norm,0.3311161501015224,0.3311161501015224,1.0113249096473926,1.090634278689867,1.0006912881502832,1.105872168495187,0.8651172040711028,1.690531836224529
<1y,2023,exp_dep,2,hosp_tot_norm,0.3917923707597707,0.3917923707597707,1.0793335616117092,1.1142649478187503,1.0386270203569508,1.159971210361562,1.015715715506886,1.3772810017211012
<5y,2023,exp_dep,2,mean_age_cumul_hosp_shift,0.3917923707597707,0.3917923707597707,0.24718577077654835,0.43621101579995714,0.0736542009939587,0.69996549484231,-8.30691190783379e-4,1.7027134332456064
<1y,2023,exp_dep,2,peak_hosp_norm,0.3917923707597707,0.3917923707597707,1.0153521865934678,1.1123323783752386,1.0005825247521367,1.1412685628539485,0.8971145793909051,1.7845872225313637
<1y,2023,exp_dep,3,hosp_tot_norm,0.4496761442429842,0.4496761442429842,1.080953547531938,1.1125071545547396,1.04127540406694,1.156799783687769,1.0142246332122251,1.3715183132397175
<5y,2023,exp_dep,3,mean_age_cumul_hosp_shift,0.4496761442429842,0.4496761442429842,0.2511060758766215,0.4263401999104457,0.08322790682362147,0.6259825842595594,0.00355567647293099,1.6656118731827854
<1y,2023,exp_dep,3,peak_hosp_norm,0.4496761442429842,0.4496761442429842,1.019067272552669,1.1067960668808337,1.0019244915973622,1.121429657264948,0.8949778110864737,1.7559978577332855
<1y,2023,exp_dep,4,hosp_tot_norm,0.5070098288841094,0.5070098288841094,1.0901710296533702,1.113652086224972,1.0371873724210399,1.1587879987046437,1.0156534432007347,1.350352199643806
<5y,2023,exp_dep,4,mean_age_cumul_hosp_shift,0.5070098288841094,0.5070098288841094,0.24167476523842346,0.46516021772480787,0.0864206272731689,0.7536643564153938,2.938893786101599e-4,1.6969481691688015
<1y,2023,exp_dep,4,peak_hosp_norm,0.5070098288841094,0.5070098288841094,1.018038521382227,1.1122127423054988,1.0011604846707325,1.154282585738971,0.879718655119829,1.7364517835383988
<1y,2023,exp_dep,5,hosp_tot_norm,0.5686262511330117,0.5686262511330117,1.0777831762396262,1.1091337086547495,1.0311636211384065,1.1579640549399695,1.0145927822911371,1.359417544341716
<5y,2023,exp_dep,5,mean_age_cumul_hosp_shift,0.5686262511330117,0.5686262511330117,0.24948299737015311,0.45992499738990034,0.09806634845769224,0.6684167190681767,0.014802396907841598,1.7545771486375976
<1y,2023,exp_dep,5,peak_hosp_norm,0.5686262511330117,0.5686262511330117,1.019396122668627,1.1176402768558502,1.0015260605316951,1.143218729351266,0.9019286821154973,1.7601490935821027
<1y,2023,exp_dep,6,hosp_tot_norm,0.6324976056577599,0.6324976056577599,1.0728025027618204,1.1030792178701567,1.0320235510346605,1.1487147176929207,1.014302210424372,1.3294144956479772
<5y,2023,exp_dep,6,mean_age_cumul_hosp_shift,0.6324976056577599,0.6324976056577599,0.20840871291409258,0.43555990869137634,0.09448293864165924,0.6609335095131175,0.007711224725374294,1.6836526187793692
<1y,2023,exp_dep,6,peak_hosp_norm,0.6324976056577599,0.6324976056577599,1.017932224911681,1.1009032230987983,1.0015180854679768,1.1162143175533172,0.9068675347247915,1.651928209197866
<1y,2023,exp_dep,7,hosp_tot_norm,0.6957567115824013,0.6957567115824013,1.0779776520052746,1.1094701472232478,1.0340495668906333,1.1515670101814135,1.013489973752004,1.3590407321753173
<5y,2023,exp_dep,7,mean_age_cumul_hosp_shift,0.6957567115824013,0.6957567115824013,0.2708949570437946,0.4789078834122209,0.10425290751627792,0.7266149589365618,0.015136694826101317,1.7896883627465465
<1y,2023,exp_dep,7,peak_hosp_norm,0.6957567115824013,0.6957567115824013,1.0221422020847206,1.11849269719846,1.0023598284982882,1.1578522194388596,0.936390973467634,1.7423783432762412
<1y,2023,exp_dep,8,hosp_tot_norm,0.7708283290015193,0.7708283290015193,1.0729469449528386,1.1034338813508713,1.0315221898850488,1.145151620113445,1.0136543401160298,1.3541041507019111
<5y,2023,exp_dep,8,mean_age_cumul_hosp_shift,0.7708283290015193,0.7708283290015193,0.27045680371648473,0.45908456599761605,0.1090490480284676,0.6990589369625937,0.019947030281399332,1.6704892596195582
<1y,2023,exp_dep,8,peak_hosp_norm,0.7708283290015193,0.7708283290015193,1.0265541878453592,1.1138368515875605,1.002603657956687,1.149053534339703,0.9381087260017609,1.688734832723015
<1y,2023,exp_dep,9,hosp_tot_norm,0.862862169578082,0.862862169578082,1.068574162574261,1.1054124266080951,1.0295389642686332,1.1505073951138882,1.0129589971377935,1.3634141999358682
<5y,2023,exp_dep,9,mean_age_cumul_hosp_shift,0.862862169578082,0.862862169578082,0.25102403258795825,0.46101466279544795,0.10837231880403664,0.6969067154139648,0.020928720271803775,1.6603016863984807
<1y,2023,exp_dep,9,peak_hosp_norm,0.862862169578082,0.862862169578082,1.0330304920455697,1.1264778387278254,1.0030635168374176,1.1703092845084915,0.9816651174334277,1.7111279251606448
<1y,2023,exp_dep,10,hosp_tot_norm,1.0116819941353783,1.0116819941353783,1.0568223502565717,1.0957871615796273,1.0279786625782676,1.1363923075676483,1.014332204517564,1.3375743460398972
<5y,2023,exp_dep,10,mean_age_cumul_hosp_shift,1.0116819941353783,1.0116819941353783,0.26318797589124365,0.42262905061680023,0.1325884614370203,0.5985197574164047,0.036281649720567105,1.4813385350549413
<1y,2023,exp_dep,10,peak_hosp_norm,1.0116819941353783,1.0116819941353783,1.024562293523511,1.112693382762988,1.0022722606537304,1.154549688920977,0.9916299190052473,1.628146076388958
<1y,2023,omega,1,hosp_tot_norm,0.0023001975693663947,0.0023001975693663947,1.0645670546592627,1.0993819739396944,1.0278350905304523,1.1444893697575278,1.0113882860033165,1.3247781536570447
<5y,2023,omega,1,mean_age_cumul_hosp_shift,0.0023001975693663947,0.0023001975693663947,0.30339807020620313,0.4925852297617549,0.07975833503235386,0.7816257290124735,-0.02148495788746558,1.835659582115902
<1y,2023,omega,1,peak_hosp_norm,0.0023001975693663947,0.0023001975693663947,1.0294900594757772,1.1156268031212937,1.0015411817709288,1.1727541222578406,0.8742365932240912,1.666214551231528
<1y,2023,omega,2,hosp_tot_norm,0.00248025097434695,0.00248025097434695,1.0676191310917087,1.1003063448850683,1.0303586887655114,1.1425915694310942,1.0130098334981836,1.3581052480418365
<5y,2023,omega,2,mean_age_cumul_hosp_shift,0.00248025097434695,0.00248025097434695,0.24135917576903054,0.4510995466714879,0.07602194121536332,0.667428107106439,0.001976073075730779,1.7516537161896948
<1y,2023,omega,2,peak_hosp_norm,0.00248025097434695,0.00248025097434695,1.019023165517399,1.1019462476215514,1.0008095359679776,1.1261171404673962,0.8784474934115875,1.7022426971808469
<1y,2023,omega,3,hosp_tot_norm,0.002594822374949525,0.002594822374949525,1.0752367539294978,1.1066418959745206,1.0351649154854679,1.153742342103374,1.0135244242650225,1.3498982866160631
<5y,2023,omega,3,mean_age_cumul_hosp_shift,0.002594822374949525,0.002594822374949525,0.23538711144163393,0.454185592131735,0.08353057902622929,0.7034615523652761,0.00469147426175205,1.6706101683624068
<1y,2023,omega,3,peak_hosp_norm,0.002594822374949525,0.002594822374949525,1.020384268864894,1.112993095487508,1.0013111861831971,1.1544123681704652,0.9097776241483364,1.6611750398056753
<1y,2023,omega,4,hosp_tot_norm,0.002692888041590025,0.002692888041590025,1.075745721743464,1.1032322174137086,1.0331228855090377,1.143314866671916,1.0136228875976279,1.3376493440146633
<5y,2023,omega,4,mean_age_cumul_hosp_shift,0.002692888041590025,0.002692888041590025,0.2474357277144552,0.4520767291406489,0.08665289703059997,0.707527842486317,0.008125316292789543,1.6575928175888182
<1y,2023,omega,4,peak_hosp_norm,0.002692888041590025,0.002692888041590025,1.0182748630404226,1.110072534259218,1.0010241795344481,1.1428628962163336,0.9220532877894165,1.698873061956058
<1y,2023,omega,5,hosp_tot_norm,0.0027918597937754202,0.0027918597937754202,1.0780773891254805,1.1075615576797666,1.0317240121972076,1.1536147636119773,1.014084147790657,1.353850947574658
