par_id,exp_dep,age_dep,seasforc_width_wks,R0,seasforce_peak,omega,peak_week,const_delta
4,0.6440943094262118,0.2128256623320941,3.9484040125798754,2.1989725842467234,1.131381079234196,0.00302194352575937,45.07332577652538,0.6169874689879048
7,0.7704930646614203,0.22007016780828512,2.6903952661677724,2.6095845566693754,0.7255462637620775,0.0028006120535051,44.41260170689984,0.9355952153477785
9,0.5627361443449055,0.20069780988571,4.136018529915964,1.3610731021015583,1.0854407606857697,0.00290751557831474,43.84568991194053,0.3088091781511265
23,0.9184553260807896,0.13656124751469276,6.934303106242819,1.628289166052186,1.4870765914026662,0.00301204885152006,44.35039888594874,0.4090090933365303
37,0.7970561817832618,0.2107231003530498,6.323150983404168,2.2850595925488957,0.8516150958641622,0.00285488767988417,47.69355162804597,0.8023936331372159
41,0.7533887410499679,0.2124591767371477,2.4607985516113264,1.8680403817064744,1.169871615120436,0.00281622965277169,44.42018892044307,0.6206565541825962
42,0.6886242544147327,0.25343288922566376,7.680700940696884,1.727886421314744,1.305964745177298,0.00301493563282195,47.12419048421896,0.6739317317319107
48,0.41368815974331447,0.22693112091509784,3.0873451393354987,1.3394076486850277,1.2977669511953056,0.00436316052652598,47.64343084086991,0.28079759409374516
49,0.31040781875038626,0.3229244755279001,5.262159475948084,1.7003747666890685,0.4315928130442088,0.0030414088983942,46.92351366440449,0.524267490535424
53,0.8024239215570916,0.12017613732582152,5.44004489059388,1.5624571700986742,1.3830394858370418,0.00328976343301699,45.732249440780834,0.29279947853810434
55,0.3112646931038147,0.22449714149940603,3.796799435972424,1.9541968994882295,0.5768697670558024,0.00261275909862313,43.118979737973206,0.33665259324680286
57,0.3558143874211277,0.14121459849338475,7.831783968972526,1.8214725480086331,0.48643001288493254,0.00272962253789375,45.06799175443404,0.19173795146235545
59,0.4777660640149639,0.12800700873959575,4.441110840066647,2.142008000734347,0.20401013362798187,0.00353225349320389,46.771439108587295,0.2528613572012161
62,0.4716583030049165,0.1447971104463291,7.903547976746135,1.885848113333396,0.5258647388123872,0.00329948061761992,43.699498683594136,0.2489833387099269
64,0.8581726322848535,0.10223914431420464,4.02921198977862,2.6257530109074536,0.35650154851382104,0.00277683400802772,45.54463635562697,0.46787271427943705
65,0.7446958212629626,0.20998586201513147,6.187735441917038,2.217716568934969,0.6332360011659236,0.0023601124010381,46.505801152270394,0.715253830293901
67,0.3147488832797262,0.3152559364550165,4.186292807138639,1.0967504997937578,1.2499576215297137,0.00341451098073976,44.18963516756536,0.3269188019061499
69,0.615969960133115,0.197073152104965,2.2926166791285065,1.7382291348468832,1.19796356317247,0.00335886329291874,44.77516322238771,0.4197394579237945
73,0.5946205391804884,0.2756901507293844,5.229407633691268,2.0079526167815485,1.0944002466629172,0.00288037895100069,47.29979839645592,0.7707103111985895
74,0.5678054725344013,0.25312426988529235,8.724547349338952,1.7381626178924496,1.0499467102188087,0.00257952506347386,46.152031478785574,0.5572590617110696
76,0.5656514211686626,0.23041726856159317,4.988317254249963,1.506738688011964,1.215348481628098,0.00378902185844923,44.38295882269413,0.4173725733311997
77,0.7984629148683808,0.11783981215511448,5.3283351884727495,1.8992117334309424,1.399215381465124,0.00258277840870778,43.61652458820401,0.3476953547408635
78,0.39499151090300655,0.2646015568469767,4.8042434141529045,1.842120145238204,0.7018347152473929,0.00257330295350517,45.83603395018199,0.4728755461609741
79,0.30755811172374886,0.2734016993696763,5.006608306063655,2.1450105742484165,0.4525703259152193,0.00288349796051987,46.71620487484947,0.49716727928114435
84,0.5916339436598751,0.16788065126114718,4.490719492932013,2.2366968453283245,1.1856250592053694,0.00237975118818299,43.190253931149854,0.424775945308772
96,0.40571355857843405,0.2578898899776318,6.594901044941576,1.6742611210252782,0.6876658345577489,0.00241160786190799,43.51203541391071,0.4203956580110203
104,0.5298423672839453,0.10460556460525648,3.902245925212094,2.3625162359313574,0.21024600643525557,0.00325879900693578,47.24584754398533,0.2557245314844307
106,0.9645688906359366,0.1839102107907044,6.089176625102029,2.0319865830145023,1.3418539667528304,0.00271172941836972,43.82008278010777,0.7629830673577535
110,1.005963969928665,0.17460034220065768,3.6580905096753673,2.932147800365283,1.0586338604137775,0.00339794956802501,43.67102327503653,1.095405338641657
112,1.035779136775761,0.13640317997626844,3.8704435414689486,2.089179520308808,1.198784433044438,0.00301818434480926,44.18750066424247,0.6202752019370148
116,0.477419615369329,0.28878372226407517,3.8048022961340418,1.3162322651058806,1.4032353782748672,0.00254681449434872,44.61281252695513,0.44898384334592656
124,0.457420925190331,0.147263706419745,3.514915537465374,1.9444306344095643,0.47901809894382097,0.00272079224077521,43.938951320480776,0.25506702458306074
128,0.5592427640911847,0.2136989966311705,5.355097805069815,1.2594645933730595,1.2888050159807898,0.00258928490910618,47.027960040868386,0.3097327396856475
129,0.5894171735167234,0.200838642640148,4.62973203462589,1.9855832688549953,0.8117893899817223,0.00396381138686895,43.5035380049701,0.4710437992419046
130,0.715765134784023,0.19332654096898233,9.320758598965082,1.66083789279372,0.9403583751673236,0.00316618537415606,47.06859462579134,0.45808914291590463
143,0.5794333378620471,0.10421138781014402,7.127274704588913,1.975605191299529,0.5959915112935611,0.00302771745487383,47.59636027565452,0.2313679461493625
145,0.5829000661645576,0.2688441507932846,3.5511492899064088,1.51357193760162,0.9883252114062656,0.00341827922572143,47.4886182459542,0.5472202288434695
147,0.8082013146444591,0.17727413096271533,6.232382093549921,1.872355937323594,0.7290197979757482,0.00260734219096424,44.70816625884963,0.5332107783314434
154,0.3330384125908764,0.26792408774230475,6.302711334939507,1.3178029645520597,1.1931172462929274,0.0036067686443061,45.113084229637934,0.30941161414493146
155,0.4614749216825418,0.24805557738595913,4.790782005725942,1.724499999945234,0.7252087239830778,0.00268441499928775,46.746689443148426,0.4485682778719812
159,0.4392859881665496,0.28656062159562135,5.458908704805912,1.5569875077607125,0.5404209889571554,0.00264591290127706,43.8257255766623,0.491330388641348
170,0.36040409829731507,0.294629263371462,4.834928685818961,1.353734162281102,1.0737890141308504,0.00247992523728389,46.006452801323576,0.39005942343513433
177,0.7825237404445226,0.21108457045508935,8.647067272332368,1.5247547881605792,1.272117694283995,0.00253245113841548,46.967215498390104,0.524955186012781
183,0.3429385965547739,0.1970458620495687,5.260081794210381,1.3173653392597395,1.3892929760802304,0.00251563164832986,46.77033734860175,0.200338840367705
184,0.63247689525528,0.2627203503525486,2.955029136971029,1.997289783768181,0.7619406491643268,0.00259918609262587,47.77245432696495,0.7540907752244173
188,0.7121999989666404,0.1315082661162829,4.3852790434578806,1.6462921085478723,1.1853834473751412,0.00285211734207435,44.395224438204565,0.29191070947481434
191,0.3374576350368763,0.27093431601989043,7.412074234530325,1.8175180953131351,0.24482547877317268,0.00238303844376579,46.69612514453624,0.4379265680505863
194,0.7389945893208434,0.22997568159083603,6.656025926506604,1.7279717470163467,0.982010084153554,0.00225149587037804,43.9005448073956,0.6291824900997119
195,0.5619920473209927,0.11954377968778523,4.044909143770043,1.6451301290159337,1.4874025815447445,0.00327664210035842,46.31660391172369,0.20996639238900175
196,0.9083325553444244,0.1300752361765733,6.2409623825421106,2.086171158181869,0.5788444806132015,0.0027215255846028,43.52599118208243,0.4924221091234086
199,0.5700773094498102,0.23631277706525677,5.0439456252845165,2.1982088251438827,0.42342789724476465,0.0025709956697441,45.63096910117045,0.636825115835346
206,0.5503402224590064,0.15622242426176672,5.6669046095442654,1.567903141942509,1.4225231387187414,0.00258467150442615,43.950220543833346,0.2562810098488577
208,0.8649934245797624,0.13708044249892504,4.513773474127442,1.5845520143124596,1.3462466374111994,0.00301272126773028,46.25110823594605,0.36927735866914335
210,0.5496459977928909,0.1250786152353161,6.355835219291694,2.586164929528864,0.34968945216157155,0.00242823634097207,44.96766734078196,0.3369349200467377
