agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
1,2,5008,134062,4863,0.0363
1,3,5008,14961,567,0.0379
2,1,5008,149456,3903,0.0261
2,2,5008,171760,5238,0.0305
2,3,5008,45192,1431,0.0317
3,1,5008,53965,834,0.0155
3,2,5008,150763,3561,0.0236
3,3,5008,60598,1799,0.0297
4,1,5008,17779,271,0.0152
4,2,5008,132237,3154,0.0239
4,3,5008,132490,3627,0.0274
5,1,5008,5023,75,0.0149
5,2,5008,124553,2642,0.0212
5,3,5008,230057,6602,0.0287
6,1,5008,662,10,0.0149
6,2,5008,57290,1269,0.0222
6,3,5008,219761,6507,0.0296
7,1,5008,76,1,0.0144
7,2,5008,25436,629,0.0247
7,3,5008,187811,5698,0.0303
8,1,5008,9,0,0.0211
8,2,5008,22014,590,0.0268
8,3,5008,1831269,55203,0.0301
9,1,5008,0,0,NA
9,2,5008,2360,226,0.0958
9,3,5008,1500950,47136,0.0314
10,1,5008,0,0,NA
10,2,5008,1406,421,0.2998
10,3,5008,800739,25317,0.0316
11,1,5008,0,0,NA
11,2,5008,2646,792,0.2994
11,3,5008,500040,15789,0.0316
1,1,5640,479097,155082,0.3237
1,2,5640,66350,30258,0.456
1,3,5640,1681,744,0.4427
2,1,5640,188185,94195,0.5005
2,2,5640,125457,49731,0.3964
2,3,5640,7572,3311,0.4373
3,1,5640,74889,38332,0.5118
3,2,5640,128715,56565,0.4395
3,3,5640,12973,5748,0.4431
4,1,5640,27564,14792,0.5366
4,2,5640,155862,66383,0.4259
4,3,5640,41398,18899,0.4565
5,1,5640,8326,4582,0.5503
5,2,5640,164595,82053,0.4985
5,3,5640,91494,46838,0.5119
6,1,5640,1180,673,0.5702
6,2,5640,86864,47931,0.5518
6,3,5640,107513,57791,0.5375
7,1,5640,143,85,0.5932
7,2,5640,43346,25663,0.592
7,3,5640,109438,60515,0.553
8,1,5640,17,11,0.6378
8,2,5640,40709,24606,0.6044
8,3,5640,1219250,689596,0.5656
9,1,5640,0,0,NA
9,2,5640,3799,2289,0.6024
9,3,5640,1147895,665823,0.58
10,1,5640,0,0,NA
10,2,5640,595,287,0.4827
10,3,5640,730087,427375,0.5854
11,1,5640,0,0,NA
11,2,5640,344,140,0.4083
11,3,5640,545962,320683,0.5874
1,1,5669,521141,64979,0.1247
1,2,5669,124152,13502,0.1088
1,3,5669,10157,1669,0.1643
2,1,5669,153850,25472,0.1656
2,2,5669,168929,21404,0.1267
2,3,5669,33711,5049,0.1498
3,1,5669,55921,8732,0.1561
3,2,5669,151171,19851,0.1313
3,3,5669,47606,7228,0.1518
4,1,5669,18496,3061,0.1655
4,2,5669,137057,20305,0.1481
4,3,5669,113705,15721,0.1383
5,1,5669,5178,869,0.1679
5,2,5669,129007,19210,0.1489
5,3,5669,206097,32709,0.1587
6,1,5669,675,116,0.1719
6,2,5669,59530,9203,0.1546
6,3,5669,206412,34271,0.166
7,1,5669,76,13,0.1766
7,2,5669,26400,4374,0.1657
7,3,5669,184812,31644,0.1712
8,1,5669,8,2,0.1904
8,2,5669,21594,3947,0.1828
8,3,5669,1848383,319587,0.1729
9,1,5669,0,0,NA
9,2,5669,1905,331,0.1739
