par_id,exp_dep,age_dep,seasforc_width_wks,R0,seasforce_peak,omega,const_delta
8297,0.375,0.9375,3,1,1.25,0.004,2.2252206124717486
8298,0.5,0.9375,3,1,1.25,0.004,2.758081318373313
8311,0.25,1,3,1,1.25,0.004,1.9808195872627614
8312,0.375,1,3,1,1.25,0.004,2.4791106938536753
8313,0.5,1,3,1,1.25,0.004,3.0727689886452274
8354,1.875,0.1875,5,1,1.25,0.004,1.2405396024934034
8355,2,0.1875,5,1,1.25,0.004,1.4340111199616106
8367,1.625,0.25,5,1,1.25,0.004,1.3829680971132456
8368,1.75,0.25,5,1,1.25,0.004,1.608388328806521
8369,1.875,0.25,5,1,1.25,0.004,1.864508527869845
8370,2,0.25,5,1,1.25,0.004,2.155292710409722
8380,1.375,0.3125,5,1,1.25,0.004,1.4567174165064716
8381,1.5,0.3125,5,1,1.25,0.004,1.707540617406429
8382,1.625,0.3125,5,1,1.25,0.004,1.9931956593344629
8383,1.75,0.3125,5,1,1.25,0.004,2.318081409248047
8384,1.875,0.3125,5,1,1.25,0.004,2.6872133292876272
8393,1.125,0.375,5,1,1.25,0.004,1.4409314647684732
8394,1.25,0.375,5,1,1.25,0.004,1.7061160706545968
8395,1.375,0.375,5,1,1.25,0.004,2.0093685326971795
8396,1.5,0.375,5,1,1.25,0.004,2.3553493258474707
8397,1.625,0.375,5,1,1.25,0.004,2.749376503632598
8406,0.875,0.4375,5,1,1.25,0.004,1.3341947516555603
8407,1,0.4375,5,1,1.25,0.004,1.599763612611752
8408,1.125,0.4375,5,1,1.25,0.004,1.9055129717569406
8409,1.25,0.4375,5,1,1.25,0.004,2.25619773281701
8410,1.375,0.4375,5,1,1.25,0.004,2.657224092687781
8411,1.5,0.4375,5,1,1.25,0.004,3.1147551449592887
8412,1.625,0.4375,5,1,1.25,0.004,3.6358235766316978
8419,0.625,0.5,5,1,1.25,0.004,1.155437252483474
8420,0.75,0.5,5,1,1.25,0.004,1.4067886956291793
8421,0.875,0.5,5,1,1.25,0.004,1.6991895750677124
8422,1,0.5,5,1,1.25,0.004,2.0374099431507258
8423,1.125,0.5,5,1,1.25,0.004,2.426802963171583
8424,1.25,0.5,5,1,1.25,0.004,2.8734243348933455
8425,1.375,0.5,5,1,1.25,0.004,3.3841592251139994
8426,1.5,0.5,5,1,1.25,0.004,3.9668567610807726
8432,0.375,0.5625,5,1,1.25,0.004,0.9364663799641786
8433,0.5,0.5625,5,1,1.25,0.004,1.1607165659834906
8434,0.625,0.5625,5,1,1.25,0.004,1.425468783261931
8435,0.75,0.5625,5,1,1.25,0.004,1.7355623301524445
8436,0.875,0.5625,5,1,1.25,0.004,2.0962987742493366
8437,1,0.5625,5,1,1.25,0.004,2.5135629532685164
8438,1.125,0.5625,5,1,1.25,0.004,2.993959091844424
8439,1.25,0.5625,5,1,1.25,0.004,3.544958137407999
8440,1.375,0.5625,5,1,1.25,0.004,4.175054355067088
8446,0.25,0.625,5,1,1.25,0.004,0.8994467527215311
8447,0.375,0.625,5,1,1.25,0.004,1.125709821107559
8448,0.5,0.625,5,1,1.25,0.004,1.395277039096517
8449,0.625,0.625,5,1,1.25,0.004,1.7135310389483245
8450,0.75,0.625,5,1,1.25,0.004,2.0862890563905374
8451,0.875,0.625,5,1,1.25,0.004,2.51992401290314
8452,1,0.625,5,1,1.25,0.004,3.021509968755865
8453,1.125,0.625,5,1,1.25,0.004,3.5989857466238666
8461,0.25,0.6875,5,1,1.25,0.004,1.0589387224276268
8462,0.375,0.6875,5,1,1.25,0.004,1.3253232792057597
8463,0.5,0.6875,5,1,1.25,0.004,1.6426907771280925
8464,0.625,0.6875,5,1,1.25,0.004,2.017378309203593
8465,0.75,0.6875,5,1,1.25,0.004,2.4562346367966965
8466,0.875,0.6875,5,1,1.25,0.004,2.9667627425016794
8467,1,0.6875,5,1,1.25,0.004,3.5572910752475373
8468,1.125,0.6875,5,1,1.25,0.004,4.237166188030077
8476,0.25,0.75,5,1,1.25,0.004,1.2262574661069745
8477,0.375,0.75,5,1,1.25,0.004,1.5347323992512816
8478,0.5,0.75,5,1,1.25,0.004,1.9022458876000343
8479,0.625,0.75,5,1,1.25,0.004,2.336136323310476
8480,0.75,0.75,5,1,1.25,0.004,2.8443346136002243
8481,0.875,0.75,5,1,1.25,0.004,3.435529257840815
8491,0.25,0.8125,5,1,1.25,0.004,1.401499498825958
8492,0.375,0.8125,5,1,1.25,0.004,1.7540579754521108
8493,0.5,0.8125,5,1,1.25,0.004,2.174092090610455
8494,0.625,0.8125,5,1,1.25,0.004,2.6699889515886803
8495,0.75,0.8125,5,1,1.25,0.004,3.25081285589195
8496,0.875,0.8125,5,1,1.25,0.004,3.926493959177883
8506,0.25,0.875,5,1,1.25,0.004,1.5851528161394681
8507,0.375,0.875,5,1,1.25,0.004,1.9839107625718013
8508,0.5,0.875,5,1,1.25,0.004,2.458986394832574
8509,0.625,0.875,5,1,1.25,0.004,3.01986587167352
8521,0.25,0.9375,5,1,1.25,0.004,1.7779603734890876
8522,0.375,0.9375,5,1,1.25,0.004,2.2252206124717486
8523,0.5,0.9375,5,1,1.25,0.004,2.758081318373313
8536,0.25,1,5,1,1.25,0.004,1.9808195872627614
8537,0.375,1,5,1,1.25,0.004,2.4791106938536753
8538,0.5,1,5,1,1.25,0.004,3.0727689886452274
8579,1.875,0.1875,7,1,1.25,0.004,1.2405396024934034
8580,2,0.1875,7,1,1.25,0.004,1.4340111199616106
8592,1.625,0.25,7,1,1.25,0.004,1.3829680971132456
8593,1.75,0.25,7,1,1.25,0.004,1.608388328806521
8594,1.875,0.25,7,1,1.25,0.004,1.864508527869845
8595,2,0.25,7,1,1.25,0.004,2.155292710409722
8605,1.375,0.3125,7,1,1.25,0.004,1.4567174165064716
8606,1.5,0.3125,7,1,1.25,0.004,1.707540617406429
8607,1.625,0.3125,7,1,1.25,0.004,1.9931956593344629
8608,1.75,0.3125,7,1,1.25,0.004,2.318081409248047
8609,1.875,0.3125,7,1,1.25,0.004,2.6872133292876272
8618,1.125,0.375,7,1,1.25,0.004,1.4409314647684732
8619,1.25,0.375,7,1,1.25,0.004,1.7061160706545968
8620,1.375,0.375,7,1,1.25,0.004,2.0093685326971795
8621,1.5,0.375,7,1,1.25,0.004,2.3553493258474707
8622,1.625,0.375,7,1,1.25,0.004,2.749376503632598
8631,0.875,0.4375,7,1,1.25,0.004,1.3341947516555603
8632,1,0.4375,7,1,1.25,0.004,1.599763612611752
8633,1.125,0.4375,7,1,1.25,0.004,1.9055129717569406
8634,1.25,0.4375,7,1,1.25,0.004,2.25619773281701
8635,1.375,0.4375,7,1,1.25,0.004,2.657224092687781
8636,1.5,0.4375,7,1,1.25,0.004,3.1147551449592887
8637,1.625,0.4375,7,1,1.25,0.004,3.6358235766316978
8644,0.625,0.5,7,1,1.25,0.004,1.155437252483474
8645,0.75,0.5,7,1,1.25,0.004,1.4067886956291793
8646,0.875,0.5,7,1,1.25,0.004,1.6991895750677124
8647,1,0.5,7,1,1.25,0.004,2.0374099431507258
8648,1.125,0.5,7,1,1.25,0.004,2.426802963171583
8649,1.25,0.5,7,1,1.25,0.004,2.8734243348933455
8650,1.375,0.5,7,1,1.25,0.004,3.3841592251139994
8651,1.5,0.5,7,1,1.25,0.004,3.9668567610807726
8657,0.375,0.5625,7,1,1.25,0.004,0.9364663799641786
8658,0.5,0.5625,7,1,1.25,0.004,1.1607165659834906
8659,0.625,0.5625,7,1,1.25,0.004,1.425468783261931
8660,0.75,0.5625,7,1,1.25,0.004,1.7355623301524445
8661,0.875,0.5625,7,1,1.25,0.004,2.0962987742493366
8662,1,0.5625,7,1,1.25,0.004,2.5135629532685164
8663,1.125,0.5625,7,1,1.25,0.004,2.993959091844424
8664,1.25,0.5625,7,1,1.25,0.004,3.544958137407999
8665,1.375,0.5625,7,1,1.25,0.004,4.175054355067088
8671,0.25,0.625,7,1,1.25,0.004,0.8994467527215311
8672,0.375,0.625,7,1,1.25,0.004,1.125709821107559
8673,0.5,0.625,7,1,1.25,0.004,1.395277039096517
8674,0.625,0.625,7,1,1.25,0.004,1.7135310389483245
8675,0.75,0.625,7,1,1.25,0.004,2.0862890563905374
8676,0.875,0.625,7,1,1.25,0.004,2.51992401290314
8677,1,0.625,7,1,1.25,0.004,3.021509968755865
8678,1.125,0.625,7,1,1.25,0.004,3.5989857466238666
8686,0.25,0.6875,7,1,1.25,0.004,1.0589387224276268
8687,0.375,0.6875,7,1,1.25,0.004,1.3253232792057597
8688,0.5,0.6875,7,1,1.25,0.004,1.6426907771280925
8689,0.625,0.6875,7,1,1.25,0.004,2.017378309203593
8690,0.75,0.6875,7,1,1.25,0.004,2.4562346367966965
8691,0.875,0.6875,7,1,1.25,0.004,2.9667627425016794
8692,1,0.6875,7,1,1.25,0.004,3.5572910752475373
8693,1.125,0.6875,7,1,1.25,0.004,4.237166188030077
8701,0.25,0.75,7,1,1.25,0.004,1.2262574661069745
8702,0.375,0.75,7,1,1.25,0.004,1.5347323992512816
8703,0.5,0.75,7,1,1.25,0.004,1.9022458876000343
8704,0.625,0.75,7,1,1.25,0.004,2.336136323310476
8705,0.75,0.75,7,1,1.25,0.004,2.8443346136002243
8706,0.875,0.75,7,1,1.25,0.004,3.435529257840815
8716,0.25,0.8125,7,1,1.25,0.004,1.401499498825958
8717,0.375,0.8125,7,1,1.25,0.004,1.7540579754521108
8718,0.5,0.8125,7,1,1.25,0.004,2.174092090610455
8719,0.625,0.8125,7,1,1.25,0.004,2.6699889515886803
8720,0.75,0.8125,7,1,1.25,0.004,3.25081285589195
8721,0.875,0.8125,7,1,1.25,0.004,3.926493959177883
8731,0.25,0.875,7,1,1.25,0.004,1.5851528161394681
8732,0.375,0.875,7,1,1.25,0.004,1.9839107625718013
8733,0.5,0.875,7,1,1.25,0.004,2.458986394832574
8734,0.625,0.875,7,1,1.25,0.004,3.01986587167352
8746,0.25,0.9375,7,1,1.25,0.004,1.7779603734890876
8747,0.375,0.9375,7,1,1.25,0.004,2.2252206124717486
8748,0.5,0.9375,7,1,1.25,0.004,2.758081318373313
8761,0.25,1,7,1,1.25,0.004,1.9808195872627614
8762,0.375,1,7,1,1.25,0.004,2.4791106938536753
8763,0.5,1,7,1,1.25,0.004,3.0727689886452274
8804,1.875,0.1875,3,1.1,1.25,0.004,1.364593562742744
8805,2,0.1875,3,1.1,1.25,0.004,1.5774122319577717
8817,1.625,0.25,3,1.1,1.25,0.004,1.5212649068245703
8818,1.75,0.25,3,1.1,1.25,0.004,1.7692271616871733
8819,1.875,0.25,3,1.1,1.25,0.004,2.05095938065683
8820,2,0.25,3,1.1,1.25,0.004,2.3708219814506943
8830,1.375,0.3125,3,1.1,1.25,0.004,1.6023891581571188
8831,1.5,0.3125,3,1.1,1.25,0.004,1.878294679147072
8832,1.625,0.3125,3,1.1,1.25,0.004,2.1925152252679094
8833,1.75,0.3125,3,1.1,1.25,0.004,2.549889550172852
8834,1.875,0.3125,3,1.1,1.25,0.004,2.9559346622163902
8843,1.125,0.375,3,1.1,1.25,0.004,1.5850246112453208
8844,1.25,0.375,3,1.1,1.25,0.004,1.8767276777200566
8845,1.375,0.375,3,1.1,1.25,0.004,2.210305385966898
8846,1.5,0.375,3,1.1,1.25,0.004,2.590884258432218
8847,1.625,0.375,3,1.1,1.25,0.004,3.0243141539958582
8856,0.875,0.4375,3,1.1,1.25,0.004,1.4676142268211165
8857,1,0.4375,3,1.1,1.25,0.004,1.7597399738729274
8858,1.125,0.4375,3,1.1,1.25,0.004,2.096064268932635
8859,1.25,0.4375,3,1.1,1.25,0.004,2.4818175060987113
8860,1.375,0.4375,3,1.1,1.25,0.004,2.922946501956559
8861,1.5,0.4375,3,1.1,1.25,0.004,3.426230659455218
8862,1.625,0.4375,3,1.1,1.25,0.004,3.999405934294868
8869,0.625,0.5,3,1.1,1.25,0.004,1.2709809777318215
8870,0.75,0.5,3,1.1,1.25,0.004,1.5474675651920973
8871,0.875,0.5,3,1.1,1.25,0.004,1.8691085325744838
8872,1,0.5,3,1.1,1.25,0.004,2.241150937465798
8873,1.125,0.5,3,1.1,1.25,0.004,2.669483259488741
8874,1.25,0.5,3,1.1,1.25,0.004,3.1607667683826803
8875,1.375,0.5,3,1.1,1.25,0.004,3.7225751476253994
8876,1.5,0.5,3,1.1,1.25,0.004,4.36354243718885
8882,0.375,0.5625,3,1.1,1.25,0.004,1.0301130179605966
8883,0.5,0.5625,3,1.1,1.25,0.004,1.2767882225818397
8884,0.625,0.5625,3,1.1,1.25,0.004,1.5680156615881242
8885,0.75,0.5625,3,1.1,1.25,0.004,1.909118563167689
8886,0.875,0.5625,3,1.1,1.25,0.004,2.3059286516742707
8887,1,0.5625,3,1.1,1.25,0.004,2.764919248595368
8888,1.125,0.5625,3,1.1,1.25,0.004,3.2933550010288664
8889,1.25,0.5625,3,1.1,1.25,0.004,3.899453951148799
8890,1.375,0.5625,3,1.1,1.25,0.004,4.592559790573797
8896,0.25,0.625,3,1.1,1.25,0.004,0.9893914279936842
8897,0.375,0.625,3,1.1,1.25,0.004,1.238280803218315
8898,0.5,0.625,3,1.1,1.25,0.004,1.5348047430061689
8899,0.625,0.625,3,1.1,1.25,0.004,1.884884142843157
8900,0.75,0.625,3,1.1,1.25,0.004,2.2949179620295914
8901,0.875,0.625,3,1.1,1.25,0.004,2.7719164141934542
8902,1,0.625,3,1.1,1.25,0.004,3.323660965631452
8903,1.125,0.625,3,1.1,1.25,0.004,3.958884321286254
8911,0.25,0.6875,3,1.1,1.25,0.004,1.1648325946703895
8912,0.375,0.6875,3,1.1,1.25,0.004,1.4578556071263358
8913,0.5,0.6875,3,1.1,1.25,0.004,1.8069598548409018
8914,0.625,0.6875,3,1.1,1.25,0.004,2.219116140123952
8915,0.75,0.6875,3,1.1,1.25,0.004,2.7018581004763664
8916,0.875,0.6875,3,1.1,1.25,0.004,3.2634390167518474
8917,1,0.6875,3,1.1,1.25,0.004,3.9130201827722915
8918,1.125,0.6875,3,1.1,1.25,0.004,4.660882806833085
8926,0.25,0.75,3,1.1,1.25,0.004,1.348883212717672
8927,0.375,0.75,3,1.1,1.25,0.004,1.6882056391764098
8928,0.5,0.75,3,1.1,1.25,0.004,2.092470476360038
8929,0.625,0.75,3,1.1,1.25,0.004,2.5697499556415235
8930,0.75,0.75,3,1.1,1.25,0.004,3.128768074960247
8931,0.875,0.75,3,1.1,1.25,0.004,3.779082183624897
8941,0.25,0.8125,3,1.1,1.25,0.004,1.541649448708554
8942,0.375,0.8125,3,1.1,1.25,0.004,1.929463772997322
8943,0.5,0.8125,3,1.1,1.25,0.004,2.391501299671501
8944,0.625,0.8125,3,1.1,1.25,0.004,2.9369878467475483
8945,0.75,0.8125,3,1.1,1.25,0.004,3.5758941414811454
8946,0.875,0.8125,3,1.1,1.25,0.004,4.3191433550956715
8956,0.25,0.875,3,1.1,1.25,0.004,1.7436680977534151
8957,0.375,0.875,3,1.1,1.25,0.004,2.1823018388289817
8958,0.5,0.875,3,1.1,1.25,0.004,2.704885034315832
8959,0.625,0.875,3,1.1,1.25,0.004,3.3218524588408718
8971,0.25,0.9375,3,1.1,1.25,0.004,1.9557564108379968
8972,0.375,0.9375,3,1.1,1.25,0.004,2.4477426737189236
8973,0.5,0.9375,3,1.1,1.25,0.004,3.0338894502106446
8986,0.25,1,3,1.1,1.25,0.004,2.1789015459890377
8987,0.375,1,3,1.1,1.25,0.004,2.7270217632390428
8988,0.5,1,3,1.1,1.25,0.004,3.3800458875097505
9029,1.875,0.1875,5,1.1,1.25,0.004,1.364593562742744
9030,2,0.1875,5,1.1,1.25,0.004,1.5774122319577717
9042,1.625,0.25,5,1.1,1.25,0.004,1.5212649068245703
9043,1.75,0.25,5,1.1,1.25,0.004,1.7692271616871733
9044,1.875,0.25,5,1.1,1.25,0.004,2.05095938065683
9045,2,0.25,5,1.1,1.25,0.004,2.3708219814506943
9055,1.375,0.3125,5,1.1,1.25,0.004,1.6023891581571188
9056,1.5,0.3125,5,1.1,1.25,0.004,1.878294679147072
9057,1.625,0.3125,5,1.1,1.25,0.004,2.1925152252679094
9058,1.75,0.3125,5,1.1,1.25,0.004,2.549889550172852
9059,1.875,0.3125,5,1.1,1.25,0.004,2.9559346622163902
9068,1.125,0.375,5,1.1,1.25,0.004,1.5850246112453208
9069,1.25,0.375,5,1.1,1.25,0.004,1.8767276777200566
9070,1.375,0.375,5,1.1,1.25,0.004,2.210305385966898
9071,1.5,0.375,5,1.1,1.25,0.004,2.590884258432218
9072,1.625,0.375,5,1.1,1.25,0.004,3.0243141539958582
9081,0.875,0.4375,5,1.1,1.25,0.004,1.4676142268211165
9082,1,0.4375,5,1.1,1.25,0.004,1.7597399738729274
9083,1.125,0.4375,5,1.1,1.25,0.004,2.096064268932635
9084,1.25,0.4375,5,1.1,1.25,0.004,2.4818175060987113
9085,1.375,0.4375,5,1.1,1.25,0.004,2.922946501956559
9086,1.5,0.4375,5,1.1,1.25,0.004,3.426230659455218
9087,1.625,0.4375,5,1.1,1.25,0.004,3.999405934294868
9094,0.625,0.5,5,1.1,1.25,0.004,1.2709809777318215
9095,0.75,0.5,5,1.1,1.25,0.004,1.5474675651920973
9096,0.875,0.5,5,1.1,1.25,0.004,1.8691085325744838
9097,1,0.5,5,1.1,1.25,0.004,2.241150937465798
9098,1.125,0.5,5,1.1,1.25,0.004,2.669483259488741
9099,1.25,0.5,5,1.1,1.25,0.004,3.1607667683826803
9100,1.375,0.5,5,1.1,1.25,0.004,3.7225751476253994
9101,1.5,0.5,5,1.1,1.25,0.004,4.36354243718885
9107,0.375,0.5625,5,1.1,1.25,0.004,1.0301130179605966
9108,0.5,0.5625,5,1.1,1.25,0.004,1.2767882225818397
9109,0.625,0.5625,5,1.1,1.25,0.004,1.5680156615881242
9110,0.75,0.5625,5,1.1,1.25,0.004,1.909118563167689
9111,0.875,0.5625,5,1.1,1.25,0.004,2.3059286516742707
9112,1,0.5625,5,1.1,1.25,0.004,2.764919248595368
9113,1.125,0.5625,5,1.1,1.25,0.004,3.2933550010288664
9114,1.25,0.5625,5,1.1,1.25,0.004,3.899453951148799
9115,1.375,0.5625,5,1.1,1.25,0.004,4.592559790573797
9121,0.25,0.625,5,1.1,1.25,0.004,0.9893914279936842
9122,0.375,0.625,5,1.1,1.25,0.004,1.238280803218315
9123,0.5,0.625,5,1.1,1.25,0.004,1.5348047430061689
9124,0.625,0.625,5,1.1,1.25,0.004,1.884884142843157
9125,0.75,0.625,5,1.1,1.25,0.004,2.2949179620295914
9126,0.875,0.625,5,1.1,1.25,0.004,2.7719164141934542
9127,1,0.625,5,1.1,1.25,0.004,3.323660965631452
9128,1.125,0.625,5,1.1,1.25,0.004,3.958884321286254
9136,0.25,0.6875,5,1.1,1.25,0.004,1.1648325946703895
9137,0.375,0.6875,5,1.1,1.25,0.004,1.4578556071263358
9138,0.5,0.6875,5,1.1,1.25,0.004,1.8069598548409018
9139,0.625,0.6875,5,1.1,1.25,0.004,2.219116140123952
9140,0.75,0.6875,5,1.1,1.25,0.004,2.7018581004763664
9141,0.875,0.6875,5,1.1,1.25,0.004,3.2634390167518474
9142,1,0.6875,5,1.1,1.25,0.004,3.9130201827722915
9143,1.125,0.6875,5,1.1,1.25,0.004,4.660882806833085
9151,0.25,0.75,5,1.1,1.25,0.004,1.348883212717672
9152,0.375,0.75,5,1.1,1.25,0.004,1.6882056391764098
9153,0.5,0.75,5,1.1,1.25,0.004,2.092470476360038
9154,0.625,0.75,5,1.1,1.25,0.004,2.5697499556415235
9155,0.75,0.75,5,1.1,1.25,0.004,3.128768074960247
9156,0.875,0.75,5,1.1,1.25,0.004,3.779082183624897
9166,0.25,0.8125,5,1.1,1.25,0.004,1.541649448708554
9167,0.375,0.8125,5,1.1,1.25,0.004,1.929463772997322
9168,0.5,0.8125,5,1.1,1.25,0.004,2.391501299671501
9169,0.625,0.8125,5,1.1,1.25,0.004,2.9369878467475483
9170,0.75,0.8125,5,1.1,1.25,0.004,3.5758941414811454
9171,0.875,0.8125,5,1.1,1.25,0.004,4.3191433550956715
9181,0.25,0.875,5,1.1,1.25,0.004,1.7436680977534151
9182,0.375,0.875,5,1.1,1.25,0.004,2.1823018388289817
9183,0.5,0.875,5,1.1,1.25,0.004,2.704885034315832
9184,0.625,0.875,5,1.1,1.25,0.004,3.3218524588408718
9196,0.25,0.9375,5,1.1,1.25,0.004,1.9557564108379968
9197,0.375,0.9375,5,1.1,1.25,0.004,2.4477426737189236
9198,0.5,0.9375,5,1.1,1.25,0.004,3.0338894502106446
9211,0.25,1,5,1.1,1.25,0.004,2.1789015459890377
9212,0.375,1,5,1.1,1.25,0.004,2.7270217632390428
9213,0.5,1,5,1.1,1.25,0.004,3.3800458875097505
9254,1.875,0.1875,7,1.1,1.25,0.004,1.364593562742744
9255,2,0.1875,7,1.1,1.25,0.004,1.5774122319577717
9267,1.625,0.25,7,1.1,1.25,0.004,1.5212649068245703
9268,1.75,0.25,7,1.1,1.25,0.004,1.7692271616871733
9269,1.875,0.25,7,1.1,1.25,0.004,2.05095938065683
9270,2,0.25,7,1.1,1.25,0.004,2.3708219814506943
9280,1.375,0.3125,7,1.1,1.25,0.004,1.6023891581571188
9281,1.5,0.3125,7,1.1,1.25,0.004,1.878294679147072
9282,1.625,0.3125,7,1.1,1.25,0.004,2.1925152252679094
9283,1.75,0.3125,7,1.1,1.25,0.004,2.549889550172852
9284,1.875,0.3125,7,1.1,1.25,0.004,2.9559346622163902
9293,1.125,0.375,7,1.1,1.25,0.004,1.5850246112453208
9294,1.25,0.375,7,1.1,1.25,0.004,1.8767276777200566
9295,1.375,0.375,7,1.1,1.25,0.004,2.210305385966898
9296,1.5,0.375,7,1.1,1.25,0.004,2.590884258432218
9297,1.625,0.375,7,1.1,1.25,0.004,3.0243141539958582
9306,0.875,0.4375,7,1.1,1.25,0.004,1.4676142268211165
9307,1,0.4375,7,1.1,1.25,0.004,1.7597399738729274
9308,1.125,0.4375,7,1.1,1.25,0.004,2.096064268932635
9309,1.25,0.4375,7,1.1,1.25,0.004,2.4818175060987113
9310,1.375,0.4375,7,1.1,1.25,0.004,2.922946501956559
9311,1.5,0.4375,7,1.1,1.25,0.004,3.426230659455218
9312,1.625,0.4375,7,1.1,1.25,0.004,3.999405934294868
9319,0.625,0.5,7,1.1,1.25,0.004,1.2709809777318215
9320,0.75,0.5,7,1.1,1.25,0.004,1.5474675651920973
9321,0.875,0.5,7,1.1,1.25,0.004,1.8691085325744838
9322,1,0.5,7,1.1,1.25,0.004,2.241150937465798
9323,1.125,0.5,7,1.1,1.25,0.004,2.669483259488741
9324,1.25,0.5,7,1.1,1.25,0.004,3.1607667683826803
9325,1.375,0.5,7,1.1,1.25,0.004,3.7225751476253994
9326,1.5,0.5,7,1.1,1.25,0.004,4.36354243718885
9332,0.375,0.5625,7,1.1,1.25,0.004,1.0301130179605966
9333,0.5,0.5625,7,1.1,1.25,0.004,1.2767882225818397
9334,0.625,0.5625,7,1.1,1.25,0.004,1.5680156615881242
9335,0.75,0.5625,7,1.1,1.25,0.004,1.909118563167689
9336,0.875,0.5625,7,1.1,1.25,0.004,2.3059286516742707
9337,1,0.5625,7,1.1,1.25,0.004,2.764919248595368
9338,1.125,0.5625,7,1.1,1.25,0.004,3.2933550010288664
9339,1.25,0.5625,7,1.1,1.25,0.004,3.899453951148799
9340,1.375,0.5625,7,1.1,1.25,0.004,4.592559790573797
9346,0.25,0.625,7,1.1,1.25,0.004,0.9893914279936842
9347,0.375,0.625,7,1.1,1.25,0.004,1.238280803218315
9348,0.5,0.625,7,1.1,1.25,0.004,1.5348047430061689
9349,0.625,0.625,7,1.1,1.25,0.004,1.884884142843157
9350,0.75,0.625,7,1.1,1.25,0.004,2.2949179620295914
9351,0.875,0.625,7,1.1,1.25,0.004,2.7719164141934542
9352,1,0.625,7,1.1,1.25,0.004,3.323660965631452
9353,1.125,0.625,7,1.1,1.25,0.004,3.958884321286254
9361,0.25,0.6875,7,1.1,1.25,0.004,1.1648325946703895
9362,0.375,0.6875,7,1.1,1.25,0.004,1.4578556071263358
9363,0.5,0.6875,7,1.1,1.25,0.004,1.8069598548409018
9364,0.625,0.6875,7,1.1,1.25,0.004,2.219116140123952
9365,0.75,0.6875,7,1.1,1.25,0.004,2.7018581004763664
9366,0.875,0.6875,7,1.1,1.25,0.004,3.2634390167518474
9367,1,0.6875,7,1.1,1.25,0.004,3.9130201827722915
9368,1.125,0.6875,7,1.1,1.25,0.004,4.660882806833085
9376,0.25,0.75,7,1.1,1.25,0.004,1.348883212717672
9377,0.375,0.75,7,1.1,1.25,0.004,1.6882056391764098
9378,0.5,0.75,7,1.1,1.25,0.004,2.092470476360038
9379,0.625,0.75,7,1.1,1.25,0.004,2.5697499556415235
9380,0.75,0.75,7,1.1,1.25,0.004,3.128768074960247
9381,0.875,0.75,7,1.1,1.25,0.004,3.779082183624897
9391,0.25,0.8125,7,1.1,1.25,0.004,1.541649448708554
9392,0.375,0.8125,7,1.1,1.25,0.004,1.929463772997322
9393,0.5,0.8125,7,1.1,1.25,0.004,2.391501299671501
9394,0.625,0.8125,7,1.1,1.25,0.004,2.9369878467475483
9395,0.75,0.8125,7,1.1,1.25,0.004,3.5758941414811454
9396,0.875,0.8125,7,1.1,1.25,0.004,4.3191433550956715
9406,0.25,0.875,7,1.1,1.25,0.004,1.7436680977534151
9407,0.375,0.875,7,1.1,1.25,0.004,2.1823018388289817
9408,0.5,0.875,7,1.1,1.25,0.004,2.704885034315832
9409,0.625,0.875,7,1.1,1.25,0.004,3.3218524588408718
9421,0.25,0.9375,7,1.1,1.25,0.004,1.9557564108379968
9422,0.375,0.9375,7,1.1,1.25,0.004,2.4477426737189236
9423,0.5,0.9375,7,1.1,1.25,0.004,3.0338894502106446
9436,0.25,1,7,1.1,1.25,0.004,2.1789015459890377
9437,0.375,1,7,1.1,1.25,0.004,2.7270217632390428
9438,0.5,1,7,1.1,1.25,0.004,3.3800458875097505
9479,1.875,0.1875,3,1.2,1.25,0.004,1.4886475229920841
9480,2,0.1875,3,1.2,1.25,0.004,1.7208133439539326
9492,1.625,0.25,3,1.2,1.25,0.004,1.6595617165358947
9493,1.75,0.25,3,1.2,1.25,0.004,1.9300659945678251
9494,1.875,0.25,3,1.2,1.25,0.004,2.2374102334438137
9495,2,0.25,3,1.2,1.25,0.004,2.5863512524916663
9505,1.375,0.3125,3,1.2,1.25,0.004,1.7480608998077658
9506,1.5,0.3125,3,1.2,1.25,0.004,2.0490487408877147
9507,1.625,0.3125,3,1.2,1.25,0.004,2.3918347912013553
9508,1.75,0.3125,3,1.2,1.25,0.004,2.7816976910976563
9509,1.875,0.3125,3,1.2,1.25,0.004,3.2246559951451523
9518,1.125,0.375,3,1.2,1.25,0.004,1.729117757722168
9519,1.25,0.375,3,1.2,1.25,0.004,2.047339284785516
9520,1.375,0.375,3,1.2,1.25,0.004,2.4112422392366155
9521,1.5,0.375,3,1.2,1.25,0.004,2.826419191016965
9522,1.625,0.375,3,1.2,1.25,0.004,3.299251804359118
9531,0.875,0.4375,3,1.2,1.25,0.004,1.6010337019866723
9532,1,0.4375,3,1.2,1.25,0.004,1.9197163351341024
9533,1.125,0.4375,3,1.2,1.25,0.004,2.2866155661083285
9534,1.25,0.4375,3,1.2,1.25,0.004,2.707437279380412
9535,1.375,0.4375,3,1.2,1.25,0.004,3.188668911225337
9536,1.5,0.4375,3,1.2,1.25,0.004,3.737706173951146
9537,1.625,0.4375,3,1.2,1.25,0.004,4.362988291958038
9544,0.625,0.5,3,1.2,1.25,0.004,1.3865247029801686
9545,0.75,0.5,3,1.2,1.25,0.004,1.688146434755015
9546,0.875,0.5,3,1.2,1.25,0.004,2.0390274900812546
