agegroup,epi_year,epi_year_wk_start,parname,par_bin,varname,parvalue,mean_parvalue,median,mean,ci50_l,ci50_u,ci95_l,ci95_u
1,2020,23,age_dep,10,peak_yday,0.29920687923560907,0.29920687923560907,-165,-166.26,-179,-158,-193,-137
1,2020,23,age_exp_ratio,1,cumul_hosp,0.10769113549428413,0.10769113549428413,1.987165560732972e-4,2.0458901492014281e-4,1.6269639091232228e-4,2.3773587459270098e-4,1.1679889847179416e-4,3.488259296109955e-4
1,2020,23,age_exp_ratio,1,peak_hosp,0.10769113549428413,0.10769113549428413,3.609345392250716e-4,4.351695247450646e-4,2.9469672428219823e-4,4.820608278081587e-4,1.94000789773173e-4,0.001029521483115809
1,2020,23,age_exp_ratio,1,peak_yday,0.10769113549428413,0.10769113549428413,-186,-183.72,-193,-179,-207,-164.82499999999996
1,2020,23,age_exp_ratio,2,cumul_hosp,0.15680439087836812,0.15680439087836812,2.0050534924275553e-4,2.191527435165358e-4,1.6206682712749957e-4,2.526736403932624e-4,1.1304819397334337e-4,4.5242490977161583e-4
1,2020,23,age_exp_ratio,2,peak_hosp,0.15680439087836812,0.15680439087836812,3.9942190561863267e-4,5.099889589171503e-4,3.0100473563489686e-4,6.219797295830255e-4,1.9269006464209644e-4,0.0013665016827800803
1,2020,23,age_exp_ratio,2,peak_yday,0.15680439087836812,0.15680439087836812,-186,-180.07,-193,-172,-207,-150.82499999999996
1,2020,23,age_exp_ratio,3,cumul_hosp,0.1937574105628156,0.1937574105628156,2.178141484616389e-4,2.32649505822467e-4,1.6447072800903346e-4,2.7653684386753897e-4,1.0377834667272963e-4,4.584117938973324e-4
1,2020,23,age_exp_ratio,3,peak_hosp,0.1937574105628156,0.1937574105628156,0.00044423781573783286,5.750059376120756e-4,3.2650048229453647e-4,6.752233725824279e-4,1.8305119367865308e-4,0.0016445745014349335
1,2020,23,age_exp_ratio,3,peak_yday,0.1937574105628156,0.1937574105628156,-179,-181.45,-193,-172,-207,-144
1,2020,23,age_exp_ratio,4,cumul_hosp,0.2422882223981714,0.2422882223981714,2.3319112834578604e-4,2.47130893494375e-4,1.7642447765435317e-4,2.9450654333830755e-4,1.20682564153268e-4,4.58954469550895e-4
1,2020,23,age_exp_ratio,4,peak_hosp,0.2422882223981714,0.2422882223981714,5.082076595370156e-4,6.591087298750455e-4,3.344555784526295e-4,7.50411183920935e-4,2.087167335804201e-4,0.002286166740138251
1,2020,23,age_exp_ratio,4,peak_yday,0.2422882223981714,0.2422882223981714,-179,-179.735,-193,-165,-207.17499999999998,-151
1,2020,23,age_exp_ratio,5,cumul_hosp,0.283405623040203,0.283405623040203,2.2396707174160354e-4,2.44979915233146e-4,1.759287395596872e-4,2.8869836867852954e-4,1.1482757685679103e-4,5.222264967696368e-4
1,2020,23,age_exp_ratio,5,peak_hosp,0.283405623040203,0.283405623040203,4.643781758730702e-4,5.715494482774181e-4,3.193485751041805e-4,6.727134795451139e-4,1.9567186440257566e-4,0.0016062356840787087
