agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
8,1,20981,9,8,0.9314
8,2,20981,32903,24911,0.7571
8,3,20981,4133565,2413113,0.5838
9,1,20981,0,0,NA
9,2,20981,3231,1985,0.6145
9,3,20981,5198577,2963399,0.57
10,1,20981,0,0,NA
10,2,20981,256,159,0.6214
10,3,20981,2916815,1674773,0.5742
11,1,20981,0,0,NA
11,2,20981,126,77,0.6106
11,3,20981,1883440,1085563,0.5764
1,1,20996,424124,336063,0.7924
1,2,20996,110856,76140,0.6868
1,3,20996,18375,13033,0.7093
2,1,20996,125273,162823,1.2997
2,2,20996,143519,136932,0.9541
2,3,20996,51453,42589,0.8277
3,1,20996,47950,62010,1.2932
3,2,20996,135586,143976,1.0619
3,3,20996,78426,71941,0.9173
4,1,20996,16234,22178,1.3661
4,2,20996,119573,138427,1.1577
4,3,20996,135478,134369,0.9918
5,1,20996,4933,6840,1.3867
5,2,20996,130454,156108,1.1966
5,3,20996,304928,314228,1.0305
6,1,20996,681,962,1.4126
6,2,20996,68606,83148,1.212
6,3,20996,322481,349426,1.0836
7,1,20996,82,117,1.4398
7,2,20996,35212,42694,1.2125
7,3,20996,300534,342480,1.1396
8,1,20996,10,15,1.5228
8,2,20996,36064,45891,1.2725
8,3,20996,2997791,3519301,1.174
9,1,20996,0,0,NA
9,2,20996,3843,4924,1.2814
9,3,20996,3079590,3824595,1.2419
10,1,20996,0,0,NA
10,2,20996,506,602,1.1882
10,3,20996,1603611,2014625,1.2563
11,1,20996,0,0,NA
11,2,20996,917,1008,1.0993
11,3,20996,963202,1217563,1.2641
1,1,20997,459731,11324,0.0246
1,2,20997,94710,1787,0.0189
1,3,20997,9276,332,0.0358
2,1,20997,147454,6011,0.0408
2,2,20997,136155,3708,0.0272
2,3,20997,28682,1019,0.0355
3,1,20997,56821,2235,0.0393
3,2,20997,131529,4001,0.0304
3,3,20997,39384,1580,0.0401
4,1,20997,19293,830,0.043
4,2,20997,125236,4489,0.0358
4,3,20997,85822,3193,0.0372
5,1,20997,5857,255,0.0435
5,2,20997,135263,5204,0.0385
5,3,20997,154415,7194,0.0466
6,1,20997,808,37,0.0454
6,2,20997,71467,3256,0.0456
6,3,20997,148437,7431,0.0501
7,1,20997,97,5,0.0465
7,2,20997,36936,2066,0.0559
7,3,20997,125465,6573,0.0524
8,1,20997,12,1,0.0577
8,2,20997,46865,2939,0.0627
8,3,20997,1282561,70514,0.055
9,1,20997,0,0,NA
9,2,20997,10049,530,0.0527
9,3,20997,1002813,56501,0.0563
10,1,20997,0,0,NA
10,2,20997,10260,1393,0.1358
10,3,20997,500436,28956,0.0579
11,1,20997,0,0,NA
11,2,20997,16179,1810,0.1119
11,3,20997,291243,17302,0.0594
1,1,21009,414692,3143,0.0076
1,2,21009,122704,720,0.0059
1,3,21009,25899,154,0.0059
2,1,21009,126832,1502,0.0118
2,2,21009,150497,1231,0.0082
2,3,21009,68183,511,0.0075
3,1,21009,49794,561,0.0113
3,2,21009,141676,1303,0.0092
3,3,21009,110141,918,0.0083
4,1,21009,16806,204,0.0122
4,2,21009,120445,1222,0.0101
4,3,21009,165888,1547,0.0093
5,1,21009,5096,62,0.0121
5,2,21009,133628,1422,0.0106
5,3,21009,417466,3906,0.0094
6,1,21009,687,8,0.0123
6,2,21009,70216,758,0.0108
6,3,21009,456038,4097,0.009
7,1,21009,80,1,0.0126
7,2,21009,35646,383,0.0107
7,3,21009,437205,3699,0.0085
8,1,21009,9,0,0.0122
8,2,21009,33045,357,0.0108
8,3,21009,4262615,35901,0.0084
9,1,21009,0,0,NA
9,2,21009,3261,29,0.0088
9,3,21009,4928106,39483,0.008
10,1,21009,0,0,NA
10,2,21009,307,20,0.0643
10,3,21009,2484880,20092,0.0081
11,1,21009,0,0,NA
11,2,21009,428,154,0.3606
11,3,21009,1430043,11583,0.0081
1,1,21010,445830,105876,0.2375
1,2,21010,116256,22742,0.1956
1,3,21010,22581,4619,0.2046
2,1,21010,128244,51981,0.4053
2,2,21010,145869,41304,0.2832
2,3,21010,61151,15937,0.2606
3,1,21010,48336,19006,0.3932
3,2,21010,137440,44725,0.3254
3,3,21010,92205,25903,0.2809
4,1,21010,15893,6873,0.4324
4,2,21010,118445,42960,0.3627
4,3,21010,152980,49416,0.323
5,1,21010,4688,2064,0.4403
5,2,21010,131049,50691,0.3868
5,3,21010,333002,106383,0.3195
6,1,21010,624,284,0.4558
6,2,21010,68896,26912,0.3906
6,3,21010,332564,113576,0.3415
7,1,21010,72,34,0.4769
7,2,21010,34636,13196,0.381
7,3,21010,289626,107144,0.3699
8,1,21010,8,4,0.5325
8,2,21010,34559,14256,0.4125
8,3,21010,2825342,1092535,0.3867
9,1,21010,0,0,NA
9,2,21010,3852,1577,0.4094
9,3,21010,2534765,1055919,0.4166
10,1,21010,0,0,NA
10,2,21010,2054,481,0.234
10,3,21010,1232766,522114,0.4235
11,1,21010,0,0,NA
11,2,21010,6223,1497,0.2405
11,3,21010,690756,295438,0.4277
1,1,21023,430455,2372,0.0055
1,2,21023,123944,513,0.0041
1,3,21023,27937,117,0.0042
2,1,21023,125827,1112,0.0088
2,2,21023,149158,884,0.0059
2,3,21023,71289,383,0.0054
3,1,21023,48920,407,0.0083
3,2,21023,139232,941,0.0068
3,3,21023,112711,698,0.0062
4,1,21023,16450,149,0.0091
4,2,21023,118220,896,0.0076
4,3,21023,167452,1183,0.0071
5,1,21023,4994,46,0.0091
5,2,21023,131726,1067,0.0081
5,3,21023,414017,2969,0.0072
6,1,21023,677,6,0.0094
6,2,21023,69556,576,0.0083
6,3,21023,442036,3058,0.0069
7,1,21023,79,1,0.01
7,2,21023,35331,289,0.0082
7,3,21023,407556,2713,0.0067
8,1,21023,9,0,0.0121
8,2,21023,33377,277,0.0083
8,3,21023,3919561,26761,0.0068
9,1,21023,0,0,NA
9,2,21023,3404,55,0.0162
9,3,21023,4001385,27336,0.0068
10,1,21023,0,0,NA
10,2,21023,1209,402,0.3324
10,3,21023,1884908,12961,0.0069
11,1,21023,0,0,NA
11,2,21023,5698,1865,0.3272
11,3,21023,1010922,6603,0.0065
1,1,21024,456156,2875,0.0063
1,2,21024,117376,571,0.0049
1,3,21024,24436,138,0.0057
2,1,21024,127722,1442,0.0113
2,2,21024,144814,1060,0.0073
2,3,21024,64003,457,0.0071
3,1,21024,48046,516,0.0107
3,2,21024,135609,1189,0.0088
3,3,21024,94849,759,0.008
4,1,21024,15856,188,0.0119
4,2,21024,116941,1175,0.01
4,3,21024,153663,1436,0.0093
5,1,21024,4732,57,0.0121
5,2,21024,130162,1442,0.0111
5,3,21024,323345,3138,0.0097
6,1,21024,639,8,0.0127
6,2,21024,68289,770,0.0113
6,3,21024,309364,3450,0.0112
7,1,21024,75,1,0.013
7,2,21024,33896,400,0.0118
7,3,21024,255474,3221,0.0126
8,1,21024,9,0,0.0147
8,2,21024,36253,542,0.015
8,3,21024,2457345,33354,0.0136
9,1,21024,0,0,NA
9,2,21024,7157,969,0.1353
9,3,21024,1969246,28901,0.0147
10,1,21024,0,0,NA
10,2,21024,13548,3075,0.227
10,3,21024,890452,14170,0.0159
11,1,21024,0,0,0.4478
11,2,21024,31210,5431,0.174
11,3,21024,459905,8674,0.0189
1,1,21036,415134,714,0.0017
1,2,21036,127534,126,0.001
1,3,21036,30676,33,0.0011
2,1,21036,123525,320,0.0026
2,2,21036,150077,205,0.0014
2,3,21036,75549,100,0.0013
3,1,21036,49262,104,0.0021
3,2,21036,139396,201,0.0014
3,3,21036,118856,175,0.0015
4,1,21036,16980,38,0.0022
4,2,21036,117977,197,0.0017
4,3,21036,171496,273,0.0016
5,1,21036,5319,11,0.0021
5,2,21036,132229,230,0.0017
5,3,21036,433524,722,0.0017
6,1,21036,740,2,0.0021
6,2,21036,69946,126,0.0018
6,3,21036,479350,788,0.0016
7,1,21036,89,0,0.0024
7,2,21036,35648,65,0.0018
7,3,21036,464151,700,0.0015
8,1,21036,10,0,0.001
8,2,21036,33436,60,0.0018
8,3,21036,4474219,6675,0.0015
9,1,21036,0,0,NA
9,2,21036,3400,36,0.0107
9,3,21036,4961546,7286,0.0015
10,1,21036,0,0,NA
10,2,21036,1945,692,0.3559
10,3,21036,2252512,3527,0.0016
11,1,21036,2,2,0.6471
11,2,21036,11988,3566,0.2975
11,3,21036,1149036,3140,0.0027
1,1,21037,447646,2122,0.0047
1,2,21037,123459,428,0.0035
1,3,21037,29419,106,0.0036
2,1,21037,124995,1000,0.008
2,2,21037,146584,760,0.0052
2,3,21037,73195,343,0.0047
3,1,21037,48000,360,0.0075
3,2,21037,135898,834,0.0061
3,3,21037,112794,632,0.0056
4,1,21037,16107,134,0.0083
4,2,21037,115683,818,0.0071
4,3,21037,166783,1103,0.0066
5,1,21037,4911,42,0.0085
5,2,21037,129725,1013,0.0078
5,3,21037,396520,2672,0.0067
6,1,21037,673,6,0.0091
6,2,21037,68726,551,0.008
6,3,21037,402467,2702,0.0067
7,1,21037,80,1,0.0097
7,2,21037,34419,266,0.0077
7,3,21037,345742,2440,0.0071
8,1,21037,10,0,0.0084
8,2,21037,34650,291,0.0084
8,3,21037,3273934,24417,0.0075
9,1,21037,0,0,NA
9,2,21037,6182,1002,0.162
9,3,21037,2812485,21967,0.0078
10,1,21037,0,0,1
10,2,21037,15925,4273,0.2683
10,3,21037,1219983,8478,0.0069
11,1,21037,44,20,0.448
11,2,21037,43983,8850,0.2012
11,3,21037,594312,2641,0.0044
1,1,21049,410112,1003,0.0024
1,2,21049,128690,216,0.0017
1,3,21049,32618,57,0.0017
2,1,21049,123397,467,0.0038
2,2,21049,149324,358,0.0024
2,3,21049,78359,174,0.0022
3,1,21049,50000,171,0.0034
3,2,21049,138416,368,0.0027
3,3,21049,122115,312,0.0026
4,1,21049,17541,65,0.0037
4,2,21049,117255,363,0.0031
4,3,21049,173511,511,0.0029
5,1,21049,5619,21,0.0038
5,2,21049,132313,447,0.0034
5,3,21049,439275,1390,0.0032
6,1,21049,797,3,0.0039
6,2,21049,70237,247,0.0035
6,3,21049,488960,1565,0.0032
7,1,21049,98,0,0.0044
7,2,21049,35835,125,0.0035
7,3,21049,482033,1430,0.003
8,1,21049,12,0,0.0042
8,2,21049,33771,114,0.0034
8,3,21049,4653892,13384,0.0029
9,1,21049,0,0,NA
9,2,21049,3866,237,0.0612
9,3,21049,5190152,13664,0.0026
10,1,21049,10,6,0.5956
10,2,21049,9427,3096,0.3284
10,3,21049,2240079,7014,0.0031
11,1,21049,671,261,0.3889
11,2,21049,44859,10272,0.229
11,3,21049,1061403,8246,0.0078
1,1,21050,443263,1809,0.0041
1,2,21050,125531,351,0.0028
1,3,21050,32026,87,0.0027
2,1,21050,125529,829,0.0066
2,2,21050,146352,612,0.0042
2,3,21050,77317,277,0.0036
3,1,21050,49222,299,0.0061
3,2,21050,135360,668,0.0049
3,3,21050,118828,527,0.0044
4,1,21050,16861,113,0.0067
4,2,21050,115095,667,0.0058
4,3,21050,170696,910,0.0053
5,1,21050,5275,37,0.007
5,2,21050,130032,839,0.0064
5,3,21050,419431,2426,0.0058
6,1,21050,740,5,0.0073
6,2,21050,69163,459,0.0066
6,3,21050,441104,2488,0.0056
7,1,21050,90,1,0.0078
7,2,21050,34637,218,0.0063
7,3,21050,388628,2140,0.0055
8,1,21050,11,0,0.008
8,2,21050,34839,228,0.0065
8,3,21050,3646171,20882,0.0057
9,1,21050,0,0,0.3636
9,2,21050,10070,2246,0.2231
9,3,21050,3178252,18017,0.0057
10,1,21050,100,44,0.4436
10,2,21050,37659,8839,0.2347
10,3,21050,1300899,5194,0.004
11,1,21050,2318,701,0.3025
11,2,21050,88007,14525,0.165
11,3,21050,578028,4021,0.007
1,1,21062,418766,766,0.0018
1,2,21062,127413,161,0.0013
1,3,21062,33783,42,0.0012
2,1,21062,127768,355,0.0028
2,2,21062,147163,257,0.0017
2,3,21062,79945,120,0.0015
3,1,21062,52285,125,0.0024
3,2,21062,136794,249,0.0018
3,3,21062,123564,206,0.0017
4,1,21062,18574,48,0.0026
4,2,21062,116504,248,0.0021
4,3,21062,173941,349,0.002
5,1,21062,6053,16,0.0026
5,2,21062,132657,302,0.0023
5,3,21062,439419,926,0.0021
6,1,21062,875,2,0.0027
6,2,21062,70774,166,0.0024
6,3,21062,487800,1050,0.0022
7,1,21062,110,0,0.0023
7,2,21062,35899,82,0.0023
7,3,21062,475646,958,0.002
8,1,21062,14,0,0.0021
8,2,21062,34622,84,0.0024
8,3,21062,4543304,9431,0.0021
9,1,21062,75,39,0.5191
9,2,21062,13794,3722,0.2698
9,3,21062,4664250,10896,0.0023
10,1,21062,3567,1152,0.323
10,2,21062,72062,15966,0.2216
10,3,21062,1840217,15148,0.0082
11,1,21062,22720,4859,0.2139
11,2,21062,146656,20067,0.1368
11,3,21062,741871,18060,0.0243
1,1,21063,445823,2278,0.0051
1,2,21063,124906,431,0.0035
1,3,21063,33538,112,0.0033
2,1,21063,128366,1054,0.0082
2,2,21063,144465,760,0.0053
2,3,21063,79485,346,0.0044
3,1,21063,51009,388,0.0076
3,2,21063,133784,832,0.0062
3,3,21063,121272,653,0.0054
4,1,21063,17764,152,0.0086
4,2,21063,114203,857,0.0075
4,3,21063,171747,1142,0.0066
5,1,21063,5679,51,0.0091
5,2,21063,130192,1094,0.0084
5,3,21063,423715,3173,0.0075
6,1,21063,815,8,0.0097
6,2,21063,69341,588,0.0085
6,3,21063,447704,3269,0.0073
7,1,21063,101,1,0.0099
7,2,21063,34151,263,0.0077
7,3,21063,390884,2715,0.0069
8,1,21063,15,0,0.0067
8,2,21063,36096,271,0.0075
8,3,21063,3623824,25493,0.007
9,1,21063,348,144,0.4142
9,2,21063,41367,9925,0.2399
9,3,21063,2965531,17615,0.0059
10,1,21063,7497,1986,0.2649
10,2,21063,121686,20444,0.168
10,3,21063,1086824,5995,0.0055
11,1,21063,31207,5697,0.1826
11,2,21063,163147,17477,0.1071
11,3,21063,402427,9528,0.0237
1,1,21076,453220,7726,0.017
1,2,21076,121723,1354,0.0111
1,3,21076,34123,404,0.0118
2,1,21076,133194,3718,0.0279
2,2,21076,140854,2474,0.0176
2,3,21076,80104,1166,0.0146
3,1,21076,53281,1381,0.0259
3,2,21076,130974,2708,0.0207
3,3,21076,121251,2101,0.0173
4,1,21076,18836,560,0.0297
4,2,21076,112765,2888,0.0256
4,3,21076,170373,3817,0.0224
5,1,21076,6143,195,0.0318
5,2,21076,129854,3723,0.0287
5,3,21076,416865,10448,0.0251
6,1,21076,897,28,0.0316
6,2,21076,68266,1884,0.0276
6,3,21076,428703,10393,0.0242
7,1,21076,115,3,0.0278
7,2,21076,32208,848,0.0263
7,3,21076,353623,8648,0.0245
8,1,21076,34,1,0.0412
8,2,21076,39397,1068,0.0271
8,3,21076,3209648,84140,0.0262
9,1,21076,29642,6973,0.2353
9,2,21076,211169,35798,0.1695
9,3,21076,2146176,40612,0.0189
10,1,21076,80949,13167,0.1627
10,2,21076,242807,26175,0.10780000000000001
10,3,21076,602595,8408,0.014
11,1,21076,101196,12175,0.1203
11,2,21076,158137,10268,0.0649
11,3,21076,161851,5775,0.0357
1,1,21193,439174,132517,0.3017
1,2,21193,105693,29270,0.2769
1,3,21193,12618,4255,0.3372
2,1,21193,145511,70229,0.4826
2,2,21193,145281,54331,0.374
2,3,21193,40866,13820,0.3382
3,1,21193,56786,27318,0.4811
3,2,21193,142351,59678,0.4192
3,3,21193,63736,23172,0.3636
4,1,21193,19210,9659,0.5028
4,2,21193,127112,57431,0.4518
4,3,21193,130625,47837,0.3662
5,1,21193,5590,2879,0.5151
5,2,21193,139167,65336,0.4695
5,3,21193,286601,110659,0.3861
6,1,21193,738,390,0.5283
6,2,21193,72926,34642,0.475
6,3,21193,308568,123912,0.4016
7,1,21193,83,45,0.5436
7,2,21193,36720,17333,0.472
7,3,21193,294939,122721,0.4161
8,1,21193,9,5,0.5841
8,2,21193,34234,16677,0.4871
8,3,21193,3003029,1269815,0.4228
9,1,21193,0,0,NA
9,2,21193,3357,1553,0.4624
9,3,21193,3238263,1460324,0.451
10,1,21193,0,0,NA
10,2,21193,286,137,0.4779
10,3,21193,1880869,857129,0.4557
11,1,21193,0,0,NA
11,2,21193,136,68,0.4984
11,3,21193,1266714,580729,0.4585
1,1,21194,462121,858,0.0019
1,2,21194,79840,81,0.001
1,3,21194,4059,5,0.0012
2,1,21194,168478,464,0.0028
2,2,21194,128863,154,0.0012
2,3,21194,15114,18,0.0012
3,1,21194,67907,155,0.0023
3,2,21194,129440,168,0.0013
3,3,21194,23082,31,0.0013
4,1,21194,24084,61,0.0025
4,2,21194,134785,198,0.0015
4,3,21194,60463,80,0.0013
5,1,21194,7351,15,0.002
5,2,21194,147784,217,0.0015
5,3,21194,120559,207,0.0017
6,1,21194,1025,2,0.0019
6,2,21194,79914,127,0.0016
6,3,21194,128766,235,0.0018
7,1,21194,123,0,0.0019
7,2,21194,41873,72,0.0017
7,3,21194,120303,225,0.0019
8,1,21194,14,0,0.0014
8,2,21194,47610,56,0.0012
8,3,21194,1301837,2160,0.0017
9,1,21194,0,0,NA
9,2,21194,6185,364,0.0589
9,3,21194,1143369,1836,0.0016
10,1,21194,0,0,NA
10,2,21194,2404,586,0.2436
10,3,21194,647317,994,0.0015
11,1,21194,0,0,NA
11,2,21194,2921,780,0.2669
11,3,21194,429298,595,0.0014
1,1,21207,434822,11842,0.0272
1,2,21207,116736,2893,0.0248
1,3,21207,19780,568,0.0287
2,1,21207,136422,6008,0.044
2,2,21207,149704,5090,0.034
2,3,21207,57130,1890,0.0331
3,1,21207,52825,2295,0.0435
3,2,21207,142982,5575,0.039
3,3,21207,90046,3097,0.0344
4,1,21207,17629,813,0.0461
4,2,21207,123550,5165,0.0418
4,3,21207,155762,6005,0.0385
5,1,21207,5118,243,0.0475
5,2,21207,135414,6014,0.0444
5,3,21207,361751,13530,0.0374
6,1,21207,671,33,0.0492
6,2,21207,70879,3244,0.0458
6,3,21207,386474,14491,0.0375
7,1,21207,75,4,0.051
7,2,21207,35778,1653,0.0462
7,3,21207,366265,13876,0.0379
8,1,21207,8,0,0.0611
8,2,21207,32960,1572,0.0477
8,3,21207,3641117,141080,0.0387
9,1,21207,0,0,NA
9,2,21207,3230,137,0.0425
9,3,21207,4086644,161874,0.0396
10,1,21207,0,0,NA
10,2,21207,269,13,0.0465
10,3,21207,2266243,90642,0.04
11,1,21207,0,0,NA
11,2,21207,134,11,0.081
11,3,21207,1450091,58298,0.0402
1,1,21208,466592,13990,0.03
1,2,21208,101675,2724,0.0268
1,3,21208,10566,488,0.0462
2,1,21208,151393,7851,0.0519
2,2,21208,141817,5489,0.0387
2,3,21208,33702,1465,0.0435
3,1,21208,58799,3007,0.0511
3,2,21208,138868,6105,0.044
3,3,21208,49033,2428,0.0495
4,1,21208,19919,1101,0.0553
4,2,21208,127561,6357,0.0498
4,3,21208,106913,4610,0.0431
5,1,21208,5863,331,0.0565
5,2,21208,139819,7182,0.0514
5,3,21208,209846,11498,0.0548
6,1,21208,786,46,0.0582
6,2,21208,73540,3848,0.0523
6,3,21208,213536,12694,0.0594
7,1,21208,91,5,0.0602
7,2,21208,37135,2041,0.055
7,3,21208,191613,12000,0.0626
8,1,21208,10,1,0.0638
8,2,21208,38048,2418,0.0636
8,3,21208,1964287,125362,0.0638
9,1,21208,0,0,NA
9,2,21208,4186,421,0.1005
9,3,21208,1744770,117168,0.0672
10,1,21208,0,0,NA
10,2,21208,1194,400,0.335
10,3,21208,940807,64031,0.0681
11,1,21208,0,0,NA
11,2,21208,1964,756,0.3851
11,3,21208,590793,40405,0.0684
1,1,21221,435999,3867,0.0089
1,2,21221,123139,962,0.0078
1,3,21221,24213,233,0.0096
2,1,21221,131228,1906,0.0145
2,2,21221,151802,1678,0.0111
2,3,21221,65390,756,0.0116
3,1,21221,50574,713,0.0141
3,2,21221,142506,1835,0.0129
3,3,21221,103828,1289,0.0124
4,1,21221,16789,256,0.0153
4,2,21221,121462,1701,0.014
4,3,21221,164598,2265,0.0138
5,1,21221,4897,78,0.0158
5,2,21221,133235,2014,0.0151
5,3,21221,395461,5394,0.0136
6,1,21221,644,11,0.0166
6,2,21221,69784,1099,0.0157
6,3,21221,422791,5692,0.0135
7,1,21221,73,1,0.0176
7,2,21221,35309,568,0.0161
7,3,21221,398644,5331,0.0134
8,1,21221,8,0,0.0188
8,2,21221,32641,547,0.0168
8,3,21221,3910703,53616,0.0137
9,1,21221,0,0,NA
9,2,21221,3210,48,0.015
9,3,21221,4384762,59689,0.0136
10,1,21221,0,0,NA
10,2,21221,274,7,0.0254
10,3,21221,2313698,31787,0.0137
11,1,21221,0,0,NA
11,2,21221,168,28,0.1682
11,3,21221,1402363,19347,0.0138
1,1,21222,470653,9424,0.02
1,2,21222,112207,2004,0.0179
1,3,21222,16945,414,0.0244
2,1,21222,142662,5053,0.0354
2,2,21222,145886,3857,0.0264
2,3,21222,48835,1271,0.026
3,1,21222,54553,1871,0.0343
3,2,21222,139689,4413,0.0316
3,3,21222,70700,2169,0.0307
4,1,21222,18151,683,0.0376
4,2,21222,123345,4333,0.0351
4,3,21222,134196,4061,0.0303
5,1,21222,5301,204,0.0386
5,2,21222,135840,5136,0.0378
5,3,21222,269978,9730,0.036
6,1,21222,705,29,0.0405
6,2,21222,71371,2760,0.0387
6,3,21222,268240,10800,0.0403
7,1,21222,81,3,0.0427
7,2,21222,35837,1417,0.0395
7,3,21222,234403,10203,0.0435
8,1,21222,9,0,0.0516
8,2,21222,35906,1653,0.046
8,3,21222,2337297,104360,0.0446
9,1,21222,0,0,NA
9,2,21222,3929,315,0.0802
9,3,21222,2053354,97711,0.0476
10,1,21222,0,0,NA
10,2,21222,1438,491,0.3414
10,3,21222,1049413,50622,0.0482
11,1,21222,0,0,NA
11,2,21222,3333,1194,0.3582
11,3,21222,621981,30056,0.0483
1,1,21235,445330,2300,0.0052
1,2,21235,126990,559,0.0044
1,3,21235,27199,153,0.0056
2,1,21235,128718,1111,0.0086
2,2,21235,152393,985,0.0065
2,3,21235,70333,493,0.007
3,1,21235,49302,406,0.0082
3,2,21235,141318,1097,0.0078
3,3,21235,110520,876,0.0079
4,1,21235,16305,149,0.0091
4,2,21235,119639,1025,0.0086
4,3,21235,168648,1472,0.0087
5,1,21235,4777,46,0.0096
5,2,21235,131527,1250,0.0095
5,3,21235,406545,3637,0.0089
6,1,21235,632,7,0.0103
6,2,21235,69070,694,0.0101
6,3,21235,431008,3826,0.0089
7,1,21235,72,1,0.0115
7,2,21235,35022,363,0.0104
7,3,21235,399211,3541,0.0089
8,1,21235,8,0,0.0111
8,2,21235,32687,358,0.011
8,3,21235,3872768,35672,0.0092
9,1,21235,0,0,NA
9,2,21235,3235,34,0.0106
9,3,21235,4099550,37608,0.0092
10,1,21235,0,0,NA
10,2,21235,350,41,0.1169
10,3,21235,2042721,18934,0.0093
11,1,21235,0,0,NA
11,2,21235,701,270,0.3856
11,3,21235,1165309,10802,0.0093
1,1,21236,478520,4969,0.0104
1,2,21236,117866,1058,0.009
1,3,21236,21222,239,0.0113
2,1,21236,138451,2602,0.0188
2,2,21236,147389,2023,0.0137
2,3,21236,57434,810,0.0141
3,1,21236,52597,935,0.0178
3,2,21236,138861,2379,0.0171
3,3,21236,83031,1368,0.0165
4,1,21236,17425,346,0.0199
4,2,21236,120985,2337,0.0193
4,3,21236,145346,2563,0.0176
5,1,21236,5121,106,0.0206
5,2,21236,133662,2882,0.0216
5,3,21236,294644,6050,0.0205
6,1,21236,687,15,0.0223
6,2,21236,70244,1575,0.0224
6,3,21236,285599,6753,0.0236
7,1,21236,80,2,0.0235
7,2,21236,35133,826,0.0235
7,3,21236,241685,6307,0.0261
8,1,21236,9,0,0.0249
8,2,21236,36052,1034,0.0287
8,3,21236,2366509,63785,0.027
9,1,21236,0,0,NA
9,2,21236,4585,471,0.1027
9,3,21236,1973934,56298,0.0285
10,1,21236,0,0,NA
10,2,21236,4126,1327,0.3215
10,3,21236,949667,27251,0.0287
11,1,21236,0,0,NA
11,2,21236,10859,3041,0.28
11,3,21236,527672,14741,0.0279
1,1,21248,418242,467,0.0011
1,2,21248,134537,67,5e-4
1,3,21248,31806,13,4e-4
2,1,21248,120048,200,0.0017
2,2,21248,155637,102,7e-4
2,3,21248,78146,40,5e-4
3,1,21248,46668,58,0.0012
3,2,21248,141999,88,6e-4
3,3,21248,122509,67,5e-4
4,1,21248,15643,20,0.0013
4,2,21248,118489,84,7e-4
4,3,21248,177205,98,6e-4
5,1,21248,4691,4,9e-4
5,2,21248,130266,83,6e-4
5,3,21248,442806,245,6e-4
6,1,21248,631,1,8e-4
6,2,21248,68273,42,6e-4
6,3,21248,489584,262,5e-4
7,1,21248,73,0,0.001
7,2,21248,34662,21,6e-4
7,3,21248,481915,232,5e-4
8,1,21248,8,0,0
8,2,21248,32147,18,6e-4
8,3,21248,4693276,2078,4e-4
9,1,21248,0,0,NA
9,2,21248,3172,1,4e-4
9,3,21248,5751831,2551,4e-4
10,1,21248,0,0,NA
10,2,21248,299,20,0.0658
10,3,21248,2790051,1207,4e-4
11,1,21248,0,0,NA
11,2,21248,681,268,0.3941
11,3,21248,1530450,720,5e-4
1,1,21249,460955,2091,0.0045
1,2,21249,128939,475,0.0037
1,3,21249,29359,141,0.0048
2,1,21249,128041,991,0.0077
2,2,21249,151796,865,0.0057
2,3,21249,73539,467,0.0063
3,1,21249,48701,354,0.0073
3,2,21249,139501,998,0.0072
3,3,21249,113393,858,0.0076
4,1,21249,16084,133,0.0082
4,2,21249,117882,955,0.0081
4,3,21249,170109,1437,0.0084
5,1,21249,4741,42,0.0088
5,2,21249,130134,1215,0.0093
5,3,21249,402898,3578,0.0089
6,1,21249,635,6,0.0098
6,2,21249,68624,692,0.0101
6,3,21249,416544,3744,0.009
7,1,21249,74,1,0.0112
7,2,21249,34753,361,0.0104
7,3,21249,370989,3460,0.0093
8,1,21249,9,0,0.0106
8,2,21249,33192,379,0.0114
8,3,21249,3555427,35180,0.0099
9,1,21249,0,0,NA
9,2,21249,3452,94,0.0273
9,3,21249,3368754,34237,0.0102
10,1,21249,0,0,NA
10,2,21249,1664,570,0.3427
10,3,21249,1569998,16030,0.0102
11,1,21249,0,0,NA
11,2,21249,7346,2295,0.3124
11,3,21249,835419,8085,0.0097
1,1,21262,445636,736,0.0017
1,2,21262,134440,116,9e-4
1,3,21262,33452,28,8e-4
2,1,21262,122952,314,0.0026
2,2,21262,153672,188,0.0012
2,3,21262,80408,89,0.0011
3,1,21262,47420,94,0.002
3,2,21262,139604,199,0.0014
3,3,21262,123723,169,0.0014
4,1,21262,15872,33,0.0021
4,2,21262,116740,187,0.0016
4,3,21262,177593,276,0.0016
5,1,21262,4776,10,0.002
5,2,21262,129130,235,0.0018
5,3,21262,436731,764,0.0018
6,1,21262,650,1,0.0021
6,2,21262,68101,132,0.0019
6,3,21262,472114,851,0.0018
7,1,21262,77,0,0.0025
7,2,21262,34646,69,0.002
7,3,21262,442147,785,0.0018
8,1,21262,9,0,0.0033
8,2,21262,32736,72,0.0022
8,3,21262,4219140,7827,0.0019
9,1,21262,0,0,NA
9,2,21262,3366,56,0.0168
9,3,21262,4351385,7476,0.0017
10,1,21262,0,0,NA
10,2,21262,2209,783,0.3545
10,3,21262,1953341,3206,0.0016
11,1,21262,1,0,0.713
11,2,21262,12726,3703,0.291
11,3,21262,988366,1245,0.0013
1,1,21275,438682,438,0.001
1,2,21275,136708,72,5e-4
1,3,21275,35987,11,3e-4
2,1,21275,121402,163,0.0013
2,2,21275,153731,96,6e-4
2,3,21275,84362,28,3e-4
3,1,21275,47436,38,8e-4
3,2,21275,138958,72,5e-4
3,3,21275,128749,38,3e-4
