Week Commencing,Week No,RSV pos_Total of LabPK,RSV pos_0-<05,RSV pos_05-14,RSV pos_15-44,RSV pos_45-64,RSV pos_65+,RSV tot_Total,RSV tot_0-<05,RSV tot_05-14,RSV tot_15-44,RSV tot_45-64,RSV tot_65+,RSV %_Total,RSV %_0-<05,RSV %_05-14,RSV %_15-44,RSV %_45-64,RSV %_65+
23/10/2017,43,134,109,5,2,10,8,1813,546,118,369,386,393,7.39,19.96,4.24,0.54,2.59,2.03562341
30/10/2017,44,158,128,3,11,8,8,1860,523,116,396,366,459,8.49,24.47,2.59,2.78,2.19,1.74291939
06/11/2017,45,241,187,8,9,18,18,2026,627,127,423,407,440,11.9,29.82,6.3,2.13,4.42,4.090909091
13/11/2017,46,383,290,14,22,21,36,2335,726,152,485,455,517,16.4,39.94,9.21,4.54,4.62,6.963249516
20/11/2017,47,437,331,8,32,29,37,2410,801,169,455,437,548,18.13,41.32,4.73,7.03,6.64,6.751824818
27/11/2017,48,491,338,9,42,35,67,2630,834,129,514,513,638,18.67,40.53,6.98,8.17,6.82,10.5015674
04/12/2017,49,481,313,12,35,52,69,2667,778,159,500,550,680,18.04,40.23,7.55,7,9.45,10.14705882
11/12/2017,50,412,245,20,33,38,76,2716,676,172,496,568,802,15.17,36.24,11.63,6.65,6.69,9.476309227
18/12/2017,51,426,230,14,39,47,96,3241,640,169,566,673,1191,13.14,35.94,8.28,6.89,6.98,8.060453401
25/12/2017,52,330,176,13,20,40,81,3566,644,141,589,791,1398,9.25,27.33,9.22,3.4,5.06,5.793991416
01/01/2018,1,330,146,10,19,46,109,5085,708,167,927,1091,2189,6.49,20.62,5.99,2.05,4.22,4.979442668
08/01/2018,2,229,86,6,17,40,80,5719,611,215,965,1236,2689,4,14.08,2.79,1.76,3.24,2.975083674
15/01/2018,3,184,52,8,9,24,91,5607,611,300,957,1221,2518,3.28,8.51,2.67,0.94,1.97,3.613979349
22/01/2018,4,113,39,10,4,18,42,5059,682,303,935,1007,2131,2.23,5.72,3.3,0.43,1.79,1.970905678
29/01/2018,5,86,30,5,4,14,33,4695,639,327,908,987,1826,1.83,4.69,1.53,0.44,1.42,1.807228916
05/02/2018,6,56,19,2,6,9,20,4205,662,250,806,868,1606,1.33,2.87,0.8,0.74,1.04,1.245330012
12/02/2018,7,57,20,3,9,10,15,4286,595,252,797,889,1751,1.33,3.36,1.19,1.13,1.12,0.856653341
19/02/2018,8,53,25,2,7,6,13,4081,561,204,789,829,1696,1.3,4.46,0.98,0.89,0.72,0.766509434
26/02/2018,9,43,17,3,1,5,17,4009,583,161,744,857,1661,1.07,2.92,1.86,0.13,0.58,1.023479831
05/03/2018,10,38,17,1,1,6,13,3934,552,201,696,814,1667,0.97,3.08,0.5,0.14,0.74,0.779844031
12/03/2018,11,47,19,3,3,4,18,3426,525,185,633,683,1398,1.37,3.62,1.62,0.47,0.59,1.287553648
19/03/2018,12,38,12,1,4,9,12,3003,463,172,593,583,1191,1.27,2.59,0.58,0.67,1.54,1.007556675
26/03/2018,13,43,15,,4,8,16,2915,533,175,531,622,1053,1.48,2.81,0,0.75,1.29,1.519468186
02/04/2018,14,43,25,1,2,3,12,2599,485,131,509,540,934,1.65,5.15,0.76,0.39,0.56,1.284796574
09/04/2018,15,32,13,4,2,6,7,2314,433,138,458,505,780,1.38,3,2.9,0.44,1.19,0.897435897
16/04/2018,16,27,14,,1,6,6,2080,412,115,390,451,711,1.3,3.4,0,0.26,1.33,0.843881857
23/04/2018,17,22,12,,1,5,4,1828,409,104,350,403,562,1.2,2.93,0,0.29,1.24,0.711743772
30/04/2018,18,15,5,2,,5,3,1819,426,132,376,390,477,0.82,1.17,1.52,0,1.28,0.628930818
07/05/2018,19,11,10,,1,,,1564,409,113,366,314,341,0.7,2.44,0,0.27,0,0
14/05/2018,20,15,11,,,3,1,1693,421,124,354,345,441,0.89,2.61,0,0,0.87,0.22675737
21/05/2018,21,13,6,1,2,,4,1608,405,98,344,363,398,0.81,1.48,1.02,0.58,0,1.005025126
28/05/2018,22,16,13,,1,,2,1527,414,92,301,330,389,1.05,3.14,0,0.33,0,0.514138817
04/06/2018,23,20,17,2,,,1,1590,446,127,322,317,376,1.26,3.81,1.57,0,0,0.265957447
11/06/2018,24,15,14,,,,1,1492,380,140,338,292,341,1.01,3.68,0,0,0,0.293255132
18/06/2018,25,5,4,1,,,,1375,363,97,288,295,331,0.36,1.1,1.03,0,0,0
25/06/2018,26,18,17,,,,1,1394,361,105,284,283,360,1.29,4.71,0,0,0,0.277777778
02/07/2018,27,11,10,,1,,,1385,386,107,295,274,323,0.79,2.59,0,0.34,0,0
09/07/2018,28,10,9,,1,,,1367,344,109,323,310,280,0.73,2.62,0,0.31,0,0
16/07/2018,29,8,8,,,,,1295,339,94,282,291,288,0.62,2.36,0,0,0,0
23/07/2018,30,10,10,,,,,1198,326,81,286,231,274,0.83,3.07,0,0,0,0
30-Jul-18,31,7,7,,,,,1121,323,92,256,223,227,0.62,2.17,0.00,0.00,0.00,0
06-Aug-18,32,14,12,,,,2,1093,290,89,236,242,236,1.28,4.14,0.00,0.00,0.00,0.847457627
13-Aug-18,33,9,7,,1,,1,1161,265,82,261,299,254,0.78,2.64,0.00,0.38,0.00,0.393700787
20-Aug-18,34,14,10,,1,2,1,1138,292,77,244,241,284,1.23,3.42,0.00,0.41,0.83,0.352112676
27-Aug-18,35,25,21,,1,,3,1123,258,73,280,256,255,2.23,8.14,0.00,0.36,0.00,1.176470588
03-Sep-18,36,17,14,,,1,2,1234,282,80,289,291,292,1.38,4.96,0.00,0.00,0.34,0.684931507
10-Sep-18,37,18,16,,2,,,1349,298,110,332,321,287,1.33,5.37,0.00,0.60,0.00,0
17-Sep-18,38,24,15,,1,4,4,1598,371,143,398,335,349,1.50,4.04,0.00,0.25,1.19,1.146131805
24-Sep-18,39,39,35,,,1,3,1566,420,88,377,324,357,2.49,8.33,0.00,0.00,0.31,0.840336134
01-Oct-18,40,51,40,,,5,6,1801,445,124,418,388,426,2.83,8.99,0.00,0.00,1.29,1.408450704
08-Oct-18,41,76,63,2,2,4,5,1739,417,108,406,344,463,4.37,15.11,1.85,0.49,1.16,1.079913607
15-Oct-18,42,121,99,1,5,7,9,1841,499,105,416,333,488,6.57,19.84,0.95,1.20,2.10,1.844262295
22-Oct-18,43,183,148,7,6,13,9,1935,543,127,396,398,468,9.46,27.26,5.51,1.52,3.27,1.923076923
29-Oct-18,44,282,209,9,11,20,33,2039,602,103,411,431,491,13.83,34.72,8.74,2.68,4.64,6.720977597
05-Nov-18,45,388,287,9,19,21,52,2310,677,120,434,471,607,16.80,42.39,7.50,4.38,4.46,8.566721582
12-Nov-18,46,433,317,16,30,29,40,2356,722,142,450,486,548,18.38,43.91,11.27,6.67,5.97,7.299270073
19-Nov-18,47,506,354,26,27,41,58,2503,764,152,489,481,616,20.22,46.34,17.11,5.52,8.52,9.415584416
26-Nov-18,48,571,373,21,35,44,98,2657,788,154,510,524,680,21.49,47.34,13.64,6.86,8.40,14.41176471
03-Dec-18,49,499,325,17,36,56,65,2567,727,160,510,518,651,19.44,44.70,10.63,7.06,10.81,9.984639017
10-Dec-18,50,399,195,16,24,48,115,2517,604,153,514,517,726,15.85,32.28,10.46,4.67,9.28,15.84022039
17-Dec-18,51,277,133,7,21,37,79,2452,545,124,519,511,752,11.30,24.40,5.65,4.05,7.24,10.50531915
24-Dec-18,52,242,110,4,11,29,88,2591,480,93,531,589,897,9.34,22.92,4.30,2.07,4.92,9.810479376
31-Dec-18,1,281,122,8,17,33,101,3509,562,119,667,841,1318,8.01,21.71,6.72,2.55,3.92,7.663125948
07-Jan-19,2,224,81,4,20,44,75,3929,565,183,799,969,1411,5.70,14.34,2.19,2.50,4.54,5.315379164
14-Jan-19,3,183,57,5,15,29,77,3611,556,162,745,830,1316,5.07,10.25,3.09,2.01,3.49,5.85106383
21-Jan-19,4,117,30,2,16,20,49,3471,549,219,734,832,1137,3.37,5.46,0.91,2.18,2.40,4.309586631
28-Jan-19,5,128,37,2,14,24,51,4172,700,208,853,951,1457,3.07,5.29,0.96,1.64,2.52,3.500343171
04-Feb-19,6,90,27,2,8,13,40,4226,674,252,895,957,1447,2.13,4.01,0.79,0.89,1.36,2.764340014
11-Feb-19,7,78,22,1,7,15,32,3989,605,196,823,937,1423,1.96,3.64,0.51,0.85,1.60,2.248770204
18-Feb-19,8,45,16,3,2,9,15,3467,607,180,700,788,1190,1.30,2.64,1.67,0.29,1.14,1.260504202
25-Feb-19,9,52,14,,6,10,22,3143,530,126,650,680,1155,1.65,2.64,0.00,0.92,1.47,1.904761905
04-Mar-19,10,33,13,1,1,5,13,2753,479,149,488,598,1038,1.20,2.71,0.67,0.20,0.84,1.252408478
11-Mar-19,11,33,6,2,4,11,10,2753,510,172,577,541,953,1.20,1.18,1.16,0.69,2.03,1.049317943
18-Mar-19,12,22,9,,2,8,3,2664,523,168,559,515,897,0.83,1.72,0.00,0.36,1.55,0.334448161
25-Mar-19,13,17,10,,,2,5,2393,511,151,476,462,792,0.71,1.96,0.00,0.00,0.43,0.631313131
01-Apr-19,14,14,8,1,,2,3,2565,506,163,531,539,825,0.55,1.58,0.61,0.00,0.37,0.363636364
08-Apr-19,15,16,5,,3,1,7,2428,528,146,472,499,781,0.66,0.95,0.00,0.64,0.20,0.896286812
15-Apr-19,16,19,5,,1,6,7,2418,483,136,509,503,787,0.79,1.04,0.00,0.20,1.19,0.889453621
22-Apr-19,17,7,3,,,1,3,2176,423,134,452,494,671,0.32,0.71,0.00,0.00,0.20,0.44709389
29-Apr-19,18,16,7,,2,2,5,2022,412,125,437,455,592,0.79,1.70,0.00,0.46,0.44,0.844594595
06-May-19,19,9,3,1,,1,3,1918,392,130,380,404,603,0.47,0.77,0.77,0.00,0.25,0.497512438
13-May-19,20,9,5,1,,1,2,1865,413,116,385,401,550,0.48,1.21,0.86,0.00,0.25,0.363636364
20-May-19,21,6,,1,2,2,1,1804,383,133,376,384,528,0.33,0.00,0.75,0.53,0.52,0.189393939
27-May-19,22,2,2,,,,,1606,304,113,372,368,447,0.12,0.66,0.00,0.00,0.00,0
03-Jun-19,23,2,2,,,,,1476,300,117,309,354,396,0.14,0.67,0.00,0.00,0.00,0
10-Jun-19,24,1,1,,,,,1442,320,110,321,315,375,0.07,0.31,0.00,0.00,0.00,0
17-Jun-19,25,8,6,1,,,1,1560,375,131,325,338,390,0.51,1.60,0.76,0.00,0.00,0.256410256
24-Jun-19,26,4,1,1,,1,1,1568,335,118,335,345,434,0.26,0.30,0.85,0.00,0.29,0.230414747
01-Jul-19,27,3,1,,,,2,1596,342,110,362,370,410,0.19,0.29,0.00,0.00,0.00,0.487804878
08-Jul-19,28,4,2,,,1,1,1584,359,144,310,378,390,0.25,0.56,0.00,0.00,0.26,0.256410256
15-Jul-19,29,4,1,,,,,1551,348,95,328,362,406,0.26,0.29,0.00,0.00,0.00,0
22-Jul-19,30,3,2,1,,,,1354,285,122,332,307,306,0.22,0.70,0.82,0.00,0.00,0
29-Jul-19,31,6,4,,,1,1,1323,285,111,304,298,324,0.45,1.40,0.00,0.00,0.34,0.308641975308642
05-Aug-19,32,6,4,,,,2,1265,252,104,294,315,299,0.47,1.59,0.00,0.00,0.00,0.668896321070234
12-Aug-19,33,8,4,,4,,,1238,261,76,280,294,326,0.65,1.53,0.00,1.43,0.00,0
19-Aug-19,34,3,2,,,1,,1389,250,99,309,347,383,0.22,0.80,0.00,0.00,0.29,0
26-Aug-19,35,11,8,1,,,2,1185,269,91,238,289,298,0.93,2.97,1.10,0.00,0.00,0.671140939597315
02-Sep-19,36,14,11,,2,1,,1347,307,104,273,306,357,1.04,3.58,0.00,0.73,0.33,0
09-Sep-19,37,17,7,,5,2,3,1547,353,103,325,329,437,1.10,1.98,0.00,1.54,0.61,0.68649885583524
16-Sep-19,38,15,9,1,1,3,1,1773,399,143,387,392,452,0.85,2.26,0.70,0.26,0.77,0.221238938053097
23-Sep-19,39,21,14,,2,2,2,1879,402,135,429,405,507,1.12,3.48,0.00,0.47,0.49,0.394477317554241
30-Sep-19,40,20,13,,1,2,4,1995,375,130,468,422,599,1.00,3.47,0.00,0.21,0.47,0.667779632721202
07-Oct-19,41,32,25,2,3,1,1,2263,381,139,525,477,740,1.41,6.56,1.44,0.57,0.21,0.135135135135135
14/10/2019,42,54,41,1,5,2,5,2304,435,133,547,503,686,2.34375,9.42528735632184,0.75187969924812,0.914076782449726,0.397614314115308,0.728862973760933
21/10/2019,43,95,75,1,4,8,7,2590,464,181,577,534,834,3.66795366795367,16.1637931034483,0.552486187845304,0.693240901213172,1.49812734082397,0.839328537170264
28/10/2019,44,129,94,4,8,10,13,2562,482,161,594,526,799,5.03512880562061,19.5020746887967,2.48447204968944,1.34680134680135,1.90114068441065,1.6270337922403
04/11/2019,45,191,116,3,13,25,34,2496,470,149,552,521,803,7.65224358974359,24.6808510638298,2.01342281879195,2.35507246376812,4.79846449136276,4.23412204234122
11/11/2019,46,226,154,13,10,15,34,2608,488,202,547,523,848,8.66564417177914,31.5573770491803,6.43564356435644,1.82815356489945,2.86806883365201,4.00943396226415
18/11/2019,47,278,182,5,24,22,45,2764,540,249,555,534,885,10.0578871201158,33.7037037037037,2.00803212851406,4.32432432432432,4.11985018726592,5.08474576271187
25/11/2019,48,407,266,11,27,43,60,3160,707,204,644,650,954,12.879746835443,37.6237623762376,5.3921568627451,4.19254658385093,6.61538461538462,6.28930817610063
02/12/2019,49,472,294,12,34,41,91,3514,787,265,777,660,1025,13.4319863403529,37.3570520965692,4.52830188679245,4.37580437580438,6.21212121212121,8.8780487804878
09/12/2019,50,555,341,13,26,47,128,4203,898,309,834,838,1324,13.2048536759458,37.9732739420935,4.20711974110032,3.11750599520384,5.60859188544153,9.66767371601208
16/12/2019,51,544,285,19,39,69,130,4295,789,270,863,846,1521,12.6658905704307,36.1216730038023,7.03703703703704,4.51911935110081,8.15602836879433,8.54700854700855
23/12/2019,52,390,185,16,19,51,119,3364,561,188,604,626,1384,11.5933412604043,32.9768270944742,8.51063829787234,3.14569536423841,8.14696485623003,8.59826589595376
30/12/2019,1,441,177,14,26,52,172,4072,590,168,727,807,1780,10.8300589390963,30,8.33333333333333,3.57634112792297,6.44361833952912,9.66292134831461
06/01/2020,2,309,101,7,31,47,122,3369,448,134,600,718,1461,9.17186108637578,22.5446428571429,5.22388059701492,5.16666666666667,6.54596100278552,8.35044490075291
13/01/2020,3,185,57,4,20,32,72,2744,424,136,549,566,1064,6.74198250728863,13.4433962264151,2.94117647058824,3.64298724954463,5.65371024734982,6.76691729323308
20/01/2020,4,158,60,6,17,27,48,2913,523,167,614,629,976,5.42396155166495,11.472275334608,3.59281437125748,2.76872964169381,4.29252782193959,4.91803278688525
27/01/2020,5,127,42,7,10,26,42,2961,517,174,620,651,997,4.28909152313408,8.12379110251451,4.02298850574713,1.61290322580645,3.99385560675883,4.21263791374122
03/02/2020,6,68,29,3,8,7,20,3055,534,201,707,691,918,2.22585924713584,5.43071161048689,1.49253731343284,1.13154172560113,1.01302460202605,2.17864923747277
10/02/2020,7,75,28,2,6,20,19,3719,544,183,1092,913,987,2.01667114815811,5.14705882352941,1.09289617486339,0.54945054945055,2.19058050383352,1.92502532928065
17/02/2020,8,63,26,,8,9,20,3090,458,161,803,756,910,2.03883495145631,5.67685589519651,0,0.99626400996264,1.19047619047619,2.1978021978022
24/02/2020,9,40,13,5,4,4,14,4672,467,616,1614,1075,896,0.856164383561644,2.78372591006424,0.811688311688312,0.247831474597274,0.372093023255814,1.5625
02/03/2020,10,36,15,,5,6,10,3946,516,269,1101,939,1110,0.912316269640142,2.90697674418605,0,0.454132606721163,0.638977635782748,0.900900900900901
09/03/2020,11,41,9,,6,6,20,5367,550,258,1190,1307,2047,0.763927706353643,1.63636363636364,0,0.504201680672269,0.459066564651875,0.977039570102589
16/03/2020,12,45,11,1,,7,26,4965,476,166,1022,1097,2196,0.906344410876133,2.3109243697479,0.602409638554217,0,0.638103919781222,1.183970856102
23/03/2020,13,8,1,,1,1,5,4247,369,119,701,1006,2047,0.188368259948199,0.2710027100271,0,0.14265335235378,0.099403578528827,0.244259892525647
30/03/2020,14,6,2,,1,1,2,3166,237,74,583,835,1433,0.189513581806696,0.843881856540084,0,0.171526586620926,0.119760479041916,0.139567341242149
06/04/2020,15,1,1,,,,,2261,175,63,461,616,942,0.044228217602831,0.571428571428571,0,0,0,0
13/04/2020,16,4,2,1,,,1,1910,136,75,408,525,765,0.209424083769634,1.47058823529412,1.33333333333333,0,0,0.130718954248366
20/04/2020,17,2,1,,,1,,1660,146,62,315,403,732,0.120481927710843,0.684931506849315,0,0,0.248138957816377,0
27/04/2020,18,,,,,,,1283,139,55,236,307,542,0,0,0,0,0,0
04/05/2020,19,2,1,,,1,,869,117,48,178,201,323,0.230149597238205,0.854700854700855,0,0,0.497512437810945,0
11/05/2020,20,,,,,,,865,123,42,169,212,318,0,0,0,0,0,0
18/05/2020,21,2,1,,,1,,921,123,37,192,223,346,0.217155266015201,0.813008130081301,0,0,0.448430493273543,0
25/05/2020,22,,,,,,,885,127,35,172,193,357,0,0,0,0,0,0
01/06/2020,23,1,,,1,,,940,113,43,188,252,341,0.106382978723404,0,0,0.531914893617021,0,0
08/06/2020,24,3,1,,1,1,,922,110,53,202,226,330,0.325379609544469,0.909090909090909,0,0.495049504950495,0.442477876106195,0
15/06/2020,25,1,1,,,,,785,109,43,188,177,268,0.127388535031847,0.917431192660551,0,0,0,0
22/06/2020,26,,,,,,,732,114,26,141,180,270,0,0,0,0,0,0
29/06/2020,27,,,,,,,720,132,37,154,163,234,0,0,0,0,0,0
06/07/2020,28,1,1,,,,,775,116,35,181,188,255,0.129032258064516,0.862068965517241,0,0,0,0
13/07/2020,29,,,,,,,908,116,38,233,256,265,0,0,0,0,0,0
20/07/2020,30,,,,,,,775,121,41,153,181,277,0,0,0,0,0,0
27/07/2020,31,,,,,,,722,137,38,139,168,239,0,0,0,0,0,0
03/08/2020,32,,,,,,,750,149,46,141,182,231,0,0,0,0,0,0
10/08/2020,33,,,,,,,889,132,52,183,213,308,0,0,0,0,0,0
17/08/2020,34,2,,,,,,871,146,55,162,212,291,0.229621125143513,0,0,0,0,0
24/08/2020,35,,,,,,,862,120,47,162,227,306,0,0,0,0,0,0
31/08/2020,36,,,,,,,839,139,41,171,206,281,0,0,0,0,0,0
07/09/2020,37,,,,,,,891,146,90,185,213,256,0,0,0,0,0,0
14/09/2020,38,,,,,,,1709,345,160,333,310,561,0,0,0,0,0,0
21/09/2020,39,,,,,,,1269,259,117,260,251,382,0,0,0,0,0,0
28/09/2020,40,,,,,,,1235,302,127,230,246,327,0,0,0,0,0,0
05/10/2020,41,1,1,,,,,1239,496,122,185,186,246,0.080710250201776,0.201612903225806,0,0,0,0
12/10/2020,42,1,,,,,,1064,303,89,202,209,244,0.093984962406015,0,0,0,0,0
19/10/2020,43,,,,,,,1182,348,94,201,244,283,0,0,0,0,0,0
26/10/2020,44,1,1,,,,,1182,383,86,204,227,278,0.084602368866328,0.261096605744125,0,0,0,0
02/11/2020,45,,,,,,,1144,274,91,225,268,276,0,0,0,0,0,0
09/11/2020,46,,,,,,,1255,350,97,225,274,292,0,0,0,0,0,0
16/11/2020,47,5,3,,,2,,1288,324,84,230,264,385,0.388198757763975,0.925925925925926,0,0,0.757575757575758,0
23/11/2020,48,2,1,1,,,,1460,328,99,262,338,430,0.136986301369863,0.304878048780488,1.01010101010101,0,0,0
30/11/2020,49,,,,,,,1566,323,122,297,349,471,0,0,0,0,0,0
07/12/2020,50,,,,,,,1651,348,111,300,400,490,0,0,0,0,0,0
14/12/2020,51,,,,,,,1681,288,97,395,390,489,0,0,0,0,0,0
21/12/2020,52,1,1,,,,,1227,178,70,268,307,391,0.081499592502038,0.561797752808989,0,0,0,0
28/12/2020,53,,,,,,,1398,182,58,327,360,450,0,0,0,0,0,0
04/01/2021,1,,,,,,,1609,220,72,326,432,543,0,0,0,0,0,0
11/01/2021,2,,,,,,,1639,188,54,364,436,578,0,0,0,0,0,0
18/01/2021,3,,,,,,,3327,249,92,775,864,1329,0,0,0,0,0,0
25/01/2021,4,1,,,,,1,3895,234,85,891,1001,1667,0.025673940949936,0,0,0,0,6.00E-02
01/02/2021,5,,,,,,,4546,274,109,1192,1088,1865,0,0,0,0,0,0
08/02/2021,6,1,,1,,,,4365,279,123,1089,1068,1786,0.02290950744559,0,0.813008130081301,0,0,0
15/02/2021,7,,,,,,,4945,283,106,1172,1188,2176,0,0,0,0,0,0
22/02/2021,8,,,,,,,4860,314,106,1156,1197,2069,0,0,0,0,0,0
01/03/2021,9,2,,,,2,,5346,288,117,1364,1382,2181,0.03741114852226,0,0,0,0.144717800289436,0
08/03/2021,10,1,,,1,,,5624,338,117,1403,1381,2372,0.01778093883357,0,0,0.071275837491091,0,0
15/03/2021,11,3,1,,,1,,4766,345,148,1122,1138,1994,0.062945866554763,0.289855072463768,0,0,0.087873462214411,0
22/03/2021,12,2,1,,1,,,3746,335,161,855,868,1525,0.0533902829685,0.298507462686567,0,0.116959064327485,0,0
29/03/2021,13,1,,,,,1,4223,361,128,985,890,1849,0.02367984844897,0,0,0,0,5.41E-02
05/04/2021,14,2,2,,,,,3878,350,97,967,857,1595,0.051572975760701,0.571428571428571,0,0,0,0
12/04/2021,15,3,3,,,,,4437,374,94,1097,994,1856,0.067613252197431,0.802139037433155,0,0,0,0
19/04/2021,16,2,2,,,,,4987,353,133,1113,1176,2190,0.040104271104873,0.56657223796034,0,0,0,0
26/04/2021,17,6,6,,,,,5046,404,152,1105,1240,2121,0.118906064209275,1.48514851485149,0,0,0,0
03/05/2021,18,2,2,,,,,2157,413,100,431,553,646,0.09272137227631,0.484261501210654,0,0,0,0
10/05/2021,19,7,6,,1,,,1821,621,136,344,327,380,0.384404173531027,0.966183574879227,0,0.290697674418605,0,0
17/05/2021,20,13,12,1,,,,2469,957,172,402,457,457,0.52652895909275,1.25391849529781,0.581395348837209,0,0,0
24/05/2021,21,24,21,1,1,1,,2456,1068,176,343,449,407,0.977198697068404,1.96629213483146,0.568181818181818,0.291545189504373,0.22271714922049,0
31/05/2021,22,45,38,1,2,1,3,2417,1118,158,385,374,368,1.86181216383947,3.39892665474061,0.632911392405063,0.519480519480519,0.267379679144385,0.815217391304348
07/06/2021,23,36,31,1,3,,1,2968,1198,192,549,554,464,1.21293800539084,2.58764607679466,0.520833333333333,0.546448087431694,0,0.21551724137931
14/06/2021,24,49,47,2,,,,2875,1174,168,525,555,429,1.70434782608696,4.00340715502555,1.19047619047619,0,0,0
