epi_year,mean_off,mean_on,season_share,on_off_ratio
1,8.777777777777779,NA,NA,NA
2,55.41935483870968,352.5238095238095,0.8116434601469137,6.361023338322523
3,69.41935483870968,431.40909090909093,0.8151679120501589,6.2145361608651575
4,55.935483870967744,463.2857142857143,0.8487306987699554,8.282501235788432
5,43.67741935483871,501.1904761904762,0.8860173415270646,11.474818878807062
6,26.451612903225808,591.8571428571429,0.9381085364933203,22.375087108013936
7,16.870967741935484,858.5714285714286,0.9718104888697245,50.890467085495764
8,NA,113.52631578947368,NA,NA
