exp_dep,age_dep,seasforc_width_wks,R0,peak_week,seasforce_peak,omega,par_id,const_delta,seas_conc_lim,npi_start,npi_stop,seas_start_wk,seas_stop_wk
0.5,0.6875,5,1.3,48,1,0.002857142857142857,18588,2.13549801026652,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,7,1.3,48,1,0.002857142857142857,18704,1.6127014832414246,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,7,1.3,48,1,0.002857142857142857,18733,3.013505832022461,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.3,48,1,0.002857142857142857,18734,3.4933773280739153,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,7,1.3,48,1,0.002857142857142857,18747,3.574189454722378,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,3,1.4,48,1,0.002857142857142857,18930,2.0076155679462544,0.85,2020-03-26,2021-05-17,42,8
2,0.25,3,1.4,48,1,0.002857142857142857,18945,3.0174097945736107,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,3,1.4,48,1,0.002857142857142857,18957,2.7904739230682476,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,3,1.4,48,1,0.002857142857142857,18985,3.720113729762893,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,5,1.4,48,1,0.002857142857142857,19154,1.7367554434907648,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1.4,48,1,0.002857142857142857,19169,2.610311939017783,0.85,2020-03-26,2021-05-17,42,8
2,0.25,5,1.4,48,1,0.002857142857142857,19170,3.0174097945736107,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1.4,48,1,0.002857142857142857,19183,3.2453139729472658,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,5,1.4,48,1,0.002857142857142857,19184,3.762098661002678,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1.4,48,1,0.002857142857142857,19197,3.8491271050856373,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,5,1.4,48,1,0.002857142857142857,19224,4.022794068850684,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,5,1.4,48,1,0.002857142857142857,19237,3.518988134575923,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,7,1.4,48,1,0.002857142857142857,19394,2.610311939017783,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,7,1.4,48,1,0.002857142857142857,19408,3.2453139729472658,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.4,48,1,0.002857142857142857,19409,3.762098661002678,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,7,1.4,48,1,0.002857142857142857,19422,3.8491271050856373,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,3,1.5,48,1,0.002857142857142857,19618,2.4125824932097815,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1.5,48,1,0.002857142857142857,19844,2.7967627918047673,0.85,2020-03-26,2021-05-17,42,8
2,0.25,5,1.5,48,1,0.002857142857142857,19845,3.232939065614583,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1.5,48,1,0.002857142857142857,19858,3.4771221138720705,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,5,1.5,48,1,0.002857142857142857,19859,4.03081999393144,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1.5,48,1,0.002857142857142857,19872,4.124064755448898,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,5,1.5,48,1,0.002857142857142857,19886,4.672132717438933,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.5,48,1,0.002857142857142857,20084,4.03081999393144,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,3,1,48,1.25,0.002857142857142857,20279,1.2405396024934034,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,3,1,48,1.25,0.002857142857142857,20293,1.608388328806521,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,3,1,48,1.25,0.002857142857142857,20307,1.9931956593344629,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,3,1,48,1.25,0.002857142857142857,20308,2.318081409248047,0.85,2020-03-26,2021-05-17,42,8
1.375,0.375,3,1,48,1.25,0.002857142857142857,20320,2.0093685326971795,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,3,1,48,1.25,0.002857142857142857,20321,2.3553493258474707,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,3,1,48,1.25,0.002857142857142857,20322,2.749376503632598,0.85,2020-03-26,2021-05-17,42,8
1.25,0.4375,3,1,48,1.25,0.002857142857142857,20334,2.25619773281701,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,3,1,48,1.25,0.002857142857142857,20335,2.657224092687781,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,3,1,48,1.25,0.002857142857142857,20336,3.1147551449592887,0.85,2020-03-26,2021-05-17,42,8
1,0.5,3,1,48,1.25,0.002857142857142857,20347,2.0374099431507258,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,3,1,48,1.25,0.002857142857142857,20348,2.426802963171583,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,3,1,48,1.25,0.002857142857142857,20349,2.8734243348933455,0.85,2020-03-26,2021-05-17,42,8
1.375,0.5,3,1,48,1.25,0.002857142857142857,20350,3.3841592251139994,0.85,2020-03-26,2021-05-17,42,8
0.75,0.5625,3,1,48,1.25,0.002857142857142857,20360,1.7355623301524445,0.85,2020-03-26,2021-05-17,42,8
0.875,0.5625,3,1,48,1.25,0.002857142857142857,20361,2.0962987742493366,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,3,1,48,1.25,0.002857142857142857,20362,2.5135629532685164,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5625,3,1,48,1.25,0.002857142857142857,20363,2.993959091844424,0.85,2020-03-26,2021-05-17,42,8
0.5,0.625,3,1,48,1.25,0.002857142857142857,20373,1.395277039096517,0.85,2020-03-26,2021-05-17,42,8
0.625,0.625,3,1,48,1.25,0.002857142857142857,20374,1.7135310389483245,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,3,1,48,1.25,0.002857142857142857,20375,2.0862890563905374,0.85,2020-03-26,2021-05-17,42,8
1,0.625,3,1,48,1.25,0.002857142857142857,20377,3.021509968755865,0.85,2020-03-26,2021-05-17,42,8
0.25,0.6875,3,1,48,1.25,0.002857142857142857,20386,1.0589387224276268,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,3,1,48,1.25,0.002857142857142857,20387,1.3253232792057597,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,3,1,48,1.25,0.002857142857142857,20388,1.6426907771280925,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,3,1,48,1.25,0.002857142857142857,20401,1.2262574661069745,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,5,1,48,1.25,0.002857142857142857,20504,1.2405396024934034,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,5,1,48,1.25,0.002857142857142857,20518,1.608388328806521,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1,48,1.25,0.002857142857142857,20519,1.864508527869845,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,5,1,48,1.25,0.002857142857142857,20532,1.9931956593344629,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1,48,1.25,0.002857142857142857,20533,2.318081409248047,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,5,1,48,1.25,0.002857142857142857,20546,2.3553493258474707,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1,48,1.25,0.002857142857142857,20547,2.749376503632598,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,5,1,48,1.25,0.002857142857142857,20560,2.657224092687781,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,5,1,48,1.25,0.002857142857142857,20561,3.1147551449592887,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,5,1,48,1.25,0.002857142857142857,20562,3.6358235766316978,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,5,1,48,1.25,0.002857142857142857,20573,2.426802963171583,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,5,1,48,1.25,0.002857142857142857,20574,2.8734243348933455,0.85,2020-03-26,2021-05-17,42,8
1.375,0.5,5,1,48,1.25,0.002857142857142857,20575,3.3841592251139994,0.85,2020-03-26,2021-05-17,42,8
0.875,0.5625,5,1,48,1.25,0.002857142857142857,20586,2.0962987742493366,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,5,1,48,1.25,0.002857142857142857,20587,2.5135629532685164,0.85,2020-03-26,2021-05-17,42,8
0.625,0.625,5,1,48,1.25,0.002857142857142857,20599,1.7135310389483245,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,5,1,48,1.25,0.002857142857142857,20600,2.0862890563905374,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,5,1,48,1.25,0.002857142857142857,20612,1.3253232792057597,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,5,1,48,1.25,0.002857142857142857,20613,1.6426907771280925,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,5,1,48,1.25,0.002857142857142857,20626,1.2262574661069745,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,7,1,48,1.25,0.002857142857142857,20730,1.4340111199616106,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,7,1,48,1.25,0.002857142857142857,20743,1.608388328806521,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,7,1,48,1.25,0.002857142857142857,20744,1.864508527869845,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,7,1,48,1.25,0.002857142857142857,20757,1.9931956593344629,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,7,1,48,1.25,0.002857142857142857,20758,2.318081409248047,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1,48,1.25,0.002857142857142857,20759,2.6872133292876272,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,7,1,48,1.25,0.002857142857142857,20771,2.3553493258474707,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,7,1,48,1.25,0.002857142857142857,20772,2.749376503632598,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,7,1,48,1.25,0.002857142857142857,20785,2.657224092687781,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,7,1,48,1.25,0.002857142857142857,20787,3.6358235766316978,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,7,1,48,1.25,0.002857142857142857,20798,2.426802963171583,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,7,1,48,1.25,0.002857142857142857,20837,1.3253232792057597,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,3,1.1,48,1.25,0.002857142857142857,20954,1.364593562742744,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,3,1.1,48,1.25,0.002857142857142857,20955,1.5774122319577717,0.85,2020-03-26,2021-05-17,42,8
1.625,0.25,3,1.1,48,1.25,0.002857142857142857,20967,1.5212649068245703,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,3,1.1,48,1.25,0.002857142857142857,20969,2.05095938065683,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,3,1.1,48,1.25,0.002857142857142857,20983,2.549889550172852,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,3,1.1,48,1.25,0.002857142857142857,20996,2.590884258432218,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,3,1.1,48,1.25,0.002857142857142857,20997,3.0243141539958582,0.85,2020-03-26,2021-05-17,42,8
1.25,0.4375,3,1.1,48,1.25,0.002857142857142857,21009,2.4818175060987113,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,3,1.1,48,1.25,0.002857142857142857,21010,2.922946501956559,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,3,1.1,48,1.25,0.002857142857142857,21011,3.426230659455218,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,3,1.1,48,1.25,0.002857142857142857,21023,2.669483259488741,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,3,1.1,48,1.25,0.002857142857142857,21024,3.1607667683826803,0.85,2020-03-26,2021-05-17,42,8
1.375,0.5,3,1.1,48,1.25,0.002857142857142857,21025,3.7225751476253994,0.85,2020-03-26,2021-05-17,42,8
0.875,0.5625,3,1.1,48,1.25,0.002857142857142857,21036,2.3059286516742707,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,3,1.1,48,1.25,0.002857142857142857,21037,2.764919248595368,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5625,3,1.1,48,1.25,0.002857142857142857,21039,3.899453951148799,0.85,2020-03-26,2021-05-17,42,8
0.625,0.625,3,1.1,48,1.25,0.002857142857142857,21049,1.884884142843157,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,3,1.1,48,1.25,0.002857142857142857,21050,2.2949179620295914,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,3,1.1,48,1.25,0.002857142857142857,21062,1.4578556071263358,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,3,1.1,48,1.25,0.002857142857142857,21063,1.8069598548409018,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,3,1.1,48,1.25,0.002857142857142857,21076,1.348883212717672,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,5,1.1,48,1.25,0.002857142857142857,21179,1.364593562742744,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,5,1.1,48,1.25,0.002857142857142857,21180,1.5774122319577717,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,5,1.1,48,1.25,0.002857142857142857,21193,1.7692271616871733,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1.1,48,1.25,0.002857142857142857,21194,2.05095938065683,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,5,1.1,48,1.25,0.002857142857142857,21207,2.1925152252679094,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1.1,48,1.25,0.002857142857142857,21208,2.549889550172852,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,5,1.1,48,1.25,0.002857142857142857,21209,2.9559346622163902,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,5,1.1,48,1.25,0.002857142857142857,21221,2.590884258432218,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1.1,48,1.25,0.002857142857142857,21222,3.0243141539958582,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,5,1.1,48,1.25,0.002857142857142857,21235,2.922946501956559,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,5,1.1,48,1.25,0.002857142857142857,21236,3.426230659455218,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,5,1.1,48,1.25,0.002857142857142857,21237,3.999405934294868,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,5,1.1,48,1.25,0.002857142857142857,21248,2.669483259488741,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,5,1.1,48,1.25,0.002857142857142857,21249,3.1607667683826803,0.85,2020-03-26,2021-05-17,42,8
1.5,0.5,5,1.1,48,1.25,0.002857142857142857,21251,4.36354243718885,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,5,1.1,48,1.25,0.002857142857142857,21262,2.764919248595368,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,5,1.1,48,1.25,0.002857142857142857,21275,2.2949179620295914,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,5,1.1,48,1.25,0.002857142857142857,21287,1.4578556071263358,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,5,1.1,48,1.25,0.002857142857142857,21288,1.8069598548409018,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,5,1.1,48,1.25,0.002857142857142857,21301,1.348883212717672,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,7,1.1,48,1.25,0.002857142857142857,21404,1.364593562742744,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,7,1.1,48,1.25,0.002857142857142857,21419,2.05095938065683,0.85,2020-03-26,2021-05-17,42,8
2,0.25,7,1.1,48,1.25,0.002857142857142857,21420,2.3708219814506943,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,7,1.1,48,1.25,0.002857142857142857,21433,2.549889550172852,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.1,48,1.25,0.002857142857142857,21434,2.9559346622163902,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,7,1.1,48,1.25,0.002857142857142857,21447,3.0243141539958582,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,7,1.1,48,1.25,0.002857142857142857,21460,2.922946501956559,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,7,1.1,48,1.25,0.002857142857142857,21487,2.764919248595368,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,7,1.1,48,1.25,0.002857142857142857,21500,2.2949179620295914,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,7,1.1,48,1.25,0.002857142857142857,21513,1.8069598548409018,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,3,1.2,48,1.25,0.002857142857142857,21630,1.7208133439539326,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,3,1.2,48,1.25,0.002857142857142857,21644,2.2374102334438137,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,3,1.2,48,1.25,0.002857142857142857,21657,2.3918347912013553,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,3,1.2,48,1.25,0.002857142857142857,21658,2.7816976910976563,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,3,1.2,48,1.25,0.002857142857142857,21671,2.826419191016965,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,3,1.2,48,1.25,0.002857142857142857,21672,3.299251804359118,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,3,1.2,48,1.25,0.002857142857142857,21685,3.188668911225337,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,3,1.2,48,1.25,0.002857142857142857,21686,3.737706173951146,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,3,1.2,48,1.25,0.002857142857142857,21687,4.362988291958038,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5,3,1.2,48,1.25,0.002857142857142857,21698,2.912163555805899,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,3,1.2,48,1.25,0.002857142857142857,21699,3.4481092018720148,0.85,2020-03-26,2021-05-17,42,8
1.5,0.5,3,1.2,48,1.25,0.002857142857142857,21701,4.760228113296927,0.85,2020-03-26,2021-05-17,42,8
0.875,0.5625,3,1.2,48,1.25,0.002857142857142857,21711,2.515558529099204,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,3,1.2,48,1.25,0.002857142857142857,21712,3.0162755439222195,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,3,1.2,48,1.25,0.002857142857142857,21725,2.5035468676686445,0.85,2020-03-26,2021-05-17,42,8
0.375,0.6875,3,1.2,48,1.25,0.002857142857142857,21737,1.5903879350469114,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,3,1.2,48,1.25,0.002857142857142857,21738,1.971228932553711,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,3,1.2,48,1.25,0.002857142857142857,21751,1.4715089593283692,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,5,1.2,48,1.25,0.002857142857142857,21854,1.4886475229920841,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,5,1.2,48,1.25,0.002857142857142857,21855,1.7208133439539326,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1.2,48,1.25,0.002857142857142857,21869,2.2374102334438137,0.85,2020-03-26,2021-05-17,42,8
2,0.25,5,1.2,48,1.25,0.002857142857142857,21870,2.5863512524916663,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1.2,48,1.25,0.002857142857142857,21883,2.7816976910976563,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,5,1.2,48,1.25,0.002857142857142857,21884,3.2246559951451523,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1.2,48,1.25,0.002857142857142857,21897,3.299251804359118,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,5,1.2,48,1.25,0.002857142857142857,21910,3.188668911225337,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,5,1.2,48,1.25,0.002857142857142857,21911,3.737706173951146,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,5,1.2,48,1.25,0.002857142857142857,21912,4.362988291958038,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,5,1.2,48,1.25,0.002857142857142857,21924,3.4481092018720148,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,5,1.2,48,1.25,0.002857142857142857,21937,3.0162755439222195,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,5,1.2,48,1.25,0.002857142857142857,21950,2.5035468676686445,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,5,1.2,48,1.25,0.002857142857142857,21963,1.971228932553711,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,5,1.2,48,1.25,0.002857142857142857,21976,1.4715089593283692,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,7,1.2,48,1.25,0.002857142857142857,22094,2.2374102334438137,0.85,2020-03-26,2021-05-17,42,8
2,0.25,7,1.2,48,1.25,0.002857142857142857,22095,2.5863512524916663,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,7,1.2,48,1.25,0.002857142857142857,22108,2.7816976910976563,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.2,48,1.25,0.002857142857142857,22109,3.2246559951451523,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,7,1.2,48,1.25,0.002857142857142857,22122,3.299251804359118,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,7,1.2,48,1.25,0.002857142857142857,22149,3.4481092018720148,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,3,1.3,48,1.25,0.002857142857142857,22305,1.8642144559500937,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,3,1.3,48,1.25,0.002857142857142857,22318,2.0909048274484774,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,3,1.3,48,1.25,0.002857142857142857,22319,2.4238610862307985,0.85,2020-03-26,2021-05-17,42,8
1.625,0.3125,3,1.3,48,1.25,0.002857142857142857,22332,2.5911543571348017,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,3,1.3,48,1.25,0.002857142857142857,22333,3.013505832022461,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,3,1.3,48,1.25,0.002857142857142857,22334,3.4933773280739153,0.85,2020-03-26,2021-05-17,42,8
1.5,0.375,3,1.3,48,1.25,0.002857142857142857,22346,3.061954123601712,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,3,1.3,48,1.25,0.002857142857142857,22347,3.574189454722378,0.85,2020-03-26,2021-05-17,42,8
1.375,0.4375,3,1.3,48,1.25,0.002857142857142857,22360,3.454391320494115,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,3,1.3,48,1.25,0.002857142857142857,22361,4.049181688447075,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,3,1.3,48,1.25,0.002857142857142857,22362,4.726570649621207,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,3,1.3,48,1.25,0.002857142857142857,22374,3.7354516353613496,0.85,2020-03-26,2021-05-17,42,8
1.5,0.5,3,1.3,48,1.25,0.002857142857142857,22376,5.156913789405005,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,3,1.3,48,1.25,0.002857142857142857,22387,3.2676318392490717,0.85,2020-03-26,2021-05-17,42,8
0.75,0.625,3,1.3,48,1.25,0.002857142857142857,22400,2.7121757733076985,0.85,2020-03-26,2021-05-17,42,8
0.5,0.6875,3,1.3,48,1.25,0.002857142857142857,22413,2.13549801026652,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,3,1.3,48,1.25,0.002857142857142857,22426,1.594134705939067,0.85,2020-03-26,2021-05-17,42,8
1.875,0.1875,5,1.3,48,1.25,0.002857142857142857,22529,1.6127014832414246,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,5,1.3,48,1.25,0.002857142857142857,22530,1.8642144559500937,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,5,1.3,48,1.25,0.002857142857142857,22544,2.4238610862307985,0.85,2020-03-26,2021-05-17,42,8
2,0.25,5,1.3,48,1.25,0.002857142857142857,22545,2.8018805235326387,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,5,1.3,48,1.25,0.002857142857142857,22558,3.013505832022461,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,5,1.3,48,1.25,0.002857142857142857,22559,3.4933773280739153,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,5,1.3,48,1.25,0.002857142857142857,22572,3.574189454722378,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,5,1.3,48,1.25,0.002857142857142857,22586,4.049181688447075,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,5,1.3,48,1.25,0.002857142857142857,22599,3.7354516353613496,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5625,5,1.3,48,1.25,0.002857142857142857,22613,3.892146819397751,0.85,2020-03-26,2021-05-17,42,8
0.875,0.625,5,1.3,48,1.25,0.002857142857142857,22626,3.275901216774082,0.85,2020-03-26,2021-05-17,42,8
0.625,0.6875,5,1.3,48,1.25,0.002857142857142857,22639,2.6225918019646706,0.85,2020-03-26,2021-05-17,42,8
0.25,0.75,5,1.3,48,1.25,0.002857142857142857,22651,1.594134705939067,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,7,1.3,48,1.25,0.002857142857142857,22755,1.8642144559500937,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,7,1.3,48,1.25,0.002857142857142857,22769,2.4238610862307985,0.85,2020-03-26,2021-05-17,42,8
2,0.25,7,1.3,48,1.25,0.002857142857142857,22770,2.8018805235326387,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,7,1.3,48,1.25,0.002857142857142857,22784,3.4933773280739153,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,7,1.3,48,1.25,0.002857142857142857,22811,4.049181688447075,0.85,2020-03-26,2021-05-17,42,8
2,0.1875,3,1.4,48,1.25,0.002857142857142857,22980,2.0076155679462544,0.85,2020-03-26,2021-05-17,42,8
1.75,0.25,3,1.4,48,1.25,0.002857142857142857,22993,2.2517436603291294,0.85,2020-03-26,2021-05-17,42,8
1.875,0.25,3,1.4,48,1.25,0.002857142857142857,22994,2.610311939017783,0.85,2020-03-26,2021-05-17,42,8
2,0.25,3,1.4,48,1.25,0.002857142857142857,22995,3.0174097945736107,0.85,2020-03-26,2021-05-17,42,8
1.75,0.3125,3,1.4,48,1.25,0.002857142857142857,23008,3.2453139729472658,0.85,2020-03-26,2021-05-17,42,8
1.875,0.3125,3,1.4,48,1.25,0.002857142857142857,23009,3.762098661002678,0.85,2020-03-26,2021-05-17,42,8
1.625,0.375,3,1.4,48,1.25,0.002857142857142857,23022,3.8491271050856373,0.85,2020-03-26,2021-05-17,42,8
1.5,0.4375,3,1.4,48,1.25,0.002857142857142857,23036,4.3606572029430035,0.85,2020-03-26,2021-05-17,42,8
1.625,0.4375,3,1.4,48,1.25,0.002857142857142857,23037,5.090153007284377,0.85,2020-03-26,2021-05-17,42,8
1.25,0.5,3,1.4,48,1.25,0.002857142857142857,23049,4.022794068850684,0.85,2020-03-26,2021-05-17,42,8
1,0.5625,3,1.4,48,1.25,0.002857142857142857,23062,3.518988134575923,0.85,2020-03-26,2021-05-17,42,8
1.125,0.5625,3,1.4,48,1.25,0.002857142857142857,23063,4.191542728582193,0.85,2020-03-26,2021-05-17,42,8
