agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
2,1,8833,160690,7246,0.0451
2,2,8833,160343,6425,0.0401
2,3,8833,29612,1371,0.0463
3,1,8833,60578,2017,0.0333
3,2,8833,145326,5295,0.0364
3,3,8833,40281,1820,0.0452
4,1,8833,20657,704,0.0341
4,2,8833,137891,5324,0.0386
4,3,8833,93745,4042,0.0431
5,1,8833,6231,209,0.0336
5,2,8833,132997,5347,0.0402
5,3,8833,161756,7679,0.0475
6,1,8833,858,29,0.0343
6,2,8833,63716,2950,0.0463
6,3,8833,154930,7690,0.0496
7,1,8833,102,4,0.0352
7,2,8833,29950,1571,0.0524
7,3,8833,132028,6750,0.0511
8,1,8833,12,0,0.0393
8,2,8833,31074,1632,0.0525
8,3,8833,1309804,67904,0.0518
9,1,8833,0,0,NA
9,2,8833,3349,211,0.0629
9,3,8833,1036831,55097,0.0531
10,1,8833,0,0,NA
10,2,8833,829,136,0.1646
10,3,8833,548184,29443,0.0537
11,1,8833,0,0,NA
11,2,8833,1071,246,0.2292
11,3,8833,340848,18374,0.053900000000000003
1,1,9029,495761,52928,0.1068
1,2,9029,121514,10848,0.0893
1,3,9029,10773,1278,0.1187
2,1,9029,162963,23042,0.1414
2,2,9029,168891,18603,0.1101
2,3,9029,38164,4138,0.1084
3,1,9029,63145,8593,0.1361
3,2,9029,158078,18442,0.1167
3,3,9029,58490,6539,0.1118
4,1,9029,21611,3033,0.1403
4,2,9029,139796,18197,0.1302
4,3,9029,139906,14160,0.1012
5,1,9029,6282,899,0.1431
5,2,9029,134276,17560,0.1308
5,3,9029,280704,31946,0.1138
6,1,9029,831,121,0.1461
6,2,9029,61104,8010,0.1311
6,3,9029,297470,35161,0.1182
7,1,9029,94,14,0.149
7,2,9029,26240,3433,0.1308
7,3,9029,281821,34277,0.1216
8,1,9029,10,2,0.1542
8,2,9029,18542,2554,0.1377
8,3,9029,2833198,344711,0.1217
9,1,9029,0,0,NA
9,2,9029,1420,196,0.1377
9,3,9029,2829833,370018,0.1308
10,1,9029,0,0,NA
10,2,9029,178,24,0.1333
10,3,9029,1719688,226870,0.1319
11,1,9029,0,0,NA
11,2,9029,120,16,0.1308
11,3,9029,1219514,161660,0.1326
1,1,9030,481478,21020,0.0437
1,2,9030,61676,3344,0.0542
1,3,9030,1458,63,0.0432
2,1,9030,198663,8564,0.0431
2,2,9030,116678,5437,0.0466
2,3,9030,6195,258,0.0416
3,1,9030,83812,3237,0.0386
3,2,9030,119791,5933,0.0495
3,3,9030,10114,425,0.0421
4,1,9030,32095,1314,0.0409
4,2,9030,149782,7059,0.0471
4,3,9030,30648,1407,0.0459
5,1,9030,10454,447,0.0428
5,2,9030,165810,9608,0.0579
5,3,9030,64467,3382,0.0525
6,1,9030,1571,72,0.0461
6,2,9030,93488,5946,0.0636
6,3,9030,72707,4093,0.0563
7,1,9030,203,10,0.0512
7,2,9030,50866,3267,0.0642
7,3,9030,70992,4148,0.0584
8,1,9030,27,2,0.0707
8,2,9030,64067,3897,0.0608
8,3,9030,803641,48091,0.0598
9,1,9030,0,0,0.1739
9,2,9030,7878,526,0.0667
9,3,9030,700955,42358,0.0604
10,1,9030,0,0,NA
10,2,9030,1426,172,0.1207
10,3,9030,415208,25356,0.0611
11,1,9030,0,0,NA
11,2,9030,822,161,0.1953
11,3,9030,290709,17817,0.0613
1,1,9044,514397,27455,0.0534
1,2,9044,114668,4614,0.0402
1,3,9044,8547,472,0.0553
2,1,9044,168437,8515,0.0506
2,2,9044,163070,6936,0.0425
2,3,9044,29315,1465,0.05
3,1,9044,65527,2822,0.0431
3,2,9044,151833,6339,0.0418
3,3,9044,42402,2132,0.0503
4,1,9044,22708,1020,0.0449
4,2,9044,142144,6583,0.0463
4,3,9044,103723,4823,0.0465
5,1,9044,6767,307,0.0454
5,2,9044,137940,6475,0.0469
5,3,9044,192033,10243,0.0533
6,1,9044,922,43,0.0466
6,2,9044,64670,3298,0.051
6,3,9044,194185,10873,0.056
7,1,9044,108,5,0.0488
7,2,9044,29042,1675,0.0577
7,3,9044,174564,10093,0.0578
8,1,9044,12,1,0.0517
8,2,9044,24401,1549,0.0635
8,3,9044,1758220,102832,0.0585
9,1,9044,0,0,NA
9,2,9044,2094,134,0.064
9,3,9044,1518989,92461,0.0609
10,1,9044,0,0,NA
10,2,9044,267,19,0.0717
10,3,9044,860381,52944,0.0615
11,1,9044,0,0,NA
11,2,9044,149,16,0.1096
11,3,9044,571295,35339,0.0619
1,1,9058,521303,25002,0.048
1,2,9058,142399,4915,0.0345
1,3,9058,21992,759,0.0345
2,1,9058,151516,6198,0.0409
2,2,9058,174996,6411,0.0366
2,3,9058,64156,1992,0.0311
3,1,9058,56948,1874,0.0329
3,2,9058,156270,5451,0.0349
3,3,9058,90153,2912,0.0323
4,1,9058,18878,653,0.0346
4,2,9058,130409,4887,0.0375
4,3,9058,178444,5517,0.0309
5,1,9058,5435,189,0.0348
5,2,9058,125213,4565,0.0365
5,3,9058,338734,11435,0.0338
6,1,9058,712,25,0.0358
6,2,9058,56843,2059,0.0362
6,3,9058,331687,11905,0.0359
7,1,9058,80,3,0.0368
7,2,9058,24430,890,0.0364
7,3,9058,290229,10927,0.0376
8,1,9058,9,0,0.0444
8,2,9058,17911,727,0.0406
8,3,9058,2795059,105935,0.0379
9,1,9058,0,0,NA
9,2,9058,1425,61,0.043
9,3,9058,2489573,100831,0.0405
10,1,9058,0,0,NA
10,2,9058,188,8,0.042
10,3,9058,1343570,55023,0.041
11,1,9058,0,0,NA
11,2,9058,122,6,0.0489
11,3,9058,845096,34833,0.0412
1,1,9059,516053,15232,0.0295
1,2,9059,97403,2183,0.0224
1,3,9059,5217,112,0.0215
2,1,9059,180841,3533,0.0195
2,2,9059,146560,2678,0.0183
2,3,9059,17355,334,0.0193
3,1,9059,73484,968,0.0132
3,2,9059,136620,2439,0.0179
3,3,9059,23892,449,0.0188
4,1,9059,26740,363,0.0136
4,2,9059,141812,2562,0.0181
4,3,9059,58293,1122,0.0192
5,1,9059,8568,116,0.0135
5,2,9059,143854,3158,0.022
5,3,9059,101270,2159,0.0213
6,1,9059,1257,18,0.0142
6,2,9059,73798,1820,0.0247
6,3,9059,98054,2211,0.0225
7,1,9059,159,3,0.0157
7,2,9059,37326,896,0.024
7,3,9059,83904,1948,0.0232
8,1,9059,21,0,0.0232
8,2,9059,47630,967,0.0203
8,3,9059,855013,19795,0.0232
9,1,9059,0,0,2
9,2,9059,6662,281,0.0422
9,3,9059,661498,15360,0.0232
10,1,9059,0,0,NA
10,2,9059,2634,367,0.1395
10,3,9059,345708,8061,0.0233
11,1,9059,0,0,NA
11,2,9059,3410,564,0.1653
11,3,9059,213525,4948,0.0232
1,1,9255,509998,29517,0.0579
1,2,9255,93670,5590,0.0597
1,3,9255,3843,270,0.0702
2,1,9255,178186,10121,0.0568
2,2,9255,149947,7819,0.0521
2,3,9255,14962,966,0.0646
3,1,9255,69774,3551,0.0509
3,2,9255,143163,7742,0.0541
3,3,9255,23138,1471,0.0636
4,1,9255,24814,1317,0.0531
4,2,9255,151068,8397,0.0556
4,3,9255,64783,4081,0.063
5,1,9255,7338,399,0.0544
5,2,9255,149523,9167,0.0613
5,3,9255,127091,8892,0.07
6,1,9255,1011,57,0.0562
6,2,9255,73454,5090,0.0693
6,3,9255,136787,10000,0.0731
7,1,9255,119,7,0.0585
7,2,9255,34583,2664,0.077
7,3,9255,129729,9741,0.0751
8,1,9255,14,1,0.0626
8,2,9255,30990,2438,0.0787
8,3,9255,1367876,104184,0.0762
9,1,9255,0,0,NA
9,2,9255,2742,222,0.0808
9,3,9255,1219160,95433,0.0783
10,1,9255,0,0,NA
10,2,9255,332,30,0.089
10,3,9255,730483,57760,0.0791
11,1,9255,0,0,NA
11,2,9255,154,18,0.1152
11,3,9255,514349,40846,0.0794
1,1,9269,523896,29618,0.0565
1,2,9269,141818,6399,0.0451
1,3,9269,17433,899,0.0516
2,1,9269,150511,7872,0.0523
2,2,9269,176746,8475,0.048
2,3,9269,54105,2472,0.0457
3,1,9269,55391,2524,0.0456
3,2,9269,156563,7296,0.0466
3,3,9269,76978,3566,0.0463
4,1,9269,18189,868,0.0477
4,2,9269,131745,6604,0.0501
4,3,9269,165473,7110,0.043
5,1,9269,5022,244,0.0486
5,2,9269,124153,6085,0.049
5,3,9269,314105,14665,0.0467
6,1,9269,642,32,0.0502
6,2,9269,56141,2745,0.0489
6,3,9269,316872,15416,0.0487
7,1,9269,70,4,0.0522
7,2,9269,24077,1178,0.0489
7,3,9269,287183,14428,0.0502
8,1,9269,7,0,0.0578
8,2,9269,17208,904,0.0525
8,3,9269,2818122,141496,0.0502
9,1,9269,0,0,NA
9,2,9269,1340,74,0.0556
9,3,9269,2653662,142062,0.0535
10,1,9269,0,0,NA
10,2,9269,176,9,0.0538
10,3,9269,1520695,82186,0.054
11,1,9269,0,0,NA
11,2,9269,120,6,0.0528
11,3,9269,1016260,55225,0.0543
1,1,9270,516112,18521,0.0359
1,2,9270,86343,3097,0.0359
1,3,9270,3094,107,0.0346
2,1,9270,183137,4883,0.0267
2,2,9270,138646,4121,0.0297
2,3,9270,11269,354,0.0314
3,1,9270,73194,1504,0.0205
3,2,9270,130948,3996,0.0305
3,3,9270,16454,504,0.0306
4,1,9270,26691,576,0.0216
4,2,9270,145543,4304,0.0296
4,3,9270,44001,1415,0.0322
5,1,9270,8286,180,0.0217
5,2,9270,150432,5350,0.0356
5,3,9270,81698,2886,0.0353
6,1,9270,1200,27,0.0228
6,2,9270,79665,3145,0.0395
6,3,9270,84260,3136,0.0372
7,1,9270,150,4,0.0242
7,2,9270,41283,1637,0.0397
7,3,9270,76437,2924,0.0383
8,1,9270,19,1,0.029
8,2,9270,50964,1857,0.0364
8,3,9270,812137,31408,0.0387
9,1,9270,0,0,NA
9,2,9270,6408,309,0.0482
9,3,9270,665125,25900,0.0389
10,1,9270,0,0,NA
10,2,9270,1550,200,0.1292
10,3,9270,370059,14553,0.0393
11,1,9270,0,0,NA
11,2,9270,1404,266,0.1892
11,3,9270,243466,9598,0.0394
1,1,9284,543829,21252,0.0391
1,2,9284,129382,3588,0.0277
1,3,9284,11437,377,0.033
2,1,9284,159632,3732,0.0234
2,2,9284,168779,4120,0.0244
2,3,9284,35094,1008,0.0287
3,1,9284,59739,938,0.0157
3,2,9284,149480,3155,0.0211
3,3,9284,46753,1306,0.0279
4,1,9284,20204,328,0.0162
4,2,9284,135987,2982,0.0219
4,3,9284,106358,2819,0.0265
5,1,9284,5866,95,0.0162
5,2,9284,129828,2883,0.0222
5,3,9284,181227,5232,0.0289
6,1,9284,793,13,0.0168
6,2,9284,60946,1575,0.0258
6,3,9284,172556,5176,0.03
7,1,9284,93,2,0.0168
7,2,9284,27734,849,0.0306
7,3,9284,146692,4513,0.0308
8,1,9284,11,0,0.0195
8,2,9284,25845,808,0.0313
8,3,9284,1441678,44722,0.031
9,1,9284,0,0,NA
9,2,9284,2468,85,0.0346
9,3,9284,1148287,36424,0.0317
10,1,9284,0,0,NA
10,2,9284,444,49,0.1103
10,3,9284,608775,19501,0.032
11,1,9284,0,0,NA
11,2,9284,493,104,0.2114
11,3,9284,379094,12190,0.0322
1,1,9494,505314,33879,0.067
1,2,9494,102428,5642,0.0551
1,3,9494,5959,414,0.0695
2,1,9494,164685,10036,0.0609
2,2,9494,155447,7884,0.0507
2,3,9494,21080,1326,0.0629
3,1,9494,62306,3093,0.0496
3,2,9494,143973,7162,0.0497
3,3,9494,30452,1870,0.0614
4,1,9494,21298,1092,0.0513
4,2,9494,143182,7544,0.0527
4,3,9494,77581,4594,0.0592
5,1,9494,6365,325,0.051
5,2,9494,139069,7764,0.0558
5,3,9494,141772,9225,0.0651
6,1,9494,868,45,0.0522
6,2,9494,67349,4232,0.0628
6,3,9494,143487,9732,0.0678
7,1,9494,102,5,0.0532
7,2,9494,31755,2228,0.0702
7,3,9494,128792,8977,0.0697
8,1,9494,12,1,0.0606
8,2,9494,30779,2207,0.0717
8,3,9494,1316605,93120,0.0707
9,1,9494,0,0,NA
9,2,9494,2991,230,0.0767
9,3,9494,1104839,80352,0.0727
10,1,9494,0,0,NA
10,2,9494,442,51,0.1154
10,3,9494,621732,45722,0.0735
11,1,9494,0,0,NA
11,2,9494,287,58,0.2014
11,3,9494,411474,30406,0.0739
1,1,9537,528057,18471,0.035
1,2,9537,123469,2718,0.022
1,3,9537,14223,259,0.0182
2,1,9537,160448,2592,0.0162
2,2,9537,161383,2598,0.0161
2,3,9537,39258,576,0.0147
3,1,9537,62184,364,0.0059
3,2,9537,144029,1546,0.0107
3,3,9537,48716,645,0.0132
4,1,9537,21696,104,0.0048
4,2,9537,131313,1298,0.0099
4,3,9537,98476,1221,0.0124
5,1,9537,6933,28,0.0041
5,2,9537,127359,1174,0.0092
5,3,9537,152789,1917,0.0125
6,1,9537,1006,4,0.0043
6,2,9537,61128,603,0.0099
6,3,9537,131569,1680,0.0128
7,1,9537,128,1,0.0056
7,2,9537,29260,275,0.0094
7,3,9537,100713,1298,0.0129
8,1,9537,19,0,0.0073
8,2,9537,39494,322,0.0082
8,3,9537,944192,11417,0.0121
9,1,9537,0,0,0
9,2,9537,8148,545,0.0669
9,3,9537,651932,7863,0.0121
10,1,9537,0,0,NA
10,2,9537,8420,1118,0.1328
10,3,9537,299768,3453,0.0115
11,1,9537,0,0,NA
11,2,9537,13559,1650,0.1217
11,3,9537,161864,1679,0.0104
1,1,22545,510713,24520,0.048
1,2,22545,82368,3220,0.0391
1,3,22545,3393,174,0.0512
2,1,22545,173998,8171,0.047
2,2,22545,132254,4923,0.0372
2,3,22545,12632,619,0.049
3,1,22545,69200,2800,0.0405
3,2,22545,131532,5189,0.0395
3,3,22545,19179,954,0.0498
4,1,22545,24489,1050,0.0429
4,2,22545,139884,5971,0.0427
4,3,22545,51337,2550,0.0497
5,1,22545,7523,330,0.0439
5,2,22545,154380,7437,0.0482
5,3,22545,101740,5718,0.0562
6,1,22545,1053,48,0.0457
6,2,22545,85084,4760,0.0559
6,3,22545,108965,6427,0.059
7,1,22545,126,6,0.0476
7,2,22545,45547,2877,0.0632
7,3,22545,101866,6185,0.0607
8,1,22545,15,1,0.0512
8,2,22545,54518,3521,0.0646
8,3,22545,1117214,69597,0.0623
9,1,22545,0,0,NA
9,2,22545,6328,428,0.0677
9,3,22545,961231,60681,0.0631
10,1,22545,0,0,NA
10,2,22545,898,105,0.1173
10,3,22545,541494,34602,0.0639
11,1,22545,0,0,NA
11,2,22545,533,118,0.2223
11,3,22545,358346,23010,0.0642
1,1,22558,487303,21318,0.0437
1,2,22558,124954,4018,0.0322
1,3,22558,19758,593,0.03
2,1,22558,137419,5738,0.0418
2,2,22558,156409,5645,0.0361
2,3,22558,56817,1796,0.0316
3,1,22558,51439,1805,0.0351
3,2,22558,145986,5316,0.0364
3,3,22558,87052,2776,0.0319
4,1,22558,16811,625,0.0372
4,2,22558,125767,4878,0.0388
4,3,22558,155538,5417,0.0348
5,1,22558,4783,181,0.0379
5,2,22558,136204,5357,0.0393
5,3,22558,347069,11734,0.0338
6,1,22558,616,24,0.0392
6,2,22558,71026,2836,0.0399
6,3,22558,365811,12652,0.0346
7,1,22558,68,3,0.0412
7,2,22558,35773,1432,0.04
7,3,22558,342239,12203,0.0357
8,1,22558,7,0,0.0441
8,2,22558,32997,1371,0.0416
8,3,22558,3408198,124114,0.0364
9,1,22558,0,0,NA
9,2,22558,3249,128,0.0395
9,3,22558,3653091,139230,0.0381
10,1,22558,0,0,NA
10,2,22558,272,11,0.0405
10,3,22558,2015027,77528,0.0385
11,1,22558,0,0,NA
11,2,22558,127,5,0.0398
11,3,22558,1284424,49701,0.0387
1,1,22559,524274,23523,0.0449
1,2,22559,108595,3338,0.0307
1,3,22559,9748,395,0.0405
2,1,22559,154459,5974,0.0387
2,2,22559,148436,4851,0.0327
2,3,22559,30961,1149,0.0371
3,1,22559,58540,1784,0.0305
3,2,22559,142345,4513,0.0317
3,3,22559,44174,1742,0.0394
4,1,22559,19612,635,0.0324
4,2,22559,131319,4601,0.035
4,3,22559,99182,3512,0.0354
5,1,22559,5746,187,0.0326
5,2,22559,142748,4974,0.0348
5,3,22559,189247,8030,0.0424
6,1,22559,767,26,0.0338
6,2,22559,75235,2747,0.0365
6,3,22559,191332,8597,0.0449
7,1,22559,88,3,0.0348
7,2,22559,38239,1547,0.0405
7,3,22559,170559,7943,0.0466
8,1,22559,10,0,0.0365
8,2,22559,40130,1895,0.0472
8,3,22559,1757512,83145,0.0473
9,1,22559,0,0,NA
9,2,22559,4251,217,0.0511
9,3,22559,1515245,74048,0.0489
10,1,22559,0,0,NA
10,2,22559,469,32,0.0691
10,3,22559,813185,40221,0.0495
11,1,22559,0,0,NA
11,2,22559,244,42,0.1726
11,3,22559,509468,25347,0.0498
1,1,22572,486904,14161,0.0291
1,2,22572,132432,2416,0.0182
1,3,22572,25074,350,0.014
2,1,22572,131256,2583,0.0197
2,2,22572,158685,2799,0.0176
2,3,22572,66914,947,0.0141
3,1,22572,48757,634,0.013
3,2,22572,145246,2256,0.0155
3,3,22572,103651,1398,0.0135
4,1,22572,15820,215,0.0136
4,2,22572,123082,2021,0.0164
4,3,22572,166956,2495,0.0149
5,1,22572,4514,60,0.0133
5,2,22572,133327,2093,0.0157
5,3,22572,388301,5358,0.0138
6,1,22572,583,8,0.014
6,2,22572,69544,1089,0.0157
6,3,22572,408834,5594,0.0137
7,1,22572,65,1,0.0151
7,2,22572,35110,548,0.0156
7,3,22572,379893,5263,0.0139
8,1,22572,7,0,0.0114
8,2,22572,32459,523,0.0161
8,3,22572,3724552,52805,0.0142
9,1,22572,0,0,NA
9,2,22572,3200,49,0.0153
9,3,22572,4007941,58170,0.0145
10,1,22572,0,0,NA
10,2,22572,270,4,0.0156
10,3,22572,2103346,30764,0.0146
11,1,22572,0,0,NA
11,2,22572,126,2,0.0147
11,3,22572,1269834,18667,0.0147
1,1,22586,497775,12764,0.0256
1,2,22586,137907,2132,0.0155
1,3,22586,28781,299,0.0104
2,1,22586,127702,1809,0.0142
2,2,22586,159983,2138,0.0134
2,3,22586,73065,716,0.0098
3,1,22586,46928,367,0.0078
3,2,22586,144080,1504,0.0104
3,3,22586,112180,994,0.0089
4,1,22586,15141,121,0.008
4,2,22586,120947,1305,0.0108
4,3,22586,172269,1676,0.0097
5,1,22586,4335,33,0.0076
5,2,22586,131145,1280,0.0098
5,3,22586,403772,3523,0.0087
6,1,22586,564,4,0.0079
6,2,22586,68554,655,0.0096
6,3,22586,421549,3607,0.0086
7,1,22586,63,1,0.0084
7,2,22586,34688,327,0.0094
7,3,22586,384877,3338,0.0087
8,1,22586,7,0,0.01
8,2,22586,32364,317,0.0098
8,3,22586,3728164,33292,0.0089
9,1,22586,0,0,NA
9,2,22586,3207,31,0.0095
9,3,22586,3817153,34849,0.0091
10,1,22586,0,0,NA
10,2,22586,284,3,0.0096
10,3,22586,1892679,17404,0.0092
11,1,22586,0,0,NA
11,2,22586,131,3,0.0211
11,3,22586,1076169,9948,0.0092
1,1,22599,460042,6797,0.0148
1,2,22599,144646,1220,0.0084
1,3,22599,33988,152,0.0045
2,1,22599,118698,790,0.0067
2,2,22599,161986,983,0.0061
2,3,22599,81779,265,0.0032
3,1,22599,44177,91,0.0021
3,2,22599,143789,486,0.0034
3,3,22599,125840,247,0.002
4,1,22599,14444,22,0.0015
4,2,22599,118816,377,0.0032
4,3,22599,181433,366,0.002
5,1,22599,4225,4,0.001
5,2,22599,128979,231,0.0018
5,3,22599,446249,491,0.0011
6,1,22599,559,0,7e-4
6,2,22599,67329,79,0.0012
6,3,22599,489097,391,8e-4
7,1,22599,64,0,3e-4
7,2,22599,34126,28,8e-4
7,3,22599,476146,307,6e-4
8,1,22599,7,0,0
8,2,22599,31638,18,6e-4
8,3,22599,4616291,2488,5e-4
9,1,22599,0,0,NA
9,2,22599,3123,2,6e-4
9,3,22599,5506902,3586,7e-4
10,1,22599,0,0,NA
10,2,22599,262,0,0.0012
10,3,22599,2659143,1667,6e-4
11,1,22599,0,0,NA
11,2,22599,126,1,0.0072
11,3,22599,1453985,878,6e-4
1,1,22613,495204,9325,0.0188
1,2,22613,147969,1788,0.0121
1,3,22613,36677,266,0.0073
2,1,22613,119815,972,0.0081
2,2,22613,161993,1387,0.0086
2,3,22613,85577,451,0.0053
3,1,22613,43897,113,0.0026
3,2,22613,141939,690,0.0049
3,3,22613,128450,442,0.0034
4,1,22613,14297,30,0.0021
4,2,22613,117085,518,0.0044
4,3,22613,183337,656,0.0036
5,1,22613,4197,7,0.0016
5,2,22613,127504,372,0.0029
5,3,22613,442053,1080,0.0024
6,1,22613,563,1,0.0017
6,2,22613,66911,158,0.0024
6,3,22613,473059,991,0.0021
7,1,22613,66,0,0.0015
7,2,22613,34010,70,0.0021
7,3,22613,438857,850,0.0019
8,1,22613,8,0,0.0013
8,2,22613,32062,65,0.002
8,3,22613,4175518,8017,0.0019
9,1,22613,0,0,NA
9,2,22613,3202,6,0.0018
9,3,22613,4241817,7890,0.0019
10,1,22613,0,0,NA
10,2,22613,316,6,0.0175
10,3,22613,1899962,3517,0.0019
11,1,22613,0,0,NA
11,2,22613,479,112,0.234
11,3,22613,964352,1766,0.0018
1,1,22626,482623,7478,0.0155
1,2,22626,151183,1667,0.011
1,3,22626,40059,297,0.0074
2,1,22626,117114,780,0.0067
2,2,22626,162193,1202,0.0074
2,3,22626,90685,451,0.005
3,1,22626,43398,82,0.0019
3,2,22626,141030,545,0.0039
3,3,22626,134654,375,0.0028
4,1,22626,14358,19,0.0013
4,2,22626,115741,376,0.0033
4,3,22626,187683,493,0.0026
5,1,22626,4309,4,8e-4
5,2,22626,126591,217,0.0017
5,3,22626,455034,608,0.0013
6,1,22626,590,0,7e-4
6,2,22626,66574,71,0.0011
6,3,22626,494691,453,9e-4
7,1,22626,70,0,7e-4
7,2,22626,33914,25,7e-4
7,3,22626,473418,333,7e-4
8,1,22626,8,0,0.0012
8,2,22626,32043,18,5e-4
8,3,22626,4509532,2675,6e-4
9,1,22626,0,0,NA
9,2,22626,3211,3,8e-4
9,3,22626,4744742,3288,7e-4
10,1,22626,0,0,NA
10,2,22626,392,30,0.0754
10,3,22626,2033219,1359,7e-4
11,1,22626,0,0,NA
11,2,22626,1896,468,0.2466
11,3,22626,977727,826,8e-4
1,1,22639,482572,6963,0.0144
1,2,22639,152494,1818,0.0119
1,3,22639,42562,401,0.0094
2,1,22639,118014,718,0.0061
2,2,22639,161510,1251,0.0077
2,3,22639,94232,573,0.0061
3,1,22639,44268,77,0.0017
3,2,22639,139926,547,0.0039
3,3,22639,138353,459,0.0033
4,1,22639,14890,19,0.0013
4,2,22639,114807,360,0.0031
4,3,22639,189965,571,0.003
5,1,22639,4573,4,9e-4
5,2,22639,126403,207,0.0016
5,3,22639,459910,708,0.0015
6,1,22639,641,1,9e-4
6,2,22639,66730,72,0.0011
6,3,22639,500399,538,0.0011
7,1,22639,78,0,4e-4
7,2,22639,34002,28,8e-4
7,3,22639,481539,400,8e-4
8,1,22639,10,0,0
8,2,22639,32465,22,7e-4
8,3,22639,4571123,3341,7e-4
9,1,22639,0,0,NA
9,2,22639,3324,5,0.0015
9,3,22639,4663258,3709,8e-4
10,1,22639,1,0,0.6055
10,2,22639,1608,364,0.2266
10,3,22639,1889026,1619,9e-4
11,1,22639,134,42,0.3164
11,2,22639,12331,2388,0.1936
11,3,22639,848251,1964,0.0023
1,1,22651,452788,4638,0.0102
1,2,22651,151388,1610,0.0106
1,3,22651,44037,464,0.0105
2,1,22651,119258,546,0.0046
2,2,22651,160164,1076,0.0067
2,3,22651,96302,629,0.0065
3,1,22651,46253,75,0.0016
3,2,22651,139590,455,0.0033
3,3,22651,141334,492,0.0035
4,1,22651,16007,23,0.0014
4,2,22651,114868,288,0.0025
4,3,22651,191605,580,0.003
5,1,22651,5076,7,0.0014
5,2,22651,127543,185,0.0015
5,3,22651,467987,756,0.0016
6,1,22651,727,1,0.0016
6,2,22651,67491,74,0.0011
6,3,22651,512684,610,0.0012
7,1,22651,91,0,0.0018
7,2,22651,34431,32,9e-4
7,3,22651,512334,487,0.001
8,1,22651,12,0,0.0017
8,2,22651,32827,28,9e-4
8,3,22651,4971726,4122,8e-4
9,1,22651,1,1,0.4747
9,2,22651,3576,78,0.0217
9,3,22651,5548447,4414,8e-4
10,1,22651,410,123,0.2998
10,2,22651,9832,2208,0.2246
10,3,22651,2166568,3254,0.0015
11,1,22651,5926,1157,0.1953
11,2,22651,44269,6464,0.146
11,3,22651,898954,6438,0.0072
1,1,22769,489702,24397,0.0498
1,2,22769,126316,4991,0.0395
1,3,22769,17174,665,0.0387
2,1,22769,134511,6508,0.0484
2,2,22769,158531,6904,0.0435
2,3,22769,51835,1982,0.0382
3,1,22769,49017,2083,0.0425
3,2,22769,146428,6406,0.0437
3,3,22769,78686,3035,0.0386
4,1,22769,15763,701,0.0445
4,2,22769,126229,5848,0.0463
4,3,22769,151981,6125,0.0403
5,1,22769,4278,196,0.0458
5,2,22769,134411,6233,0.0464
5,3,22769,330849,13198,0.0399
6,1,22769,534,26,0.0478
6,2,22769,69779,3264,0.0468
6,3,22769,354060,14373,0.0406
7,1,22769,57,3,0.0494
7,2,22769,35041,1640,0.0468
7,3,22769,338806,14006,0.0413
8,1,22769,6,0,0.0543
8,2,22769,32071,1542,0.0481
8,3,22769,3409918,142342,0.0417
9,1,22769,0,0,NA
9,2,22769,3148,140,0.0445
9,3,22769,3834729,165187,0.0431
10,1,22769,0,0,NA
10,2,22769,256,12,0.0463
10,3,22769,2236386,97035,0.0434
11,1,22769,0,0,NA
11,2,22769,126,6,0.0448
11,3,22769,1510116,65796,0.0436
1,1,22770,527264,32053,0.0608
1,2,22770,105218,5220,0.0496
1,3,22770,6849,524,0.0765
2,1,22770,154736,9931,0.0642
2,2,22770,148340,8158,0.055
2,3,22770,23478,1653,0.0704
3,1,22770,57450,3293,0.0573
3,2,22770,141263,7855,0.0556
3,3,22770,34513,2491,0.0722
4,1,22770,19118,1169,0.0612
4,2,22770,134128,8296,0.0619
4,3,22770,84875,5594,0.0659
5,1,22770,5381,337,0.0626
5,2,22770,143480,8947,0.0624
5,3,22770,165227,12564,0.076
6,1,22770,702,45,0.0647
6,2,22770,75834,4933,0.0651
6,3,22770,173848,13818,0.0795
7,1,22770,79,5,0.067
7,2,22770,38715,2714,0.0701
7,3,22770,161502,13206,0.0818
8,1,22770,9,1,0.0748
8,2,22770,39651,3125,0.0788
8,3,22770,1702612,140917,0.0828
9,1,22770,0,0,NA
9,2,22770,4094,363,0.0887
9,3,22770,1541971,132190,0.0857
10,1,22770,0,0,NA
10,2,22770,410,37,0.09
10,3,22770,878585,76206,0.0867
11,1,22770,0,0,NA
11,2,22770,155,17,0.1131
11,3,22770,584850,51019,0.0872
1,1,22784,531834,25312,0.0476
1,2,22784,126118,4500,0.0357
1,3,22784,15779,623,0.0395
2,1,22784,137675,5413,0.0393
2,2,22784,157413,5890,0.0374
2,3,22784,46393,1678,0.0362
3,1,22784,49184,1561,0.0317
3,2,22784,144158,5246,0.0364
3,3,22784,65875,2524,0.0383
4,1,22784,15660,533,0.0341
4,2,22784,125829,4889,0.0389
4,3,22784,133616,4782,0.0358
5,1,22784,4262,147,0.0346
5,2,22784,134275,5206,0.0388
5,3,22784,263003,10596,0.0403
6,1,22784,538,19,0.0361
6,2,22784,70149,2748,0.0392
6,3,22784,267179,11487,0.043
7,1,22784,59,2,0.0376
7,2,22784,35320,1399,0.0396
7,3,22784,240993,10857,0.0451
8,1,22784,6,0,0.0402
8,2,22784,33989,1485,0.0437
8,3,22784,2432562,110469,0.0454
9,1,22784,0,0,NA
